location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(3:179:33:2)	3	179	wqy	VIII	IMPF	2MP	NONDIVINE		S-2P	0	0	ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب ۗ وما كان الله ليطلعكم على الغيب ولكن الله يجتبي من رسله من يشاء ۖ فآمنوا بالله ورسله ۚ وإن تؤمنوا وتتقوا فلكم أجر عظيم
(3:180:29:1)	3	180	Eml	I	IMPF	2MP	NONDIVINE		S-2P	0	0	ولا يحسبن الذين يبخلون بما آتاهم الله من فضله هو خيرا لهم ۖ بل هو شر لهم ۖ سيطوقون ما بخلوا به يوم القيامة ۗ ولله ميراث السماوات والأرض ۗ والله بما تعملون خبير
(3:180:6:1)	3	180	Aty	IV	PERF	3MS	DIVINE	{ll~ah	S-EXPL	1	1	ولا يحسبن الذين يبخلون بما آتاهم الله من فضله هو خيرا لهم ۖ بل هو شر لهم ۖ سيطوقون ما بخلوا به يوم القيامة ۗ ولله ميراث السماوات والأرض ۗ والله بما تعملون خبير
(3:181:12:2)	3	181	ktb	I	IMPF	1P	DIVINE		S-1P	0	1	لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
(3:181:19:2)	3	181	qwl	I	IMPF	1P	DIVINE		S-1P	0	1	لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
(3:181:20:1)	3	181	*wq	I	IMPV	2MP	NONDIVINE		S-2P	0	1	لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
(3:181:2:1)	3	181	smE	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
(3:182:3:1)	3	182	qdm	II	PERF	3FS	NONDIVINE	yad	S-EXPL	0	0	ذلك بما قدمت أيديكم وأن الله ليس بظلام للعبيد
(3:183:13:1)	3	183	Akl	I	IMPF	3FS	NONDIVINE	naAr	S-EXPL	1	1	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:15:1)	3	183	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:17:1)	3	183	jyA	I	PERF	3MS	NONDIVINE	rasuwl	S-EXPL	1	1	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:23:1)	3	183	qwl	I	PERF	2MP	NONDIVINE		S-2P	0	0	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:25:1)	3	183	qtl	I	PERF	2MP	NONDIVINE		S-2P	1	1	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:27:1)	3	183	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:183:8:1)	3	183	Amn	IV	IMPF	1P	DIVINE		S-1P	0	0	الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
(3:185:17:1)	3	185	fwz	I	PERF	3MS	NONDIVINE	Hayaw`p	S-EXPL	0	0	كل نفس ذائقة الموت ۗ وإنما توفون أجوركم يوم القيامة ۖ فمن زحزح عن النار وأدخل الجنة فقد فاز ۗ وما الحياة الدنيا إلا متاع الغرور
(3:186:18:1)	3	186	Sbr	I	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ لتبلون في أموالكم وأنفسكم ولتسمعن من الذين أوتوا الكتاب من قبلكم ومن الذين أشركوا أذى كثيرا ۚ وإن تصبروا وتتقوا فإن ذلك من عزم الأمور
(3:186:19:2)	3	186	wqy	VIII	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ لتبلون في أموالكم وأنفسكم ولتسمعن من الذين أوتوا الكتاب من قبلكم ومن الذين أشركوا أذى كثيرا ۚ وإن تصبروا وتتقوا فإن ذلك من عزم الأمور
(3:186:5:3)	3	186	smE	I	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ لتبلون في أموالكم وأنفسكم ولتسمعن من الذين أوتوا الكتاب من قبلكم ومن الذين أشركوا أذى كثيرا ۚ وإن تصبروا وتتقوا فإن ذلك من عزم الأمور
(3:187:11:1)	3	187	ktm	I	IMPF	2MP	NONDIVINE		S-2P	1	1	وإذ أخذ الله ميثاق الذين أوتوا الكتاب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا ۖ فبئس ما يشترون
(3:187:2:1)	3	187	Ax*	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	وإذ أخذ الله ميثاق الذين أوتوا الكتاب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا ۖ فبئس ما يشترون
(3:187:8:2)	3	187	byn	II	IMPF	2MP	NONDIVINE		S-2P	1	1	وإذ أخذ الله ميثاق الذين أوتوا الكتاب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا ۖ فبئس ما يشترون
(3:188:14:1)	3	188	Hsb	I	IMPF	2MS	NONDIVINE		S-2P	1	1	لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ۖ ولهم عذاب أليم
(3:188:2:1)	3	188	Hsb	I	IMPF	2MS	NONDIVINE		S-2P	0	1	لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ۖ ولهم عذاب أليم
(3:191:15:1)	3	191	xlq	I	PERF	2MS	NONDIVINE		S-2P	0	1	الذين يذكرون الله قياما وقعودا وعلى جنوبهم ويتفكرون في خلق السماوات والأرض ربنا ما خلقت هذا باطلا سبحانك فقنا عذاب النار
(3:191:19:2)	3	191	wqy	I	IMPV	2MS	NONDIVINE		S-2P	1	1	الذين يذكرون الله قياما وقعودا وعلى جنوبهم ويتفكرون في خلق السماوات والأرض ربنا ما خلقت هذا باطلا سبحانك فقنا عذاب النار
(3:192:4:1)	3	192	dxl	IV	IMPF	2MS	NONDIVINE		S-2P	0	1	ربنا إنك من تدخل النار فقد أخزيته ۖ وما للظالمين من أنصار
(3:192:7:1)	3	192	xzy	IV	PERF	2MS	NONDIVINE		S-2P	1	1	ربنا إنك من تدخل النار فقد أخزيته ۖ وما للظالمين من أنصار
(3:193:10:2)	3	193	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:193:12:2)	3	193	gfr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:193:15:2)	3	193	kfr	II	IMPV	2MS	NONDIVINE		S-2P	0	1	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:193:18:2)	3	193	wfy	V	IMPV	2MS	NONDIVINE		S-2P	1	1	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:193:3:1)	3	193	smE	I	PERF	1P	DIVINE		S-1P	0	1	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:193:8:1)	3	193	Amn	IV	IMPV	2MP	NONDIVINE		S-2P	0	0	ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
(3:194:13:1)	3	194	xlf	IV	IMPF	2MS	NONDIVINE		S-2P	0	1	ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
(3:194:2:2)	3	194	Aty	IV	IMPV	2MS	NONDIVINE		S-2P	1	1	ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
(3:194:4:1)	3	194	wEd	I	PERF	2MS	NONDIVINE		S-2P	1	1	ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
(3:194:8:1)	3	194	xzy	IV	IMPF	2MS	NONDIVINE		S-2P	1	1	ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
(3:195:1:2)	3	195	jwb	X	PERF	3MS	DIVINE	rab~	S-EXPL	0	0	فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
(3:196:2:1)	3	196	grr	I	IMPF	3MS	NONDIVINE	taqal~ub	S-EXPL	1	1	لا يغرنك تقلب الذين كفروا في البلاد
(3:197:6:2)	3	197	bAs	I	PERF	3MS	NONDIVINE	miha`d	S-EXPL	0	0	متاع قليل ثم مأواهم جهنم ۚ وبئس المهاد
(3:200:10:1)	3	200	flH	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
(3:200:4:1)	3	200	Sbr	I	IMPV	2MP	NONDIVINE		S-2P	0	0	يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
(3:200:5:2)	3	200	Sbr	III	IMPV	2MP	NONDIVINE		S-2P	0	0	يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
(3:200:6:2)	3	200	rbT	III	IMPV	2MP	NONDIVINE		S-2P	0	0	يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
(3:200:7:2)	3	200	wqy	VIII	IMPV	2MP	NONDIVINE		S-2P	0	1	يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
(4:1:18:2)	4	1	wqy	VIII	IMPV	2MP	NONDIVINE		S-2P	0	1	يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
(4:1:21:1)	4	1	sAl	VI	IMPF	2MP	NONDIVINE		S-2P	0	0	يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
(4:1:3:1)	4	1	wqy	VIII	IMPV	2MP	NONDIVINE		S-2P	0	1	يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
(4:2:1:2)	4	2	Aty	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	وآتوا اليتامى أموالهم ۖ ولا تتبدلوا الخبيث بالطيب ۖ ولا تأكلوا أموالهم إلى أموالكم ۚ إنه كان حوبا كبيرا
(4:2:5:1)	4	2	bdl	V	IMPF	2MP	NONDIVINE		S-2P	0	1	وآتوا اليتامى أموالهم ۖ ولا تتبدلوا الخبيث بالطيب ۖ ولا تأكلوا أموالهم إلى أموالكم ۚ إنه كان حوبا كبيرا
(4:2:9:1)	4	2	Akl	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وآتوا اليتامى أموالهم ۖ ولا تتبدلوا الخبيث بالطيب ۖ ولا تأكلوا أموالهم إلى أموالكم ۚ إنه كان حوبا كبيرا
(4:3:17:1)	4	3	xwf	I	PERF	2MP	NONDIVINE		S-2P	0	1	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:19:1)	4	3	Edl	I	IMPF	2MP	NONDIVINE		S-2P	0	0	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:23:1)	4	3	mlk	I	PERF	3FS	NONDIVINE	yamiyn	S-EXPL	0	0	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:28:1)	4	3	Ewl	I	IMPF	2MP	NONDIVINE		S-2P	0	0	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:2:1)	4	3	xwf	I	PERF	2MP	NONDIVINE		S-2P	0	1	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:4:1)	4	3	qsT	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:3:7:2)	4	3	nkH	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإن خفتم ألا تقسطوا في اليتامى فانكحوا ما طاب لكم من النساء مثنى وثلاث ورباع ۖ فإن خفتم ألا تعدلوا فواحدة أو ما ملكت أيمانكم ۚ ذلك أدنى ألا تعولوا
(4:4:12:2)	4	4	Akl	I	IMPV	2MP	NONDIVINE		S-2P	1	1	وآتوا النساء صدقاتهن نحلة ۚ فإن طبن لكم عن شيء منه نفسا فكلوه هنيئا مريئا
(4:4:1:2)	4	4	Aty	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	وآتوا النساء صدقاتهن نحلة ۚ فإن طبن لكم عن شيء منه نفسا فكلوه هنيئا مريئا
(4:5:10:2)	4	5	rzq	I	IMPV	2MP	NONDIVINE		S-2P	1	1	ولا تؤتوا السفهاء أموالكم التي جعل الله لكم قياما وارزقوهم فيها واكسوهم وقولوا لهم قولا معروفا
(4:5:12:2)	4	5	ksw	I	IMPV	2MP	NONDIVINE		S-2P	1	1	ولا تؤتوا السفهاء أموالكم التي جعل الله لكم قياما وارزقوهم فيها واكسوهم وقولوا لهم قولا معروفا
