global_idx,surah,verse,n_letters,rhyme_letter,topics,pct_emphatic,pct_resonant,pct_plosive,pct_fricative,pct_guttural,pct_labial
1,1,1,19,م,mercy,0.10526,0.57895,0.05263,0.21053,0.15789,0.21053
2,1,2,18,ن,,0.05556,0.55556,0.11111,0.11111,0.16667,0.16667
3,1,3,12,م,mercy,0.16667,0.66667,0.0,0.16667,0.16667,0.16667
4,1,4,12,ن,eschatology,0.0,0.66667,0.16667,0.0,0.0,0.25
5,1,5,19,ن,prayer,0.0,0.36842,0.36842,0.05263,0.21053,0.10526
6,1,6,19,م,,0.21053,0.36842,0.21053,0.15789,0.05263,0.10526
7,1,7,44,ن,,0.13636,0.52273,0.09091,0.18182,0.18182,0.15909
8,2,1,3,م,,0.0,0.66667,0.0,0.0,0.0,0.33333
9,2,2,27,ن,,0.07407,0.40741,0.2963,0.14815,0.07407,0.14815
10,2,3,47,ن,prayer,0.10638,0.59574,0.12766,0.14894,0.08511,0.2766
11,2,4,52,ن,prophets,0.05769,0.57692,0.23077,0.11538,0.15385,0.26923
12,2,5,33,ن,,0.0303,0.48485,0.24242,0.15152,0.27273,0.30303
13,2,6,47,ن,polytheism-rejection,0.06383,0.53191,0.19149,0.17021,0.21277,0.21277
14,2,7,53,م,punishment,0.07547,0.39623,0.11321,0.24528,0.28302,0.28302
15,2,8,47,ن,dialogue,0.04255,0.61702,0.14894,0.08511,0.12766,0.34043
16,2,9,49,ن,,0.02041,0.53061,0.10204,0.16327,0.20408,0.2449
17,2,10,51,ن,punishment,0.09804,0.45098,0.17647,0.21569,0.11765,0.33333
18,2,11,43,ن,creation|dialogue,0.11628,0.46512,0.16279,0.2093,0.13953,0.2093
19,2,12,29,ن,,0.03448,0.55172,0.13793,0.17241,0.17241,0.24138
20,2,13,77,ن,dialogue,0.02597,0.46753,0.19481,0.14286,0.20779,0.22078
21,2,14,73,ن,dialogue,0.05479,0.45205,0.19178,0.13699,0.17808,0.20548
22,2,15,34,ن,,0.02941,0.47059,0.14706,0.29412,0.26471,0.26471
23,2,16,57,ن,,0.07018,0.38596,0.24561,0.15789,0.12281,0.19298
24,2,17,72,ن,mercy|hell,0.11111,0.44444,0.18056,0.23611,0.125,0.25
25,2,18,19,ن,,0.10526,0.52632,0.15789,0.15789,0.15789,0.36842
26,2,19,86,ن,creation|polytheism-rejection|nature-imagery,0.12791,0.44186,0.19767,0.18605,0.16279,0.25581
27,2,20,102,ر,,0.11765,0.39216,0.22549,0.21569,0.21569,0.22549
28,2,21,53,ن,creation|prayer,0.07547,0.45283,0.26415,0.09434,0.09434,0.20755
29,2,22,99,ن,paradise|creation|nature-imagery,0.07071,0.42424,0.23232,0.14141,0.15152,0.20202
30,2,23,78,ن,prophets|legal,0.05128,0.44872,0.24359,0.14103,0.14103,0.24359
31,2,24,66,ن,hell|polytheism-rejection,0.07576,0.42424,0.19697,0.13636,0.12121,0.19697
32,2,25,145,ن,paradise|dialogue|nature-imagery,0.10345,0.42069,0.18621,0.2069,0.15862,0.21379
33,2,26,155,ن,dialogue|polytheism-rejection,0.09032,0.44516,0.16129,0.21935,0.14839,0.23226
34,2,27,82,ن,creation|legal,0.12195,0.4878,0.18293,0.19512,0.18293,0.20732
35,2,28,60,ن,polytheism-rejection,0.03333,0.48333,0.26667,0.16667,0.13333,0.28333
36,2,29,70,م,creation,0.04286,0.4,0.17143,0.21429,0.15714,0.24286
37,2,30,111,ن,creation|prophets|dialogue,0.06306,0.41441,0.25225,0.18018,0.18018,0.1982
38,2,31,70,ن,dialogue,0.07143,0.37143,0.3,0.14286,0.25714,0.18571
39,2,32,48,م,dialogue,0.02083,0.45833,0.20833,0.0625,0.16667,0.14583
40,2,33,101,ن,creation|dialogue,0.0495,0.42574,0.33663,0.09901,0.21782,0.29703
41,2,34,63,ن,prayer|dialogue|polytheism-rejection,0.04762,0.38095,0.31746,0.12698,0.11111,0.20635
42,2,35,80,ن,paradise|dialogue|nature-imagery,0.075,0.4,0.2375,0.1875,0.125,0.1625
43,2,36,86,ن,paradise|creation|dialogue,0.11628,0.37209,0.2093,0.19767,0.18605,0.23256
44,2,37,43,م,mercy,0.06977,0.39535,0.27907,0.16279,0.18605,0.25581
45,2,38,68,ن,dialogue,0.02941,0.44118,0.17647,0.19118,0.19118,0.26471
46,2,39,51,ن,hell|polytheism-rejection,0.05882,0.39216,0.23529,0.17647,0.15686,0.23529
47,2,40,69,ن,prayer,0.04348,0.43478,0.26087,0.11594,0.2029,0.26087
48,2,41,79,ن,polytheism-rejection,0.07595,0.4557,0.26582,0.08861,0.08861,0.27848
49,2,42,42,ن,,0.07143,0.42857,0.30952,0.07143,0.09524,0.28571
50,2,43,41,ن,prayer,0.09756,0.41463,0.17073,0.09756,0.17073,0.19512
51,2,44,55,ن,,0.05455,0.45455,0.32727,0.09091,0.10909,0.25455
52,2,45,47,ن,prayer,0.08511,0.40426,0.14894,0.17021,0.19149,0.14894
53,2,46,38,ن,,0.10526,0.57895,0.15789,0.15789,0.21053,0.23684
54,2,47,58,ن,prayer,0.05172,0.5,0.2069,0.06897,0.15517,0.15517
55,2,48,69,ن,,0.05797,0.44928,0.13043,0.21739,0.14493,0.21739
56,2,49,84,م,punishment,0.03571,0.5,0.2381,0.15476,0.14286,0.30952
57,2,50,50,ن,nature-imagery,0.16,0.48,0.28,0.14,0.16,0.26
58,2,51,53,ن,creation|prophets|prayer,0.03774,0.45283,0.20755,0.15094,0.18868,0.24528
59,2,52,30,ن,,0.03333,0.46667,0.23333,0.13333,0.13333,0.26667
60,2,53,37,ن,prophets,0.05405,0.40541,0.2973,0.10811,0.10811,0.21622
61,2,54,121,م,mercy|creation|prophets|prayer|dialogue,0.07438,0.40496,0.28926,0.14876,0.1405,0.28926
62,2,55,60,ن,prophets|dialogue|nature-imagery,0.11667,0.43333,0.23333,0.2,0.18333,0.16667
63,2,56,30,ن,,0.03333,0.46667,0.3,0.1,0.1,0.33333
64,2,57,90,ن,dialogue|nature-imagery,0.06667,0.56667,0.13333,0.11111,0.06667,0.26667
65,2,58,95,ن,mercy|dialogue,0.08421,0.38947,0.2,0.24211,0.15789,0.18947
66,2,59,77,ن,punishment|creation|dialogue,0.09091,0.49351,0.12987,0.18182,0.06494,0.20779
67,2,60,118,ن,paradise|creation|prophets|prayer|dialogue,0.13559,0.38136,0.19492,0.22034,0.11864,0.21186
68,2,61,257,ن,mercy|creation|prophets|dialogue|polytheism-rejection,0.09339,0.42023,0.23346,0.16732,0.14397,0.23735
69,2,62,108,ن,prophets,0.06481,0.52778,0.11111,0.17593,0.18519,0.25
70,2,63,70,ن,prayer|dialogue,0.11429,0.41429,0.24286,0.17143,0.12857,0.28571
71,2,64,54,ن,mercy,0.05556,0.53704,0.16667,0.18519,0.11111,0.24074
72,2,65,54,ن,dialogue,0.07407,0.44444,0.24074,0.14815,0.11111,0.22222
73,2,66,45,ن,punishment|creation,0.04444,0.46667,0.13333,0.17778,0.15556,0.22222
74,2,67,83,ن,prophets|dialogue,0.08434,0.40964,0.26506,0.16867,0.20482,0.19277
75,2,68,80,ن,prophets|dialogue,0.125,0.45,0.2125,0.1125,0.125,0.2125
76,2,69,71,ن,dialogue,0.16901,0.43662,0.19718,0.14085,0.14085,0.14085
77,2,70,62,ن,dialogue,0.06452,0.43548,0.24194,0.09677,0.16129,0.14516
78,2,71,97,ن,creation|dialogue,0.1134,0.40206,0.20619,0.21649,0.16495,0.17526
79,2,72,45,ن,,0.06667,0.4,0.28889,0.17778,0.11111,0.26667
80,2,73,57,ن,dialogue,0.10526,0.4386,0.22807,0.15789,0.15789,0.19298
81,2,74,141,ن,,0.07801,0.43972,0.20567,0.20567,0.19858,0.22695
82,2,75,77,ن,,0.07792,0.54545,0.18182,0.14286,0.18182,0.31169
83,2,76,101,ن,dialogue,0.06931,0.38614,0.24752,0.15842,0.19802,0.23762
84,2,77,36,ن,,0.02778,0.69444,0.05556,0.05556,0.16667,0.25
85,2,78,45,ن,,0.02222,0.6,0.17778,0.06667,0.17778,0.26667
86,2,79,102,ن,dialogue,0.02941,0.53922,0.21569,0.14706,0.09804,0.27451
87,2,80,91,ن,hell|dialogue,0.04396,0.43956,0.18681,0.14286,0.20879,0.16484
88,2,81,54,ن,hell,0.07407,0.2963,0.31481,0.25926,0.27778,0.2037
89,2,82,52,ن,paradise,0.03846,0.42308,0.17308,0.19231,0.21154,0.21154
90,2,83,150,ن,legal|prayer,0.06667,0.47333,0.2,0.12667,0.12,0.20667
91,2,84,71,ن,legal|dialogue,0.08451,0.43662,0.30986,0.16901,0.12676,0.25352
92,2,85,231,ن,punishment|legal|eschatology|polytheism-rejection,0.06494,0.44156,0.23377,0.16017,0.17316,0.26407
93,2,86,63,ن,punishment,0.06349,0.42857,0.12698,0.22222,0.19048,0.1746
94,2,87,138,ن,prophets|polytheism-rejection,0.0942,0.39855,0.30435,0.13043,0.08696,0.25362
95,2,88,46,ن,punishment|dialogue|polytheism-rejection,0.08696,0.52174,0.17391,0.15217,0.13043,0.30435
96,2,89,108,ن,punishment|prayer|polytheism-rejection,0.06481,0.42593,0.17593,0.16667,0.14815,0.25926
97,2,90,107,ن,punishment|polytheism-rejection,0.05607,0.38318,0.19626,0.23364,0.19626,0.24299
98,2,91,119,ن,prophets|dialogue|polytheism-rejection,0.08403,0.51261,0.23529,0.10924,0.15966,0.2605
99,2,92,51,ن,prophets|prayer,0.03922,0.41176,0.29412,0.11765,0.11765,0.27451
100,2,93,131,ن,prayer|dialogue|polytheism-rejection,0.09924,0.44275,0.24427,0.14504,0.15267,0.30534
101,2,94,67,ن,prophets|dialogue,0.08955,0.44776,0.23881,0.13433,0.13433,0.13433
102,2,95,44,ن,,0.04545,0.52273,0.25,0.09091,0.13636,0.27273
103,2,96,102,ن,punishment|polytheism-rejection,0.06863,0.48039,0.14706,0.21569,0.21569,0.23529
104,2,97,72,ن,prophets|dialogue,0.08333,0.47222,0.25,0.13889,0.13889,0.19444
105,2,98,55,ن,prophets|polytheism-rejection,0.05455,0.52727,0.2,0.12727,0.14545,0.21818
106,2,99,44,ن,polytheism-rejection,0.06818,0.40909,0.29545,0.11364,0.11364,0.18182
107,2,100,44,ن,,0.06818,0.43182,0.22727,0.18182,0.22727,0.25
108,2,101,89,ن,prophets,0.08989,0.48315,0.20225,0.14607,0.1573,0.24719
109,2,102,308,ن,prophets|dialogue|polytheism-rejection,0.06818,0.50649,0.15909,0.1526,0.13636,0.26299
110,2,103,49,ن,,0.04082,0.59184,0.14286,0.10204,0.16327,0.30612
111,2,104,65,م,punishment|prophets|dialogue|polytheism-rejection,0.09231,0.50769,0.12308,0.09231,0.10769,0.21538
112,2,105,98,م,mercy|polytheism-rejection,0.08163,0.53061,0.15306,0.17347,0.12245,0.21429
113,2,106,61,ر,,0.04918,0.47541,0.21311,0.18033,0.2623,0.14754
114,2,107,59,ر,creation,0.0678,0.61017,0.13559,0.10169,0.11864,0.23729
115,2,108,73,ل,prophets|polytheism-rejection,0.08219,0.47945,0.28767,0.12329,0.08219,0.26027
116,2,109,123,ر,mercy|polytheism-rejection,0.06504,0.41463,0.25203,0.1626,0.17886,0.21951
117,2,110,76,ر,prayer,0.07895,0.44737,0.23684,0.14474,0.15789,0.23684
118,2,111,72,ن,paradise|dialogue,0.09722,0.44444,0.26389,0.11111,0.13889,0.15278
119,2,112,58,ن,,0.03448,0.5,0.12069,0.2931,0.27586,0.27586
120,2,113,141,ن,dialogue|eschatology|polytheism-rejection,0.06383,0.48936,0.16312,0.16312,0.10638,0.1844
121,2,114,113,م,punishment|prayer,0.04425,0.43363,0.15044,0.23894,0.23009,0.21239
122,2,115,52,م,,0.05769,0.51923,0.11538,0.19231,0.17308,0.26923
123,2,116,56,ن,creation|dialogue,0.07143,0.41071,0.17857,0.19643,0.125,0.19643
124,2,117,47,ن,creation|dialogue,0.12766,0.42553,0.23404,0.14894,0.12766,0.23404
125,2,118,103,ن,dialogue,0.07767,0.51456,0.24272,0.1068,0.1068,0.20388
126,2,119,46,م,hell|prophets,0.1087,0.3913,0.23913,0.17391,0.17391,0.13043
127,2,120,112,ر,dialogue,0.0625,0.44643,0.21429,0.125,0.17857,0.16964
128,2,121,70,ن,polytheism-rejection,0.04286,0.45714,0.27143,0.17143,0.2,0.22857
129,2,122,58,ن,prayer,0.05172,0.5,0.2069,0.06897,0.15517,0.15517
130,2,123,67,ن,,0.0597,0.43284,0.13433,0.20896,0.13433,0.22388
131,2,124,83,ن,prophets|dialogue,0.08434,0.44578,0.24096,0.10843,0.13253,0.16867
132,2,125,115,د,creation|prophets|prayer|dialogue,0.06957,0.43478,0.21739,0.13043,0.16522,0.21739
133,2,126,122,ر,punishment|hell|prophets|dialogue|polytheism-rejection|nature-imagery,0.13115,0.44262,0.21311,0.16393,0.18033,0.22131
134,2,127,65,م,prophets|dialogue,0.07692,0.46154,0.24615,0.07692,0.16923,0.21538
135,2,128,76,م,mercy,0.05263,0.52632,0.21053,0.09211,0.11842,0.21053
136,2,129,81,م,prophets,0.02469,0.46914,0.19753,0.17284,0.18519,0.23457
137,2,130,74,ن,prophets,0.09459,0.47297,0.13514,0.25676,0.2027,0.2027
138,2,131,33,ن,dialogue,0.12121,0.45455,0.24242,0.15152,0.18182,0.15152
139,2,132,70,ن,prophets|dialogue,0.07143,0.48571,0.22857,0.12857,0.12857,0.28571
140,2,133,114,ن,prophets|legal|prayer|dialogue|monotheism,0.0614,0.38596,0.29825,0.15789,0.24561,0.22807
141,2,134,54,ن,,0.01852,0.42593,0.2963,0.11111,0.12963,0.25926
142,2,135,63,ن,prophets|dialogue|polytheism-rejection,0.09524,0.47619,0.20635,0.12698,0.11111,0.25397
143,2,136,135,ن,prophets|dialogue,0.05926,0.51852,0.2,0.12593,0.17037,0.2963
144,2,137,79,م,,0.03797,0.43038,0.21519,0.20253,0.16456,0.31646
145,2,138,37,ن,prayer|dialogue,0.05405,0.43243,0.13514,0.32432,0.2973,0.21622
146,2,139,63,ن,prophets|dialogue,0.06349,0.53968,0.1746,0.12698,0.1746,0.26984
147,2,140,127,ن,prophets|legal|dialogue,0.07087,0.44882,0.23622,0.13386,0.22047,0.25984
148,2,141,54,ن,,0.01852,0.42593,0.2963,0.11111,0.12963,0.25926
149,2,142,89,م,dialogue,0.11236,0.46067,0.17978,0.16854,0.13483,0.17978
150,2,143,196,م,mercy|creation|prophets|legal,0.05102,0.47449,0.19898,0.11735,0.15816,0.15816
151,2,144,146,ن,creation|prophets|prayer,0.08904,0.4589,0.21918,0.17123,0.13699,0.25342
152,2,145,130,ن,,0.04615,0.35385,0.36154,0.08462,0.19231,0.26154
153,2,146,73,ن,,0.06849,0.52055,0.19178,0.13699,0.17808,0.26027
154,2,147,27,ن,,0.11111,0.59259,0.22222,0.07407,0.03704,0.25926
155,2,148,75,ر,eschatology,0.05333,0.44,0.25333,0.13333,0.17333,0.18667
156,2,149,66,ن,prophets|prayer,0.09091,0.4697,0.19697,0.19697,0.16667,0.25758
157,2,150,138,ن,prayer,0.05072,0.5,0.18841,0.19565,0.15217,0.24638
158,2,151,87,ن,prophets,0.02299,0.55172,0.21839,0.06897,0.09195,0.28736
159,2,152,32,ن,prayer|polytheism-rejection,0.125,0.5,0.21875,0.15625,0.03125,0.25
160,2,153,53,ن,prayer|dialogue,0.09434,0.45283,0.13208,0.15094,0.15094,0.15094
161,2,154,50,ن,,0.06,0.52,0.24,0.1,0.12,0.22
162,2,155,66,ن,nature-imagery,0.09091,0.54545,0.16667,0.13636,0.07576,0.31818
163,2,156,45,ن,dialogue,0.08889,0.4,0.22222,0.17778,0.22222,0.15556
164,2,157,42,ن,mercy|paradise,0.07143,0.52381,0.2381,0.16667,0.2619,0.30952
165,2,158,89,م,,0.08989,0.44944,0.16854,0.17978,0.20225,0.22472
166,2,159,91,ن,punishment|creation,0.0,0.51648,0.17582,0.0989,0.14286,0.18681
167,2,160,57,م,mercy,0.03509,0.45614,0.24561,0.10526,0.17544,0.2807
168,2,161,64,ن,punishment|polytheism-rejection,0.03125,0.48438,0.17188,0.14062,0.20312,0.21875
169,2,162,37,ن,punishment,0.05405,0.45946,0.05405,0.27027,0.18919,0.21622
170,2,163,35,م,mercy|prayer|monotheism,0.05714,0.48571,0.17143,0.2,0.31429,0.17143
171,2,164,187,ن,mercy|creation|nature-imagery,0.08556,0.4492,0.17647,0.17647,0.13904,0.21925
172,2,165,123,ب,punishment,0.03252,0.47967,0.17073,0.17073,0.1626,0.18699
173,2,166,57,ب,punishment,0.07018,0.31579,0.31579,0.10526,0.15789,0.24561
174,2,167,96,ر,hell|dialogue,0.08333,0.48958,0.1875,0.13542,0.16667,0.21875
175,2,168,68,ن,creation|legal,0.07353,0.41176,0.22059,0.11765,0.13235,0.19118
176,2,169,50,ن,,0.04,0.48,0.2,0.1,0.18,0.26
177,2,170,89,ن,dialogue,0.03371,0.42697,0.24719,0.10112,0.20225,0.20225
178,2,171,66,ن,polytheism-rejection|nature-imagery,0.06061,0.4697,0.18182,0.13636,0.13636,0.24242
179,2,172,62,ن,prayer|dialogue,0.06452,0.45161,0.25806,0.09677,0.12903,0.19355
180,2,173,93,م,mercy|legal|nature-imagery,0.09677,0.50538,0.11828,0.21505,0.22581,0.21505
181,2,174,122,م,punishment|hell|eschatology,0.04098,0.54098,0.18852,0.12295,0.13115,0.22951
182,2,175,61,ر,mercy|punishment|hell,0.09836,0.37705,0.16393,0.19672,0.16393,0.19672
183,2,176,58,د,,0.05172,0.34483,0.2931,0.17241,0.10345,0.17241
184,2,177,266,ن,prophets|legal|prayer,0.07519,0.46241,0.21805,0.1203,0.12782,0.24812
185,2,178,163,م,mercy|punishment|legal|dialogue,0.05521,0.36196,0.2454,0.19018,0.19632,0.22699
186,2,179,39,ن,,0.10256,0.4359,0.25641,0.12821,0.12821,0.20513
187,2,180,77,ن,legal,0.12987,0.45455,0.25974,0.11688,0.15584,0.18182
188,2,181,54,م,,0.0,0.44444,0.16667,0.2037,0.24074,0.24074
189,2,182,55,م,mercy,0.07273,0.45455,0.12727,0.30909,0.23636,0.30909
190,2,183,61,ن,dialogue,0.04918,0.45902,0.27869,0.06557,0.09836,0.19672
191,2,184,123,ن,creation,0.09756,0.4878,0.19512,0.1626,0.17886,0.25203
192,2,185,185,ن,creation|prayer,0.1027,0.48108,0.17297,0.17297,0.12973,0.2
193,2,186,77,ن,prophets,0.03896,0.42857,0.27273,0.11688,0.18182,0.19481
194,2,187,286,ن,mercy|creation|prayer,0.04545,0.44406,0.23427,0.15385,0.13287,0.21678
195,2,188,87,ن,legal,0.03448,0.45977,0.28736,0.05747,0.11494,0.27586
196,2,189,120,ن,prophets|dialogue,0.06667,0.46667,0.25,0.11667,0.14167,0.23333
197,2,190,59,ن,,0.0339,0.47458,0.22034,0.10169,0.10169,0.16949
198,2,191,130,ن,eschatology|polytheism-rejection,0.08462,0.40769,0.26923,0.2,0.14615,0.23846
199,2,192,24,م,mercy,0.08333,0.45833,0.125,0.29167,0.25,0.25
200,2,193,65,ن,prayer,0.03077,0.46154,0.18462,0.13846,0.13846,0.18462
201,2,194,107,ن,,0.09346,0.41121,0.15888,0.14019,0.15888,0.19626
202,2,195,66,ن,,0.0303,0.45455,0.22727,0.18182,0.18182,0.19697
203,2,196,290,ب,punishment|nature-imagery,0.07586,0.41379,0.2069,0.21724,0.18276,0.21379
204,2,197,121,ب,paradise|creation,0.07438,0.43802,0.17355,0.19835,0.13223,0.24793
205,2,198,110,ن,prayer,0.09091,0.42727,0.20909,0.18182,0.13636,0.22727
206,2,199,49,م,mercy,0.10204,0.42857,0.08163,0.32653,0.18367,0.22449
207,2,200,97,ق,prayer|dialogue,0.09278,0.40206,0.24742,0.18557,0.12371,0.20619
208,2,201,57,ر,punishment|hell|dialogue,0.08772,0.47368,0.14035,0.21053,0.17544,0.19298
209,2,202,35,ب,,0.05714,0.42857,0.2,0.2,0.17143,0.25714
210,2,203,103,ن,prayer|eschatology,0.04854,0.47573,0.18447,0.15534,0.17476,0.24272
211,2,204,65,م,legal,0.04615,0.44615,0.15385,0.2,0.16923,0.2
212,2,205,59,د,punishment|nature-imagery,0.05085,0.40678,0.11864,0.27119,0.13559,0.16949
213,2,206,52,د,hell|dialogue,0.03846,0.28846,0.25,0.30769,0.26923,0.17308
214,2,207,49,د,mercy,0.08163,0.42857,0.16327,0.20408,0.14286,0.22449
215,2,208,67,ن,dialogue,0.02985,0.41791,0.20896,0.14925,0.14925,0.20896
216,2,209,49,م,,0.0,0.40816,0.2449,0.14286,0.16327,0.22449
217,2,210,72,ر,nature-imagery,0.11111,0.54167,0.16667,0.13889,0.19444,0.18056
218,2,211,74,ب,punishment|polytheism-rejection,0.02703,0.43243,0.27027,0.14865,0.21622,0.18919
219,2,212,93,ب,paradise|eschatology|polytheism-rejection,0.08602,0.52688,0.11828,0.19355,0.10753,0.2043
220,2,213,214,م,prophets,0.03738,0.42991,0.18692,0.20561,0.16355,0.2243
221,2,214,127,ب,paradise|prophets|dialogue,0.08661,0.48031,0.20472,0.16535,0.14961,0.20472
222,2,215,104,م,prophets|legal|dialogue,0.06731,0.53846,0.17308,0.125,0.09615,0.25962
223,2,216,93,ن,,0.05376,0.47312,0.22581,0.13978,0.19355,0.23656
224,2,217,247,ن,hell|dialogue|polytheism-rejection,0.08907,0.43725,0.24696,0.16599,0.17814,0.20243
225,2,218,72,م,mercy,0.06944,0.52778,0.15278,0.18056,0.16667,0.20833
226,2,219,123,ن,dialogue,0.06504,0.50407,0.19512,0.15447,0.13008,0.2439
227,2,220,118,م,legal|dialogue,0.05085,0.48305,0.16102,0.19492,0.21186,0.18644
228,2,221,182,ن,mercy|paradise|hell|prayer|polytheism-rejection,0.04945,0.5,0.23077,0.13187,0.19231,0.22527
229,2,222,122,ن,mercy|dialogue,0.09836,0.44262,0.20492,0.21311,0.18852,0.18852
230,2,223,81,ن,nature-imagery,0.07407,0.45679,0.24691,0.14815,0.14815,0.28395
231,2,224,66,م,,0.07576,0.48485,0.18182,0.12121,0.15152,0.21212
232,2,225,65,م,mercy,0.03077,0.46154,0.23077,0.18462,0.15385,0.27692
233,2,226,54,م,mercy,0.11111,0.46296,0.18519,0.25926,0.25926,0.22222
234,2,227,29,م,legal,0.06897,0.48276,0.13793,0.13793,0.2069,0.2069
235,2,228,177,م,creation|legal,0.0904,0.48023,0.19774,0.19209,0.20339,0.17514
236,2,229,193,ن,legal,0.04145,0.3886,0.25389,0.18653,0.19689,0.21244
237,2,230,114,ن,legal,0.07895,0.40351,0.24561,0.18421,0.21053,0.14912
238,2,231,203,م,legal|prayer,0.06404,0.4335,0.2069,0.18719,0.17241,0.24631
239,2,232,147,ن,legal,0.06803,0.46939,0.22449,0.16327,0.18367,0.22449
240,2,233,288,ر,paradise,0.07986,0.45486,0.19097,0.14931,0.14931,0.22569
241,2,234,122,ر,,0.06557,0.45902,0.18033,0.22131,0.18033,0.27049
242,2,235,200,م,mercy|legal|dialogue,0.055,0.435,0.2,0.175,0.195,0.23
243,2,236,111,ن,paradise|legal,0.12613,0.44144,0.18018,0.16216,0.18018,0.20721
244,2,237,140,ر,legal,0.12857,0.45,0.24286,0.18571,0.15,0.26429
245,2,238,44,ن,prayer,0.13636,0.43182,0.11364,0.18182,0.09091,0.20455
246,2,239,65,ن,prayer,0.04615,0.43077,0.23077,0.13846,0.12308,0.30769
247,2,240,116,م,,0.05172,0.48276,0.13793,0.22414,0.18103,0.24138
248,2,241,34,ن,paradise|legal,0.14706,0.44118,0.23529,0.05882,0.11765,0.23529
249,2,242,31,ن,,0.03226,0.48387,0.29032,0.09677,0.16129,0.12903
250,2,243,106,ن,dialogue,0.07547,0.5,0.14151,0.19811,0.15094,0.19811
251,2,244,38,م,,0.02632,0.52632,0.10526,0.13158,0.15789,0.23684
252,2,245,69,ن,,0.18841,0.37681,0.15942,0.28986,0.17391,0.14493
253,2,246,217,ن,prophets|legal|dialogue,0.06912,0.47005,0.23963,0.08756,0.12442,0.18433
254,2,247,165,م,prophets|dialogue,0.05455,0.47273,0.19394,0.15152,0.17576,0.2
255,2,248,114,ن,prophets|dialogue,0.04386,0.5,0.2807,0.14912,0.20175,0.23684
256,2,249,240,ن,dialogue,0.08333,0.4875,0.18333,0.19583,0.15417,0.25
257,2,250,77,ن,dialogue|polytheism-rejection,0.14286,0.45455,0.20779,0.1039,0.07792,0.23377
258,2,251,122,ن,creation|prophets,0.04918,0.42623,0.17213,0.20492,0.17213,0.2377
259,2,252,41,ن,prophets,0.04878,0.5122,0.2439,0.09756,0.14634,0.12195
260,2,253,208,د,prophets|polytheism-rejection,0.06731,0.46635,0.20192,0.14423,0.13942,0.24519
261,2,254,87,ن,dialogue|polytheism-rejection,0.06897,0.49425,0.14943,0.16092,0.14943,0.25287
262,2,255,189,م,creation|monotheism,0.04762,0.45503,0.13228,0.21693,0.20635,0.22222
263,2,256,102,م,polytheism-rejection,0.08824,0.43137,0.19608,0.17647,0.11765,0.20588
264,2,257,118,ن,hell|polytheism-rejection,0.08475,0.51695,0.15254,0.15254,0.16102,0.19492
265,2,258,169,ن,creation|prophets|dialogue|polytheism-rejection,0.08876,0.45562,0.23077,0.16568,0.1716,0.18935
266,2,259,249,ر,dialogue,0.08835,0.40562,0.19679,0.19277,0.19679,0.18072
267,2,260,148,م,prophets|dialogue|nature-imagery,0.09459,0.44595,0.25676,0.14189,0.18243,0.16892
268,2,261,97,م,nature-imagery,0.02062,0.4433,0.16495,0.24742,0.18557,0.23711
269,2,262,92,ن,,0.04348,0.52174,0.13043,0.19565,0.17391,0.28261
270,2,263,44,م,mercy,0.13636,0.47727,0.13636,0.27273,0.25,0.25
271,2,264,174,ن,dialogue|polytheism-rejection,0.08621,0.43678,0.20115,0.16092,0.12069,0.2069
272,2,265,123,ر,paradise|nature-imagery,0.0813,0.41463,0.23577,0.21138,0.15447,0.28455
273,2,266,148,ن,paradise|hell|nature-imagery,0.09459,0.39189,0.26351,0.19595,0.2027,0.16216
274,2,267,125,د,creation|dialogue,0.056,0.472,0.208,0.168,0.168,0.256
275,2,268,68,م,mercy,0.08824,0.45588,0.14706,0.20588,0.17647,0.25
276,2,269,65,ب,prayer,0.06154,0.44615,0.27692,0.13846,0.18462,0.2
277,2,270,57,ر,,0.12281,0.57895,0.14035,0.17544,0.14035,0.26316
278,2,271,89,ر,,0.07865,0.41573,0.25843,0.16854,0.17978,0.26966
279,2,272,112,ن,prophets,0.05357,0.5,0.20536,0.16964,0.14286,0.25893
280,2,273,134,م,,0.08955,0.43284,0.15672,0.23134,0.1791,0.20149
281,2,274,79,ن,,0.06329,0.55696,0.08861,0.20253,0.18987,0.25316
282,2,275,186,ن,hell|legal|dialogue|eschatology,0.07527,0.45161,0.1828,0.17204,0.17204,0.23118
283,2,276,45,م,punishment|polytheism-rejection,0.13333,0.44444,0.22222,0.15556,0.11111,0.17778
284,2,277,87,ن,prayer,0.05747,0.47126,0.13793,0.18391,0.2069,0.24138
285,2,278,54,ن,dialogue,0.07407,0.51852,0.2037,0.07407,0.11111,0.22222
286,2,279,72,ن,mercy|prophets,0.06944,0.52778,0.20833,0.16667,0.125,0.34722
287,2,280,52,ن,,0.13462,0.48077,0.23077,0.19231,0.19231,0.19231
288,2,281,54,ن,,0.05556,0.46296,0.18519,0.18519,0.09259,0.2963
289,2,282,551,م,legal|dialogue,0.05445,0.40653,0.2686,0.15789,0.17241,0.19419
290,2,283,138,م,legal,0.06522,0.4058,0.26812,0.16667,0.17391,0.26087
291,2,284,103,ر,mercy|punishment|creation,0.04854,0.42718,0.19417,0.2233,0.16505,0.26214
292,2,285,118,ر,mercy|prophets|dialogue,0.10169,0.50847,0.22034,0.14407,0.16949,0.23729
