k,amplitude,null_99th_percentile
326,574.9177811915029,5385.329803628129
327,487.6499237268277,5331.455989809935
328,155.40717689984552,5521.62562403923
329,196.09623336236115,5260.991356594451
330,199.73956390054758,5188.69843041952
331,825.7595235285111,5345.802167438198
332,747.6331675769513,5418.073176373767
333,831.9898407061655,5404.809458097731
334,813.1528167601699,5426.324323061705
335,1059.0830267067174,5427.189788722462
336,87.39963395274027,5349.557267534312
337,1697.6753658495745,5337.52121071499
338,943.791092852828,5439.11989360198
339,1999.031422752332,5443.775887099359
340,1095.2683983865809,5345.883486330438
341,3968.8233186149155,5332.543978493163
342,367.26340754225,5518.968879616746
343,184.5988460868858,5313.528115941939
344,625.5439652840136,5512.455298663636
345,74.45639714545324,5351.510985665867
346,1182.6930428874707,5446.9587597373275
347,177.05506170600768,5360.671237994176
348,1638.6546236215759,5558.940333163685
349,2406.9012387880193,5380.995041951489
350,697.1019625427323,5441.699462329257
351,150.25229907861856,5315.164597655836
352,23.461622352791654,5039.105582829133
353,199.56754077230315,5287.859343063281
354,152.6623076284163,5523.753604042856
355,538.7790414981456,5480.521385722075
356,1257.2768625815306,5415.508429364207
357,4741.699955302568,5351.2422859509215
358,2551.441884053862,5400.07575214155
359,2977.6494494375634,5451.394498545915
360,651.7598238618259,5311.2760471755255
361,2658.0899590491704,5574.91113986535
362,4019.457295921719,5242.56281219644
363,52.14659733912452,5339.892729356425
364,388.28699510669117,5432.33573290065
365,4244.327799742645,5074.240816252468
366,4206.288714121158,5390.7805198210335
367,3329.7871660311253,5403.541261458775
368,1671.1415443630235,5323.387592248389
369,2646.031596009009,5539.014737925499
370,929.5108248725179,5650.112471804708
371,1726.3556445948564,5525.246494493499
372,842.205250037865,5284.1182245200025
373,1081.2174156626772,5388.79636803899
374,813.6491554333468,5424.6480815772575
375,3004.1585877516104,5168.05648515888
376,2865.2039509996116,5226.905756150587
377,596.9814186050231,5206.446060290137
378,2829.5982448578375,5450.249160808056
379,31.38644276452935,5430.557281836229
380,5375.678760932418,5190.190602608302
381,2356.7563344383043,5223.57854585871
382,4382.290513667961,5229.156484286389
383,602.8228308535115,5455.965668881668
384,1419.3313181568467,5456.717517679746
385,188.3348951802675,5244.4228545307515
386,614.6386630061266,5409.671999417206
387,1371.6570410962602,5270.666209654783
388,86.10401589432243,5499.377263843582
389,1542.976804829766,5447.707864786518
390,835.5043249078242,5270.826879109528
391,2739.6229053341776,5225.485013227208
392,478.6910065344686,5505.307358229223
393,505.7197169095558,5229.806145221897
394,3271.5581873034025,5477.045257425182
395,3858.8032192456044,5336.864883346576
396,128.46274274015266,5307.308218843563
397,208.9003716108931,5343.131013409051
398,3842.8812060705854,5334.349242833365
399,676.5897239946311,5399.715758901746
400,1038.5288933861996,5387.935178157224
401,168.99116446841816,5202.143721195568
402,1522.0042775794311,5293.553583157213
403,640.258315193194,5533.800364519944
404,745.4207869742565,5400.009765402426
405,268.6911209575049,5270.462033517262
406,1194.8400778643845,5143.2568304704655
407,3172.2390020540042,5229.873723876564
408,919.6046837754976,5228.007639835656
