surah,verse,word,seg,form,lemma,root,pgn,addressee,rule
2,196,69,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,197,22,2,tazaw~adu,tazaw~adu,zwd,2MP,believers-or-group,2MP-default
2,197,27,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,198,13,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,198,18,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,199,2,1,>afiyDu,>afaADa,fyD,2MP,believers-or-group,2MP-default
2,199,7,2,{sotagofiru,{sotagofara,gfr,2MP,believers-or-group,2MP-default
2,200,4,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,200,16,1,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
2,201,5,1,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
2,201,12,2,qi,waqaY`,wqy,2MS,prophet:Muhammad,2MS-default
2,203,1,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,203,20,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,203,22,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,206,4,1,{t~aqi,{t~aqaY`,wqy,2MS,prophet:Muhammad,2MS-default
2,208,4,1,{doxulu,daxala,dxl,2MP,believers,voc
2,209,8,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,211,1,1,salo,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
2,215,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
2,217,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
2,219,5,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
2,219,18,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
2,220,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
2,222,4,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
2,222,7,2,{Eotazilu,{Eotazala,Ezl,2MP,believers-or-group,2MP-default
2,222,17,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
2,223,4,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
2,223,8,2,qad~imu,qad~ama,qdm,2MP,believers-or-group,2MP-default
2,223,10,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,223,12,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,223,15,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
2,231,6,2,>amosiku,>amosaka,msk,2MP,believers-or-group,2MP-default
2,231,9,1,sar~iHu,sar~iHu,srH,2MP,believers-or-group,2MP-default
2,231,26,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,231,38,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,231,40,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,233,57,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,233,59,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,235,35,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,235,42,2,{Ho*aru,yaHo*aru,H*r,2MP,believers-or-group,2MP-default
2,235,43,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,236,14,2,mat~iEu,m~at~aEo,mtE,2MP,believers-or-group,2MP-default
2,238,1,1,Ha`fiZu,yuHaAfiZu,HfZ,2MP,believers-or-group,2MP-default
2,238,6,2,quwmu,qaAma,qwm,2MP,believers-or-group,2MP-default
2,239,8,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
2,243,15,1,muwtu,m~aAta,mwt,2MP,believers-or-group,2MP-default
2,244,1,2,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
2,244,5,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
2,246,15,1,{boEavo,baEava,bEv,2MS,prophet:Muhammad,2MS-default
2,250,7,1,>aforigo,>aforigo,frg,2MS,prophet:Muhammad,2MS-default
2,250,10,2,vab~ito,vab~ato,vbt,2MS,prophet:Muhammad,2MS-default
2,250,12,2,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
2,254,4,1,>anfiqu,>anfaqa,nfq,2MP,believers,voc
2,258,32,2,>oti,>ataY,Aty,2MS,prophet:Muhammad,2MS-default
2,259,37,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
2,259,43,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
2,259,49,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
2,260,5,1,>ari,>arayo,rAy,2MS,prophet:Muhammad,2MS-default
2,260,18,2,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
2,260,22,2,Suro,Suro,Swr,2MS,prophet:Muhammad,2MS-default
2,260,25,1,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
2,260,32,1,{doEu,daEaA,dEw,2MS,prophet:Muhammad,2MS-default
2,260,35,2,{Eolamo,Ealima,Elm,2MS,prophet:Muhammad,2MS-default
2,267,4,1,>anfiqu,>anfaqa,nfq,2MP,believers,voc
2,267,25,2,{Eolamu,Ealima,Elm,2MP,believers,voc
2,278,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
2,278,6,2,*aru,ya*ara,w*r,2MP,believers,voc
2,279,4,2,>o*anu,>a*ina,A*n,2MP,believers-or-group,2MP-default
2,281,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
2,282,10,2,{kotubu,kataba,ktb,2MP,believers,voc
2,282,52,2,{sota$ohidu,{sota$ohidu,$hd,2MP,believers,voc
2,282,108,2,>a$ohidu,>a$ohada,$hd,2MP,believers,voc
2,282,121,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
2,286,39,2,{Eofu,EafaA,Efw,2MS,prophet:Muhammad,2MS-default
2,286,41,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
2,286,43,2,{roHamo,r~aHima,rHm,2MS,prophet:Muhammad,2MS-default
2,286,46,2,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
3,8,8,2,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
3,12,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
3,15,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,16,6,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
3,16,9,2,qi,waqaY`,wqy,2MS,prophet:Muhammad,2MS-default
3,20,3,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,20,9,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
3,21,16,2,ba$~iro,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
3,26,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
3,29,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,31,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,31,6,2,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
3,32,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,32,2,1,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
3,35,13,2,taqab~alo,taqab~ala,qbl,2MS,prophet:Muhammad,2MS-default
3,38,7,1,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
3,41,3,1,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
3,41,15,2,{*okur,*akara,*kr,2MS,prophet:Muhammad,2MS-default
3,41,18,2,sab~iHo,sab~aHa,sbH,2MS,prophet:Muhammad,2MS-default
3,43,2,1,{qonuti,yaqonuto,qnt,2FS,female-individual,2FS
3,43,4,2,{sojudi,sajada,sjd,2FS,female-individual,2FS
3,43,5,2,{rokaEi,yarokaEu,rkE,2FS,female-individual,2FS
3,47,22,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
3,50,17,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
3,50,19,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
3,51,5,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
3,52,18,2,{$ohado,$ahida,$hd,2MS,prophet:Muhammad,2MS-default
3,53,7,2,{kotubo,kataba,ktb,2MS,prophet:Muhammad,2MS-default
3,59,14,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
3,61,10,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,61,11,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
3,64,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,64,4,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
3,64,28,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
3,64,29,1,{$ohadu,$ahida,$hd,2MP,believers-or-group,2MP-default
3,72,6,1,'aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
3,72,14,2,{kofuru,kafara,kfr,2MP,believers-or-group,2MP-default
3,73,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,73,22,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,79,13,1,kuwnu,kaAna,kwn,2MP,believers-or-group,2MP-default
3,79,20,1,kuwnu,kaAna,kwn,2MP,believers-or-group,2MP-default
3,81,29,2,{$ohadu,$ahida,$hd,2MP,believers-or-group,2MP-default
3,84,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,93,18,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,93,19,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
3,93,21,2,{tolu,talaY`,tlw,2MP,believers-or-group,2MP-default
3,95,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,95,4,2,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
3,98,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,99,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,102,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
3,103,1,2,{EotaSimu,{EotaSamu,ESm,2MP,believers-or-group,2MP-default
3,103,7,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
3,106,13,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
3,119,20,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,119,21,1,muwtu,m~aAta,mwt,2MP,believers-or-group,2MP-default
3,123,7,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
3,130,9,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
3,131,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
3,132,1,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
3,133,1,2,saAriEu,yusa`riEu,srE,2MP,believers-or-group,2MP-default
3,137,6,2,siyru,saAra,syr,2MP,believers-or-group,2MP-default
3,137,9,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
3,147,8,1,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
3,147,14,2,vab~ito,vab~ato,vbt,2MS,prophet:Muhammad,2MS-default
3,147,16,2,{nSuro,naSara,nSr,2MS,prophet:Muhammad,2MS-default
3,154,29,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,154,51,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
3,159,15,2,{Eofu,EafaA,Efw,2MS,prophet:Muhammad,2MS-default
3,159,17,2,{sotagofiro,{sotagofara,gfr,2MS,prophet:Muhammad,2MS-default
3,159,19,2,$aAwiro,$aAwiro,$wr,2MS,prophet:Muhammad,2MS-default
3,159,24,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
3,165,10,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,167,6,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
3,167,7,1,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
3,167,12,1,{dofaEu,dafaEo,dfE,2MP,believers-or-group,2MP-default
3,168,9,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,168,10,2,{dora'u,yadora&uA@,drA,2MP,believers-or-group,2MP-default
3,173,10,2,{xo$a,xa$iYa,x$y,2MP,believers-or-group,2MP-default
3,175,8,2,xaAfu,xaAfa,xwf,2MP,believers-or-group,2MP-default
3,179,28,2,_#aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
3,181,20,1,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
3,183,15,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
3,191,19,2,qi,waqaY`,wqy,2MS,prophet:Muhammad,2MS-default
3,193,8,1,'aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
3,193,12,2,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
3,193,15,2,kaf~iro,kaf~ara,kfr,2MS,prophet:Muhammad,2MS-default
3,193,18,2,tawaf~a,tawaf~aY`,wfy,2MS,prophet:Muhammad,2MS-default
3,194,2,2,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
3,200,4,1,{Sobiru,Sabara,Sbr,2MP,believers,voc
3,200,5,2,SaAbiru,SaAbiru,Sbr,2MP,believers,voc
3,200,6,2,raAbiTu,raAbiTu,rbT,2MP,believers,voc
3,200,7,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
4,1,3,1,{t~aqu,{t~aqaY`,wqy,2MP,humanity,voc
4,1,18,2,{t~aqu,{t~aqaY`,wqy,2MP,humanity,voc
4,2,1,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,3,7,2,{nkiHu,nakaHa,nkH,2MP,believers-or-group,2MP-default
4,4,1,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,4,12,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
4,5,10,2,{rozuqu,razaqa,rzq,2MP,believers-or-group,2MP-default
4,5,12,2,{kosu,kasawo,ksw,2MP,believers-or-group,2MP-default
4,5,13,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
4,6,1,2,{botalu,{botalaY`^,blw,2MP,believers-or-group,2MP-default
4,6,11,2,{dofaEu,dafaEo,dfE,2MP,believers-or-group,2MP-default
4,6,33,2,>a$ohidu,>a$ohada,$hd,2MP,believers-or-group,2MP-default
4,8,8,2,{rozuqu,razaqa,rzq,2MP,believers-or-group,2MP-default
4,8,10,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
4,15,6,2,{sota$ohidu,{sota$ohidu,$hd,2MP,believers-or-group,2MP-default
4,15,12,2,>amosiku,>amosaka,msk,2MP,believers-or-group,2MP-default
4,16,4,2,_#aA*u,>uw*iYa,A*y,2MP,believers-or-group,2MP-default
4,16,8,2,>aEoriDu,>aEoraDa,ErD,2MP,believers-or-group,2MP-default
4,19,22,2,EaA$iru,EaA$iru,E$r,2MP,believers,voc
4,24,26,2,_#aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,25,23,2,{nkiHu,nakaHa,nkH,2MP,believers-or-group,2MP-default
4,25,26,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,32,18,2,so_#alu,sa>ala,sAl,2MP,believers-or-group,2MP-default
4,33,11,2,_#aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,34,25,2,EiZu,waEaZo,wEZ,2MP,believers-or-group,2MP-default
4,34,26,2,{hojuru,{hojuro,hjr,2MP,believers-or-group,2MP-default
4,34,29,2,{Doribu,Daraba,Drb,2MP,believers-or-group,2MP-default
4,35,5,2,{boEavu,baEava,bEv,2MP,believers-or-group,2MP-default
4,36,1,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
4,43,38,2,tayam~amu,tayam~amu,ymm,2MP,believers,voc
4,43,41,2,{mosaHu,{mosaHu,msH,2MP,believers,voc
4,46,11,2,{somaEo,samiEa,smE,2MS,prophet:Muhammad,2MS-default
4,46,14,2,ra`Ei,ra`Ei,rEy,2MS,prophet:Muhammad,2MS-default
4,46,25,2,{somaEo,samiEa,smE,2MS,prophet:Muhammad,2MS-default
4,46,26,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
4,47,5,1,'aAminu,'aAmana,Amn,2MP,believers,voc
4,50,1,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
4,59,4,1,>aTiyEu,>aTaAEa,TwE,2MP,believers,voc
4,59,6,2,>aTiyEu,>aTaAEa,TwE,2MP,believers,voc
4,59,15,2,rud~u,rad~a,rdd,2MP,believers,voc
4,61,4,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
4,63,8,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
4,63,10,2,EiZo,waEaZo,wEZ,2MS,prophet:Muhammad,2MS-default
4,63,11,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
4,66,6,1,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
4,66,9,1,{xoruju,xaraja,xrj,2MP,believers-or-group,2MP-default
4,71,4,1,xu*u,>axa*a,Ax*,2MP,believers,voc
4,71,6,2,{nfiru,nafara,nfr,2MP,believers,voc
4,71,9,1,{nfiru,nafara,nfr,2MP,believers,voc
4,75,16,1,>axorijo,>axoraja,xrj,2MS,prophet:Muhammad,2MS-default
4,75,22,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
4,75,27,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
4,76,13,2,qa`tilu,qa`tala,qtl,2MP,believers-or-group,2MP-default
4,77,7,1,kuf~u,kaf~a,kff,2MP,believers-or-group,2MP-default
4,77,9,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
4,77,11,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
4,77,38,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
4,78,25,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
4,81,17,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
4,81,19,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
4,84,1,2,qa`tilo,qa`tala,qtl,2MS,prophet:Muhammad,2MS-default
4,84,9,2,Har~iDi,Har~iDi,HrD,2MS,prophet:Muhammad,2MS-default
4,86,4,2,Hay~u,Hay~a,Hyy,2MP,believers-or-group,2MP-default
4,86,8,1,rud~u,rad~a,rdd,2MP,believers-or-group,2MP-default
4,89,19,2,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
4,89,20,2,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
4,91,23,2,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
4,91,24,2,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
4,94,9,2,tabay~anu,tabay~ana,byn,2MP,believers,voc
4,94,33,2,tabay~anu,tabay~ana,byn,2MP,believers,voc
4,102,55,2,xu*u,>axa*a,Ax*,2MP,believers-or-group,2MP-default
4,103,4,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
4,103,12,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
4,106,1,2,{sotagofiri,{sotagofara,gfr,2MS,prophet:Muhammad,2MS-default
4,127,4,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
4,131,17,1,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
4,135,4,1,kuwnu,kaAna,kwn,2MP,believers,voc
4,136,4,1,'aAminu,'aAmana,Amn,2MP,believers,voc
4,138,1,1,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
4,153,17,1,>ari,>arayo,rAy,2MS,prophet:Muhammad,2MS-default
4,154,7,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
4,170,9,2,_#aAminu,'aAmana,Amn,2MP,humanity,voc
4,171,26,2,_#aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
4,171,32,1,{ntahu,{ntahaY`,nhy,2MP,believers-or-group,2MP-default
4,176,2,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
5,1,4,1,>awofu,>awofaY`,wfy,2MP,believers,voc
5,2,26,2,{SoTaAdu,{SoTaAdu,Syd,2MP,believers,voc
5,2,38,2,taEaAwanu,taEaAwanu,Ewn,2MP,believers,voc
5,2,47,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
5,3,39,2,{xo$a,xa$iYa,x$y,2MP,believers-or-group,2MP-default
5,4,5,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,4,18,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
5,4,22,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
5,4,26,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,6,8,2,{gosilu,{gosilu,gsl,2MP,believers,voc
5,6,13,2,{mosaHu,{mosaHu,msH,2MP,believers,voc
5,6,21,2,{T~ah~aru,taTah~aro,Thr,2MP,believers,voc
5,6,40,2,tayam~amu,tayam~amu,ymm,2MP,believers,voc
5,6,43,2,{mosaHu,{mosaHu,msH,2MP,believers,voc
5,7,1,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
5,7,13,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,8,4,1,kuwnu,kaAna,kwn,2MP,believers,voc
5,8,16,1,{Eodilu,Eadala,Edl,2MP,believers,voc
5,8,20,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
5,11,4,1,{*okuru,*akara,*kr,2MP,believers,voc
5,11,18,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
5,13,26,2,{Eofu,EafaA,Efw,2MS,prophet:Muhammad,2MS-default
5,13,28,2,{SofaHo,yaSofaHu,SfH,2MS,prophet:Muhammad,2MS-default
5,17,11,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,18,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,20,6,1,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
5,21,2,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
5,23,9,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
5,23,18,2,tawak~alu,tawak~alo,wkl,2MP,believers-or-group,2MP-default
5,24,10,2,{*ohabo,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
5,24,13,2,qa`tila,qa`tala,qtl,2MD,dual-addressee,2MD
5,25,9,2,{foruqo,faraqo,frq,2MS,prophet:Muhammad,2MS-default
5,27,1,2,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
5,34,9,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
5,35,4,1,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
5,35,6,2,{botagu,{botagaY`,bgy,2MP,believers,voc
5,35,9,2,ja`hidu,ja`hada,jhd,2MP,believers,voc
5,38,3,2,{qoTaEu,quTiEa,qTE,2MP,believers-or-group,2MP-default
5,41,36,2,xu*u,>axa*a,Ax*,2MP,prophet:Muhammad,voc-rasul
5,41,40,2,{Ho*aru,yaHo*aru,H*r,2MP,prophet:Muhammad,voc-rasul
5,42,7,2,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
5,42,10,1,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
5,42,20,2,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
5,44,27,2,{xo$a,xa$iYa,x$y,2MP,believers-or-group,2MP-default
5,48,13,2,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
5,48,41,2,{sotabiqu,{sotabaqa,sbq,2MP,believers-or-group,2MP-default
5,49,2,1,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
5,49,10,2,{Ho*aro,yaHo*aru,H*r,2MS,prophet:Muhammad,2MS-default
5,49,21,2,{Eolamo,Ealima,Elm,2MS,prophet:Muhammad,2MS-default
5,57,19,2,{t~aqu,{t~aqaY`,wqy,2MP,believers,voc
5,59,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,60,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,67,3,1,bal~igo,bal~ago,blg,2MS,prophet:Muhammad,voc-rasul
5,68,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,72,15,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
5,75,17,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
5,75,23,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
5,76,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,77,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
5,83,19,2,{kotubo,kataba,ktb,2MS,prophet:Muhammad,2MS-default
5,88,1,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
5,88,7,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,89,37,2,{HofaZu,HafiZa,HfZ,2MP,believers-or-group,2MP-default
5,90,13,2,{jotanibu,{jotanabu,jnb,2MP,believers,voc
5,92,1,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
5,92,3,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
5,92,5,2,{Ho*aru,yaHo*aru,H*r,2MP,believers-or-group,2MP-default
5,92,8,2,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
5,96,16,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,98,1,1,{Eolamu,Ealima,Elm,2MP,believers-or-group,2MP-default
5,100,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
5,100,10,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,104,4,1,taEaAla,taEaAla,Elw,2MP,believers-or-group,2MP-default
5,108,15,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,108,17,2,{somaEu,samiEa,smE,2MP,believers-or-group,2MP-default
5,110,7,1,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
5,111,6,1,'aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
5,111,11,2,{$ohado,$ahida,$hd,2MS,prophet:Muhammad,2MS-default
5,112,17,1,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
5,114,7,1,>anzilo,>anzala,nzl,2MS,prophet:Muhammad,2MS-default
5,114,19,2,{rozuqo,razaqa,rzq,2MS,prophet:Muhammad,2MS-default
5,116,10,1,{t~axi*u,{t~axa*a,Ax*,2MP,believers-or-group,2MP-default
5,117,9,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
6,11,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
6,11,2,1,siyru,saAra,syr,2MP,believers-or-group,2MP-default
6,11,6,1,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
6,12,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
6,12,7,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
