surah,verse,word,seg,form,lemma,root,pgn,addressee,rule
11,41,2,1,{rokabu,rakiba,rkb,2MP,believers-or-group,2MP-default
11,42,14,1,{rokab,rakiba,rkb,2MS,prophet:Muhammad,2MS-default
11,44,3,1,{bolaEi,{bolaEi,blE,2FS,female-individual,2FS
11,44,6,1,>aqoliEi,>aqoliEi,qlE,2FS,female-individual,2FS
11,48,3,1,{hobiTo,yahobiTu,hbT,2MS,prophet:Muhammad,2MS-default
11,49,16,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
11,50,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
11,52,2,1,{sotagofiru,{sotagofara,gfr,2MP,believers-or-group,2MP-default
11,52,5,1,tuwbu,taAba,twb,2MP,believers-or-group,2MP-default
11,54,12,2,{$ohadu,$ahida,$hd,2MP,believers-or-group,2MP-default
11,61,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
11,61,20,2,{sotagofiru,{sotagofara,gfr,2MP,believers-or-group,2MP-default
11,61,22,1,tuwbu,taAba,twb,2MP,believers-or-group,2MP-default
11,64,7,2,*aru,ya*ara,w*r,2MP,believers-or-group,2MP-default
11,65,3,1,tamat~aEu,tamat~aEa,mtE,2MP,believers-or-group,2MP-default
11,76,2,1,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
11,78,17,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
11,81,9,2,>asori,>asoraY`,sry,2MS,prophet:Muhammad,2MS-default
11,84,7,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
11,85,2,1,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
11,90,1,2,{sotagofiru,{sotagofara,gfr,2MP,believers-or-group,2MP-default
11,90,4,1,tuwbu,taAba,twb,2MP,believers-or-group,2MP-default
11,93,2,1,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
11,93,16,2,{rotaqibu,{rotaqibo,rqb,2MP,believers-or-group,2MP-default
11,112,1,2,{sotaqimo,{sotaqa`mu,qwm,2MS,prophet:Muhammad,2MS-default
11,114,1,2,>aqimi,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
11,115,1,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
11,121,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
11,121,5,1,{Eomalu,Eamila,Eml,2MP,believers-or-group,2MP-default
11,122,1,2,{ntaZiru,yantaZiru,nZr,2MP,believers-or-group,2MP-default
11,123,9,2,{Eobudo,Eabada,Ebd,2MS,prophet:Muhammad,2MS-default
11,123,10,2,tawak~alo,tawak~alo,wkl,2MS,prophet:Muhammad,2MS-default
12,9,1,1,{qotulu,qatala,qtl,2MP,believers-or-group,2MP-default
12,9,4,1,{ToraHu,{ToraHu,TrH,2MP,believers-or-group,2MP-default
12,10,7,2,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
12,12,1,1,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
12,21,7,1,>akorimi,>akorama,krm,2FS,female-individual,2FS
12,23,11,1,hayota,hayota,hyt,2MS,prophet:Muhammad,2MS-default
12,29,2,1,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
12,29,5,2,{sotagofiri,{sotagofara,gfr,2FS,female-individual,2FS
12,31,15,1,{xorujo,xaraja,xrj,2MS,prophet:Muhammad,2MS-default
12,36,22,1,nab~i}o,nab~a>a,nbA,2MS,prophet:Muhammad,2MS-default
12,42,7,1,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
12,43,18,1,>afotu,yufotiy,fty,2MP,believers-or-group,2MP-default
12,45,11,2,>arosilu,>arosala,rsl,2MP,believers-or-group,2MP-default
12,46,4,1,>afoti,yufotiy,fty,2MS,prophet:Muhammad,2MS-default
12,47,8,2,*aru,ya*ara,w*r,2MP,believers-or-group,2MP-default
12,50,3,1,{}otu,>ataY,Aty,2MP,believers-or-group,2MP-default
12,50,9,1,{rojiEo,rajaEa,rjE,2MS,prophet:Muhammad,2MS-default
12,50,12,2,so_#alo,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
12,54,3,1,{}otu,>ataY,Aty,2MP,believers-or-group,2MP-default
12,55,2,1,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
12,59,5,1,{}otu,>ataY,Aty,2MP,believers-or-group,2MP-default
12,62,3,1,{joEalu,jaEala,jEl,2MP,believers-or-group,2MP-default
12,63,10,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
12,67,8,2,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
12,78,9,2,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
12,81,1,1,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
12,81,4,2,quwlu,qaAla,qwl,2MP,believers-or-group,2MP-default
12,82,1,2,so_#ali,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
12,87,2,1,{*ohabu,*ahaba,*hb,2MP,believers-or-group,2MP-default
12,87,3,2,taHas~asu,taHas~asu,Hss,2MP,believers-or-group,2MP-default
12,88,13,2,>awofi,>awofaY`,wfy,2MS,prophet:Muhammad,2MS-default
12,88,16,2,taSad~aqo,taSad~aqa,Sdq,2MS,prophet:Muhammad,2MS-default
12,93,1,1,{*ohabu,*ahaba,*hb,2MP,believers-or-group,2MP-default
12,93,4,2,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
12,93,10,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
12,97,3,1,{sotagofiro,{sotagofara,gfr,2MS,prophet:Muhammad,2MS-default
12,99,9,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
12,101,20,2,>aloHiqo,>aloHaqo,lHq,2MS,prophet:Muhammad,2MS-default
12,108,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,16,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,16,6,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
13,16,8,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,16,19,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,16,38,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
13,27,10,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,30,18,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,33,12,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,33,13,1,sam~u,sam~aY`,smw,2MP,believers-or-group,2MP-default
13,36,13,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
13,43,6,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
14,5,6,1,>axorijo,>axoraja,xrj,2MS,prophet:Muhammad,2MS-default
14,5,12,2,*ak~iro,*uk~ira,*kr,2MS,prophet:Muhammad,2MS-default
14,6,5,1,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
14,10,31,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
14,22,26,2,luwmu,lumo,lwm,2MP,believers-or-group,2MP-default
14,30,7,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
14,30,8,1,tamat~aEu,tamat~aEa,mtE,2MP,believers-or-group,2MP-default
14,31,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
14,35,5,1,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
14,35,9,2,{jonubo,{jonubo,jnb,2MS,prophet:Muhammad,2MS-default
14,37,16,2,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
14,37,22,2,{rozuqo,razaqa,rzq,2MS,prophet:Muhammad,2MS-default
14,40,2,1,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
14,40,8,2,taqab~alo,taqab~ala,qbl,2MS,prophet:Muhammad,2MS-default
14,41,2,1,{gofiro,gafara,gfr,2MS,prophet:Muhammad,2MS-default
14,44,1,2,>an*iri,>an*ara,n*r,2MS,prophet:Muhammad,2MS-default
14,44,10,1,>ax~iro,>ax~ara,Axr,2MS,prophet:Muhammad,2MS-default
15,3,1,1,*aro,ya*ara,w*r,2MS,prophet:Muhammad,2MS-default
15,29,7,2,qaEu,waqaEa,wqE,2MP,believers-or-group,2MP-default
15,34,2,2,{xorujo,xaraja,xrj,2MS,prophet:Muhammad,2MS-default
15,36,3,2,>anZiro,yunZaru,nZr,2MS,prophet:Muhammad,2MS-default
15,46,1,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
15,49,1,1,nab~i}o,nab~a>a,nbA,2MS,prophet:Muhammad,2MS-default
15,51,1,2,nab~i}o,nab~a>a,nbA,2MS,prophet:Muhammad,2MS-default
15,65,1,2,>asori,>asoraY`,sry,2MS,prophet:Muhammad,2MS-default
15,65,6,2,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
15,65,12,2,{moDu,maDaY`,mDy,2MP,believers-or-group,2MP-default
15,69,1,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
15,85,12,2,{SofaHi,yaSofaHu,SfH,2MS,prophet:Muhammad,2MS-default
15,88,13,2,{xofiDo,{xofiDo,xfD,2MS,prophet:Muhammad,2MS-default
15,89,1,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
15,94,1,2,{SodaEo,{SodaEo,SdE,2MS,prophet:Muhammad,2MS-default
15,94,4,2,>aEoriDo,>aEoraDa,ErD,2MS,prophet:Muhammad,2MS-default
15,98,1,2,sab~iHo,sab~aHa,sbH,2MS,prophet:Muhammad,2MS-default
15,98,4,2,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
15,99,1,2,{Eobudo,Eabada,Ebd,2MS,prophet:Muhammad,2MS-default
16,2,12,1,>an*iru,>an*ara,n*r,2MP,believers-or-group,2MP-default
16,2,18,2,{t~aqu,{t~aqaY`,wqy,2MP,believers-or-group,2MP-default
16,29,1,2,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
16,32,8,1,{doxulu,daxala,dxl,2MP,believers-or-group,2MP-default
16,36,8,1,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
16,36,10,2,{jotanibu,{jotanabu,jnb,2MP,believers-or-group,2MP-default
16,36,21,2,siyru,saAra,syr,2MP,believers-or-group,2MP-default
16,36,24,2,{nZuru,n~aZara,nZr,2MP,believers-or-group,2MP-default
16,40,9,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
16,43,9,2,so_#alu,sa>ala,sAl,2MP,believers-or-group,2MP-default
16,51,12,2,{rohabu,yarohabu,rhb,2MP,believers-or-group,2MP-default
16,55,4,2,tamat~aEu,tamat~aEa,mtE,2MP,believers-or-group,2MP-default
16,68,6,1,{t~axi*i,{t~axa*a,Ax*,2FS,female-individual,2FS
16,69,2,1,kuli,>akala,Akl,2FS,female-individual,2FS
16,69,6,2,{soluki,salaka,slk,2FS,female-individual,2FS
16,91,1,2,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
16,98,4,2,{sotaEi*o,{sotaEi*o,Ew*,2MS,prophet:Muhammad,2MS-default
16,102,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
16,114,1,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
16,114,7,2,{$okuru,$akara,$kr,2MP,believers-or-group,2MP-default
16,123,5,1,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
16,125,1,1,{doEu,daEaA,dEw,2MS,prophet:Muhammad,2MS-default
16,125,8,2,ja`dilo,ja`dalu,jdl,2MS,prophet:Muhammad,2MS-default
16,126,3,2,EaAqibu,EaAqaba,Eqb,2MP,believers-or-group,2MP-default
16,127,1,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
17,14,1,1,{qora>o,qara>a,qrA,2MS,prophet:Muhammad,2MS-default
17,21,1,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
17,23,22,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,24,1,2,{xofiDo,{xofiDo,xfD,2MS,prophet:Muhammad,2MS-default
17,24,7,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,24,9,1,{roHamo,r~aHima,rHm,2MS,prophet:Muhammad,2MS-default
17,26,1,2,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
17,28,9,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,34,12,2,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
17,35,1,2,>awofu,>awofaY`,wfy,2MP,believers-or-group,2MP-default
17,35,5,2,zinu,w~azanu,wzn,2MP,believers-or-group,2MP-default
17,42,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,48,1,1,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
17,50,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,50,2,1,kuwnu,kaAna,kwn,2MP,believers-or-group,2MP-default
17,51,10,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
17,51,21,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,53,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,56,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
17,56,2,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
17,61,4,1,{sojudu,sajada,sjd,2MP,believers-or-group,2MP-default
17,63,2,1,{*ohabo,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
17,64,1,2,{sotafozizo,yasotafiz~a,fzz,2MS,prophet:Muhammad,2MS-default
17,64,6,2,>ajolibo,>ajolibo,jlb,2MS,prophet:Muhammad,2MS-default
17,64,10,2,$aAriko,$aAriko,$rk,2MS,prophet:Muhammad,2MS-default
17,64,14,2,Eido,waEada,wEd,2MS,prophet:Muhammad,2MS-default
17,78,1,1,>aqimi,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
17,79,3,2,tahaj~ado,tahaj~ado,hjd,2MS,prophet:Muhammad,2MS-default
17,80,1,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,80,3,1,>adoxilo,>udoxila,dxl,2MS,prophet:Muhammad,2MS-default
17,80,6,2,>axorijo,>axoraja,xrj,2MS,prophet:Muhammad,2MS-default
17,80,9,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
17,81,1,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,84,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,85,4,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
17,88,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,93,19,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,95,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,96,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,100,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
17,101,7,2,so_#alo,sa>ala,sAl,2MS,prophet:Muhammad,2MS-default
17,104,6,1,{sokunu,sakana,skn,2MP,believers-or-group,2MP-default
17,107,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
17,107,2,1,'aAminu,'aAmana,Amn,2MP,believers-or-group,2MP-default
17,110,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
17,110,2,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
17,110,5,1,{doEu,daEaA,dEw,2MP,believers-or-group,2MP-default
17,110,19,2,{botagi,{botagaY`,bgy,2MS,prophet:Muhammad,2MS-default
17,111,1,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
17,111,20,2,kab~iro,kab~iro,kbr,2MS,prophet:Muhammad,2MS-default
18,10,8,1,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
18,10,12,2,hay~i}o,yuhay~i}o,hyA,2MS,prophet:Muhammad,2MS-default
18,16,7,2,>owu,>awaY,Awy,2MP,believers-or-group,2MP-default
18,19,21,2,{boEavu,baEava,bEv,2MP,believers-or-group,2MP-default
18,21,19,1,{bonu,banaY`,bny,2MP,believers-or-group,2MP-default
18,22,15,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
18,24,5,2,{*okur,*akara,*kr,2MS,prophet:Muhammad,2MS-default
18,24,9,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
18,26,1,1,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
18,26,10,1,>aboSiro,>aboSara,bSr,2MS,prophet:Muhammad,2MS-default
18,26,12,2,>asomiEo,>asomaEa,smE,2MS,prophet:Muhammad,2MS-default
18,27,1,2,{tolu,talaY`,tlw,2MS,prophet:Muhammad,2MS-default
18,28,1,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
18,29,1,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
18,32,1,2,{Doribo,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
18,45,1,2,{Doribo,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
18,50,4,1,{sojudu,sajada,sjd,2MP,believers-or-group,2MP-default
18,52,3,1,naAdu,naAdaY`,ndw,2MP,believers-or-group,2MP-default
18,62,5,1,'aAti,A^taY,Aty,2MS,prophet:Muhammad,2MS-default
18,83,5,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
18,95,7,2,>aEiynu,>aEaAna,Ewn,2MP,believers-or-group,2MP-default
18,96,1,1,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
18,96,10,1,{nfuxu,nafaxa,nfx,2MP,believers-or-group,2MP-default
18,96,16,1,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
18,103,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
18,109,1,1,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
18,110,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
19,5,9,2,habo,wahaba,whb,2MS,prophet:Muhammad,2MS-default
19,6,6,2,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
19,10,3,1,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
19,11,9,1,sab~iHu,sab~aHa,sbH,2MP,believers-or-group,2MP-default
19,12,2,1,xu*i,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
19,16,1,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
19,25,1,2,huz~i,huz~i,hzz,2FS,female-individual,2FS
19,26,1,2,kuli,>akala,Akl,2FS,female-individual,2FS
19,26,2,2,{$orabi,$ariba,$rb,2FS,female-individual,2FS
19,26,3,2,qar~i,taqar~a,qrr,2FS,female-individual,2FS
19,26,10,2,quwli,qaAla,qwl,2FS,female-individual,2FS
19,35,15,1,kun,kaAna,kwn,2MS,prophet:Muhammad,2MS-default
19,36,5,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
19,38,1,1,>asomiEo,>asomaEa,smE,2MS,prophet:Muhammad,2MS-default
19,38,3,2,>aboSiro,>aboSara,bSr,2MS,prophet:Muhammad,2MS-default
19,39,1,2,>an*iro,>an*ara,n*r,2MS,prophet:Muhammad,2MS-default
19,41,1,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
19,43,10,2,{t~abiEo,{t~abaEa,tbE,2MS,prophet:Muhammad,2MS-default
19,46,11,2,{hojuro,{hojuro,hjr,2MS,prophet:Muhammad,2MS-default
19,51,1,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
19,54,1,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
19,56,1,2,{*okuro,*akara,*kr,2MS,prophet:Muhammad,2MS-default
19,65,6,2,{Eobudo,Eabada,Ebd,2MS,prophet:Muhammad,2MS-default
19,65,7,2,{SoTabiro,{SoTabiro,Sbr,2MS,prophet:Muhammad,2MS-default
19,75,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
20,10,6,1,{mokuvu,makava,mkv,2MP,believers-or-group,2MP-default
20,12,4,2,{xolaEo,{xolaEo,xlE,2MS,prophet:Muhammad,2MS-default
20,13,3,2,{sotamiEo,{sotamaEa,smE,2MS,prophet:Muhammad,2MS-default
20,14,8,2,{Eobudo,Eabada,Ebd,2MS,prophet:Muhammad,2MS-default
20,14,9,2,>aqimi,>aqaAma,qwm,2MS,prophet:Muhammad,2MS-default
20,19,2,1,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
20,21,2,1,xu*o,>axa*a,Ax*,2MS,prophet:Muhammad,2MS-default
20,22,1,2,{Domumo,{Domumo,Dmm,2MS,prophet:Muhammad,2MS-default
20,24,1,1,{*ohabo,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
20,25,3,1,{$oraHo,$araHa,$rH,2MS,prophet:Muhammad,2MS-default
20,26,1,2,yas~iro,yas~ara,ysr,2MS,prophet:Muhammad,2MS-default
20,27,1,2,{Holulo,Halalo,Hll,2MS,prophet:Muhammad,2MS-default
20,29,1,2,{joEal,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
20,31,1,1,{$odudo,$adado,$dd,2MS,prophet:Muhammad,2MS-default
20,32,1,2,>a$oriko,>a$oraka,$rk,2MS,prophet:Muhammad,2MS-default
20,39,2,1,{qo*ifi,qa*afa,q*f,2FS,female-individual,2FS
20,39,5,2,{qo*ifi,qa*afa,q*f,2FS,female-individual,2FS
20,42,1,1,{*ohabo,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
20,43,1,1,{*ohaba,*ahaba,*hb,2MD,dual-addressee,2MD
20,44,1,2,quwla,qaAla,qwl,,unknown,unknown
20,47,1,2,>otiya,>ataY,Aty,2MD,dual-addressee,2MD
20,47,2,2,quwla,qaAla,qwl,,unknown,unknown
20,47,6,2,>arosilo,>arosala,rsl,2MS,prophet:Muhammad,2MS-default
20,54,1,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
20,54,2,2,{roEa,raEa,rEy,2MP,believers-or-group,2MP-default
20,58,4,2,{joEalo,jaEala,jEl,2MS,prophet:Muhammad,2MS-default
20,64,1,2,>ajomiEu,>ajomaEu,jmE,2MP,believers-or-group,2MP-default
20,64,4,1,{}otu,>ataY,Aty,2MP,believers-or-group,2MP-default
20,66,3,1,>aloqu,>aloqaY`^,lqy,2MP,believers-or-group,2MP-default
20,69,1,2,>aloqi,>aloqaY`^,lqy,2MS,prophet:Muhammad,2MS-default
20,72,11,2,{qoDi,qaDaY`^,qDy,2MS,prophet:Muhammad,2MS-default
20,77,6,1,>asori,>asoraY`,sry,2MS,prophet:Muhammad,2MS-default
20,77,8,2,{Doribo,Daraba,Drb,2MS,prophet:Muhammad,2MS-default
20,81,1,1,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
20,90,14,2,{t~abiEu,{t~abaEa,tbE,2MP,believers-or-group,2MP-default
20,90,15,2,>aTiyEu,>aTaAEa,TwE,2MP,believers-or-group,2MP-default
20,97,2,2,{*ohabo,*ahaba,*hb,2MS,prophet:Muhammad,2MS-default
20,97,16,2,{nZuro,n~aZara,nZr,2MS,prophet:Muhammad,2MS-default
20,105,4,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
20,114,14,2,qul,qaAla,qwl,2MS,prophet:Muhammad,qul
20,114,16,1,zido,zaAda,zyd,2MS,prophet:Muhammad,2MS-default
20,116,4,1,{sojudu,sajada,sjd,2MP,believers-or-group,2MP-default
20,123,2,1,{hobiTa,yahobiTu,hbT,2MD,dual-addressee,2MD
20,130,1,2,{Sobiro,Sabara,Sbr,2MS,prophet:Muhammad,2MS-default
20,130,5,2,sab~iHo,sab~aHa,sbH,2MS,prophet:Muhammad,2MS-default
20,130,16,2,sab~iHo,sab~aHa,sbH,2MS,prophet:Muhammad,2MS-default
20,132,1,2,>omuro,>amara,Amr,2MS,prophet:Muhammad,2MS-default
20,132,4,2,{SoTabiro,{SoTabiro,Sbr,2MS,prophet:Muhammad,2MS-default
20,135,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
20,135,4,2,tarab~aSu,tarab~aSo,rbS,2MP,believers-or-group,2MP-default
21,7,8,2,so_#alu,sa>ala,sAl,2MP,believers-or-group,2MP-default
21,13,3,2,{rojiEu,rajaEa,rjE,2MP,believers-or-group,2MP-default
21,24,6,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
21,24,7,1,haAtu,haAtu,hAt,2MP,believers-or-group,2MP-default
21,25,15,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
21,42,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
21,45,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
21,61,2,2,>otu,>ataY,Aty,2MP,believers-or-group,2MP-default
21,63,6,2,so_#alu,sa>ala,sAl,2MP,believers-or-group,2MP-default
21,68,2,1,Har~iqu,Har~iqu,Hrq,2MP,believers-or-group,2MP-default
21,68,3,2,{nSuru,naSara,nSr,2MP,believers-or-group,2MP-default
21,69,3,1,kuwni,kaAna,kwn,2FS,female-individual,2FS
21,92,8,2,{Eobudu,Eabada,Ebd,2MP,believers-or-group,2MP-default
21,108,1,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
21,109,3,2,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
21,112,3,1,{Hokum,Hakama,Hkm,2MS,prophet:Muhammad,2MS-default
22,1,3,1,{t~aqu,{t~aqaY`,wqy,2MP,humanity,voc
22,22,10,2,*uwqu,*aAqu,*wq,2MP,believers-or-group,2MP-default
22,26,11,2,Tah~iro,Tah~ara,Thr,2MS,prophet:Muhammad,2MS-default
22,27,1,2,>a*~in,>a*~ana,A*n,2MS,prophet:Muhammad,2MS-default
22,28,16,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
22,28,18,2,>aToEimu,>aToEama,TEm,2MP,believers-or-group,2MP-default
22,30,18,2,{jotanibu,{jotanabu,jnb,2MP,believers-or-group,2MP-default
22,30,22,2,{jotanibu,{jotanabu,jnb,2MP,believers-or-group,2MP-default
22,34,18,1,>asolimu,>asolama,slm,2MP,believers-or-group,2MP-default
22,34,19,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
22,36,10,2,{*okuru,*akara,*kr,2MP,believers-or-group,2MP-default
22,36,18,2,kulu,>akala,Akl,2MP,believers-or-group,2MP-default
22,36,20,2,>aToEimu,>aToEama,TEm,2MP,believers-or-group,2MP-default
22,37,19,2,ba$~iri,bu$~ira,b$r,2MS,prophet:Muhammad,2MS-default
22,49,1,1,qulo,qaAla,qwl,2MS,humanity,voc
22,67,11,2,{doEu,daEaA,dEw,2MS,prophet:Muhammad,2MS-default
22,68,3,2,quli,qaAla,qwl,2MS,prophet:Muhammad,qul
22,72,18,1,qulo,qaAla,qwl,2MS,prophet:Muhammad,qul
22,73,5,2,{sotamiEu,{sotamaEa,smE,2MP,humanity,voc
22,77,4,1,{rokaEu,yarokaEu,rkE,2MP,believers,voc
22,77,5,2,{sojudu,sajada,sjd,2MP,believers,voc
22,77,6,2,{Eobudu,Eabada,Ebd,2MP,believers,voc
22,77,8,2,{foEalu,faEala,fEl,2MP,believers,voc
22,78,1,2,ja`hidu,ja`hada,jhd,2MP,believers-or-group,2MP-default
22,78,33,2,>aqiymu,>aqaAma,qwm,2MP,believers-or-group,2MP-default
22,78,35,2,'aAtu,A^taY,Aty,2MP,believers-or-group,2MP-default
