surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
4	43	al-Nisa	razi-mafatih-al-ghayb	المقصود	5477525	MEDIUM	كافيا في الخروج عن العهدة. # قوله تعالى: وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء ms3206 [النساء: 43] وفيه مسائل: # المسألة الأولى: يجوز للمريض أن يتيمم لقوله تعالى: وإن كنتم مرضى أو على سفر ولا يجوز أن يقال
4	48	al-Nisa	razi-mafatih-al-ghayb	المقصود	6428536	MEDIUM	~وهو أنه تعالى قد يعفو عن المذنب فيترك عقابه كما قال الله تعالى: إن الله لا يغفر أن يشرك به ويغفر ما دون ذلك لمن يشاء [النساء: 48] . ### | [سورة الأنعام (6) : آية 121] # ولا تأكلوا مما لم يذكر اسم الله عليه وإنه لفسق وإن الشياطين ليوحون إ
4	54	al-Nisa	razi-mafatih-al-ghayb		5621160	MEDIUM	هذا حكم التوراة، وإنما ذكر بلفظ الجمع تعظيما له، كقوله تعالى: إن إبراهيم كان أمة [النحل: 120] وقوله أم يحسدون الناس [النساء: 54] وذلك ms3290 لأنه كان قد اجتمع فيه من خصال الخير ما كان حاصلا لأكثر الأنبياء. الثالث: قال ابن الأنباري: هذ
4	59	al-Nisa	razi-mafatih-al-ghayb	غرض	3612946	MEDIUM	م يسمى التفسير تأويلا، قال تعالى: سأنبئك بتأويل ms2117 ما لم تستطع عليه صبرا [الكهف: # 78] وقال تعالى: وأحسن تأويلا [النساء: 59] وذلك أنه إخبار عما يرجع إليه اللفظ من المعنى، واعلم أن المراد منه أنهم يطلبون التأويل الذي ليس في كتاب
4	64	al-Nisa	razi-mafatih-al-ghayb	غرض	4401740	MEDIUM	فسق بدليل قوله تعالى: وما خلقت الجن والإنس إلا ليعبدون [الذاريات: 56] وقوله: وما أرسلنا من رسول إلا ليطاع بإذن الله [النساء: 64] بل الآية تحتمل وجوها من التأويل: أحدها: أن تحمل هذه اللام على لام العاقبة كقوله تعالى: فالتقطه آل فرعون ل
4	69	al-Nisa	razi-mafatih-al-ghayb	غاية	571813	MEDIUM	حصل له شعلة من شمس معراج محمد عليه السلام وقطرة من بحره وهو تحقيق قوله: فأولئك مع الذين أنعم الله عليهم من النبيين [النساء: 69]- الآية. # واعلم أن آيات الفاتحة وهي سبع صارت كالروح لهذه الأعمال السبعة، وهذه الأعمال السبعة صارت كالروح
4	72	al-Nisa	razi-mafatih-al-ghayb	غاية	5031774	MEDIUM	راءة ضعيفة لأن «من» وإن كان جماعة في المعنى لكنه مفرد في اللفظ، وجانب الإفراد قد ترجح في قوله: قال قد أنعم الله علي [النساء: 72] وفي قوله: يا ليتني كنت معهم فأفوز فوزا عظيما. # المسألة الثالثة: لقائل أن يقول: لو كان التنزيل هكذا: ولئن
4	77	al-Nisa	razi-mafatih-al-ghayb	غاية	5232973	MEDIUM	م إنه سمى ذلك القليل عظيما حيث قال وما أوتيتم من العلم إلا قليلا وسمى جميع الدنيا قليلا حيث قال قل متاع الدنيا قليل [النساء: 77] وذلك يدل على ms3064 غاية شرف العلم. ### | ### | [سورة النساء (4) : آية # 114]</span> # لا خير في كثير م
4	79	al-Nisa	razi-mafatih-al-ghayb	غاية	13979881	MEDIUM	الله، فقوله اتبعوا أهواءهم مع ذلك القول يفيد معنى قوله تعالى: ما أصابك من حسنة فمن الله وما أصابك من سيئة فمن نفسك [النساء: 79] وقوله كمن زين له سوء عمله بصيغة التوحيد محمول على لفظة من، وقوله واتبعوا أهواءهم محمول على معناه فإنها
4	89	al-Nisa	razi-mafatih-al-ghayb	غرض	3896815	MEDIUM	الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم [البقرة: 109] وقوله ودوا لو تكفرون كما كفروا فتكونون سواء [النساء: 89] . # واعلم أن (من) هاهنا للتبعيض وإنما ذكر بعضهم ولم يعمهم لأن منهم من آمن وأثنى الله عليهم بقوله منهم أمة
4	93	al-Nisa	razi-mafatih-al-ghayb	المقصود	5569718	MEDIUM	ا يكون مستعظما وقد قال تعالى: ومن يقتل مؤمنا متعمدا فجزاؤه جهنم خالدا فيها وغضب الله عليه ولعنه وأعد له عذابا عظيما [النساء: 93] . # الوجه الثاني في الجواب: هو ms3260 أن جميع الناس لو علموا من إنسان واحد أنه يقصد قتلهم بأجمعهم فلا شك
4	94	al-Nisa	razi-mafatih-al-ghayb	المقصود	3267628	MEDIUM	وصح إسلامه فليس بمكره، ومعناه لا تنسبوهم إلى الإكراه، ونظيره قوله تعالى: ولا تقولوا لمن ألقى إليكم السلام لست مؤمنا [النساء: 94] . # أما قوله تعالى: قد تبين الرشد من الغي ففيه مسألتان: # المسألة الأولى: يقال: بان الشيء واستبان وتبين إذا
4	97	al-Nisa	razi-mafatih-al-ghayb	المقصود	13193521	MEDIUM	رقة الوطن، ونظيره قوله تعالى: قالوا فيم كنتم قالوا كنا مستضعفين في الأرض قالوا ألم تكن أرض الله واسعة فتهاجروا فيها [النساء: 97] والقول الثاني: قال أبو مسلم: لا يمتنع أن يكون المراد من الأرض أرض الجنة، وذلك لأنه تعالى أمر المؤمنين بال
4	101	al-Nisa	razi-mafatih-al-ghayb	المقصود	3494428	MEDIUM	ولا يعمل بقوله اليوم وإنما تقيدت الآية بذكر السفر على سبيل الغالب، كقوله فليس عليكم جناح أن تقصروا من الصلاة إن خفتم [النساء: 101] وليس الخوف من شرط جواز القصر. # المسألة السادسة: مسائل الرهن كثيرة، واحتج من قال بأن رهن المشاع لا يجو
4	102	al-Nisa	razi-mafatih-al-ghayb	المقصود	14866066	MEDIUM	ذكر الحرف، ويدل على ما ذكرنا استعمال القرآن، فإن الله تعالى قال: خذها ولا تخف في العصا وقال تعالى: وليأخذوا أسلحتهم [النساء: 102] وأخذ الألواح [الأعراف: 154] # PageV29P367 # إلى غير ذلك، فلما كان ما ذكر هو المقصود بالأخذ عدي الفعل إليه
4	103	al-Nisa	razi-mafatih-al-ghayb	غرض	10438291	MEDIUM	ذكر الله [النور: 37] / وثامنها: لأوقات ذكري وهي مواقيت الصلاة لقوله تعالى: إن الصلاة كانت على المؤمنين كتابا موقوتا [النساء: 103] . وتاسعها: أقم الصلاة حين تذكرها أي أنك إذا نسيت صلاة فاقضها إذا ذكرتها. # روى قتادة عن أنس رضي الله عنه
4	112	al-Nisa	razi-mafatih-al-ghayb	مقصود	7578717	MEDIUM	إذا رأوا تجارة أو لهوا انفضوا إليها [الجمعة: 11] جعل الضمير للتجارة. وقال: ومن يكسب خطيئة أو إثما ثم يرم به بريئا # [النساء: 112] فجعل الضمير للإثم. وثالثها: أن يكون التقدير: ولا ينفقونها والذهب كذلك كما أن معنى قوله: # وإني وقيار بها
4	113	al-Nisa	razi-mafatih-al-ghayb	المقصود	1076138	MEDIUM	شرف من الوسيلة فدل ذلك على أن العلم أشرف من غيره. الثامن: قال تعالى: وعلمك ما لم تكن تعلم، وكان فضل الله عليك عظيما # [النساء: 113] فسمى العلم عظيما وسمى الحكمة خيرا كثيرا فالحكمة هي العلم وقال أيضا: الرحمن علم القرآن [الرحمن: 1] فجعل ه
4	122	al-Nisa	razi-mafatih-al-ghayb	غاية	1593647	MEDIUM	: والذين آمنوا وعملوا الصالحات سندخلهم جنات تجري من تحتها الأنهار خالدين فيها أبدا وعد الله حقا ومن أصدق من الله قيلا [النساء: 122] فقوله: وعد الله حقا إنما ذكره للتأكيد ولم يقل في شيء من المواضع وعيد الله حقا. # أما قوله تعالى: ما يبدل
4	129	al-Nisa	razi-mafatih-al-ghayb	المقصود	7086937	MEDIUM	ال الزجاج: العدل الحكم بالحق. يقال: هو يقضي بالحق ويعدل وهو حكم عادل، ومن ذلك قوله: ولن تستطيعوا أن تعدلوا بين النساء [النساء: 129] وقوله: وإذا قلتم فاعدلوا # [الأنعام: 152] . ### | [سورة الأعراف (7) : آية 160] # وقطعناهم اثنتي عشرة أسب
4	130	al-Nisa	razi-mafatih-al-ghayb	غرض	5292828	MEDIUM	لى ذكر هذه الكلمات في هذه الآية ثلاث مرات لتقرير ثلاثة أمور: فأولها: أنه تعالى قال: # وإن يتفرقا يغن الله كلا من سعته [النساء: 130] والمراد منه كونه تعالى جوادا متفضلا، فذكر عقيبه قوله ولله ما في السماوات وما في ms3099 الأرض والغرض تق
4	133	al-Nisa	razi-mafatih-al-ghayb	غرض	15879179	MEDIUM	ون على إفنائهم، وعلى إيجاد أمثالهم، ونظيره قوله تعالى: إن يشأ يذهبكم أيها الناس ويأت بآخرين وكان الله على ذلك قديرا [النساء: 133] وقال: إن يشأ يذهبكم ويأت بخلق جديد وما ذلك على الله بعزيز [إبراهيم: # 19، 20] ثم قيل: بدلنا أمثالهم أي ف
4	141	al-Nisa	razi-mafatih-al-ghayb	غرض	10964737	MEDIUM	منافقا مذموما وهو مثل قوله تعالى: مذبذبين بين ذلك [النساء: 143] وكقوله: فإن كان لكم فتح من الله قالوا ألم نكن معكم [النساء: 141] . # المسألة الثانية: قال الكلبي: نزلت هذه الآية في أعراب كانوا يقدمون على النبي صلى الله عليه وسلم بالمد
4	142	al-Nisa	razi-mafatih-al-ghayb	المقصود	15119134	MEDIUM	س من نوركم فيقال لهم: ارجعوا وراءكم فالتمسوا نورا قال: وهي خدعة خدع بها المنافقون، كما قال: يخادعون الله وهو خادعهم # [النساء: 142] فيرجعون إلى المكان الذي قسم فيه النور فلا يجدون شيئا، فينصرفون إليهم فيجدون السور مضروبا بينهم وبين المؤ
4	143	al-Nisa	razi-mafatih-al-ghayb	غرض	10964670	MEDIUM	نه يظهر الدين عند السراء ويرجع عنه عند الضراء فلا يكون إلا ms6421 منافقا مذموما وهو مثل قوله تعالى: مذبذبين بين ذلك [النساء: 143] وكقوله: فإن كان لكم فتح من الله قالوا ألم نكن معكم [النساء: 141] . # المسألة الثانية: قال الكلبي: نزلت ه
