surah,verse,mushaf_index,n_words,n_segments,n_letters_rasm,n_root_tokens,n_lemma_tokens,n_pos_segments,n_hapax_root_tokens,frac_hapax_root_tokens,n_hapax_lemma_tokens,frac_hapax_lemma_tokens,mean_log10_root_freq,median_log10_root_freq,min_root_freq,mean_root_surprisal_bits,sum_root_surprisal_bits,frac_root_tokens_freq_le5,n_root_types,ttr_root,root_simpson_repeat,rime_pausal,rime_class_size,fasila_readable,share_nominal,share_verbal,share_pronominal,share_particle,segments_per_word,frac_derived_stems
26,45,2977,8,12,31,4,7,8,0,0.0,0,0.0,1.2994441528178466,1.2781512503836436,3,11.29205681503786,45.16822726015144,0.25,4,1.0,0.0,Uن,1751,1,0.25,0.375,0.25,0.125,1.5,0.25
26,46,2978,3,5,16,3,3,3,0,0.0,0,0.0,1.975827077527858,1.9637878273455553,63,9.04516137454159,27.13548412362477,0.0,3,1.0,0.0,Iن,1293,1,0.6666666666666666,0.3333333333333333,0.0,0.0,1.6666666666666667,0.3333333333333333
26,47,2979,4,8,20,4,4,4,0,0.0,0,0.0,3.025676492143227,2.967607475383133,854,5.557637108729746,22.230548434918983,0.0,4,1.0,0.0,Iن,1293,1,0.5,0.5,0.0,0.0,2.0,0.25
26,48,2980,3,4,11,1,3,3,0,0.0,0,0.0,2.9912260756924947,2.9912260756924947,980,5.672078915018003,5.672078915018003,0.0,1,1.0,,Uن,1751,1,1.0,0.0,0.0,0.0,1.3333333333333333,0.0
26,49,2981,21,41,97,14,19,21,0,0.0,0,0.0,2.2244529797436745,2.1071967156276026,8,8.219244004854152,115.06941606795813,0.0,13,0.9285714285714286,0.01098901098901099,Iن,1293,1,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.23809523809523808,1.9523809523809523,0.2857142857142857
26,50,2982,7,10,27,4,7,7,1,0.25,1,0.14285714285714285,2.113142126133998,2.6082676787091787,1,8.58901065672603,34.35604262690412,0.25,4,1.0,0.0,Uن,1751,1,0.42857142857142855,0.14285714285714285,0.0,0.42857142857142855,1.4285714285714286,0.25
26,51,2983,11,17,41,7,10,11,0,0.0,0,0.0,2.299928350954087,2.369215857410143,12,7.96852024875823,55.77964174130761,0.0,7,1.0,0.0,Iن,1293,1,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,1.5454545454545454,0.14285714285714285
26,52,2984,8,13,35,4,8,8,0,0.0,0,0.0,1.8675114326050588,2.0638115247990143,8,9.40497815852648,37.61991263410592,0.0,4,1.0,0.0,Uن,1751,1,0.375,0.25,0.0,0.375,1.625,0.75
26,53,2985,5,7,24,3,5,5,0,0.0,0,0.0,1.858011580689892,1.6334684555795864,17,9.436535983500741,28.309607950502226,0.0,3,1.0,0.0,Iن,1293,1,0.6,0.2,0.0,0.2,1.4,0.3333333333333333
26,54,2986,4,5,19,2,4,4,1,0.5,1,0.25,0.9404067961403957,0.9404067961403957,1,12.48475309729878,24.96950619459756,0.5,2,1.0,0.0,Uن,1751,1,0.5,0.0,0.25,0.25,1.25,0.0
26,55,2987,3,7,15,1,2,3,0,0.0,1,0.5,1.0413926851582251,1.0413926851582251,11,12.149285235383276,12.149285235383276,0.0,1,1.0,,Uن,1751,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0
26,56,2988,3,6,14,2,3,3,0,0.0,1,0.3333333333333333,1.7164045025165842,1.7164045025165842,21,9.906944514919566,19.81388902983913,0.0,2,1.0,0.0,Uن,1751,1,0.6666666666666666,0.0,0.0,0.3333333333333333,2.0,0.0
26,57,2989,4,8,18,3,4,4,0,0.0,0,0.0,2.1253936006828065,2.2600713879850747,65,8.548312139218547,25.64493641765564,0.0,3,1.0,0.0,Uن,1751,1,0.5,0.25,0.0,0.25,2.0,0.3333333333333333
26,58,2990,3,5,14,3,3,3,0,0.0,0,0.0,1.8152947676389706,1.6720978579357175,9,9.578438164898651,28.735314494695952,0.0,3,1.0,0.0,Iم,551,1,1.0,0.0,0.0,0.0,1.6666666666666667,0.0
26,59,2991,4,8,21,2,4,4,0,0.0,0,0.0,1.904442933679906,1.904442933679906,35,9.282294367519583,18.564588735039166,0.0,2,1.0,0.0,Iل,44,1,0.5,0.25,0.25,0.0,2.0,0.5
26,60,2992,2,5,14,2,2,2,0,0.0,0,0.0,1.7329886841429114,1.7329886841429114,17,9.851853056044355,19.70370611208871,0.0,2,1.0,0.0,Iن,1293,1,0.5,0.5,0.0,0.0,2.5,1.0
26,61,2993,8,12,36,5,8,8,0,0.0,1,0.125,2.1856899362884867,2.110589710299249,12,8.348012047951281,41.7400602397564,0.0,5,1.0,0.0,Uن,1751,1,0.5,0.25,0.0,0.25,1.5,0.4
26,62,2994,6,10,20,3,6,6,0,0.0,0,0.0,2.9089821018095114,2.9912260756924947,316,5.945287482495067,17.8358624474852,0.0,3,1.0,0.0,Iن,1293,1,0.16666666666666666,0.3333333333333333,0.0,0.5,1.6666666666666667,0.0
26,63,2995,13,23,57,10,13,13,1,0.1,3,0.23076923076923078,1.6643911740565929,1.810380244997103,1,10.079729052039415,100.79729052039414,0.2,10,1.0,0.0,Iم,551,1,0.5384615384615384,0.3076923076923077,0.0,0.15384615384615385,1.7692307692307692,0.2
