surah,verse,mushaf_index,n_words,n_segments,n_letters_rasm,n_root_tokens,n_lemma_tokens,n_pos_segments,n_hapax_root_tokens,frac_hapax_root_tokens,n_hapax_lemma_tokens,frac_hapax_lemma_tokens,mean_log10_root_freq,median_log10_root_freq,min_root_freq,mean_root_surprisal_bits,sum_root_surprisal_bits,frac_root_tokens_freq_le5,n_root_types,ttr_root,root_simpson_repeat,rime_pausal,rime_class_size,fasila_readable,share_nominal,share_verbal,share_pronominal,share_particle,segments_per_word,frac_derived_stems
11,89,1562,22,32,76,13,22,22,0,0.0,0,0.0,2.2549114970508484,2.255272505103306,21,8.118063000482838,105.53481900627689,0.0,8,0.6153846153846154,0.14102564102564102,Iد,103,1,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.2727272727272727,1.4545454545454546,0.23076923076923078
11,90,1563,9,15,37,6,9,9,0,0.0,0,0.0,2.3806308262526312,2.4497077778066125,29,7.700432428737042,46.20259457242225,0.0,5,0.8333333333333334,0.06666666666666667,Uد,32,1,0.4444444444444444,0.2222222222222222,0.0,0.3333333333333333,1.6666666666666667,0.16666666666666666
11,91,1564,18,34,77,9,18,19,0,0.0,0,0.0,1.9918318000204163,2.0755469613925306,3,8.991994837242686,80.92795353518417,0.1111111111111111,8,0.8888888888888888,0.027777777777777776,Iز,10,1,0.2631578947368421,0.2631578947368421,0.10526315789473684,0.3684210526315789,1.8888888888888888,0.0
11,92,1565,15,27,64,11,15,15,0,0.0,1,0.06666666666666667,2.2518267055350876,2.436162647040756,3,8.128310456085915,89.41141501694506,0.09090909090909091,11,1.0,0.0,Iط,6,1,0.4666666666666667,0.2,0.06666666666666667,0.26666666666666666,1.8,0.18181818181818182
11,93,1566,19,33,79,11,18,19,0,0.0,0,0.0,2.358504338544701,2.5563025007672873,24,7.7739350298951955,85.51328532884715,0.0,9,0.8181818181818182,0.03636363636363636,Iب,30,1,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.2631578947368421,1.736842105263158,0.18181818181818182
11,94,1567,18,32,85,11,18,18,0,0.0,0,0.0,2.0343569178932572,2.3944516808262164,5,8.850729453442499,97.3580239878675,0.09090909090909091,11,1.0,0.0,Iن,1293,1,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.7777777777777777,0.2727272727272727
11,95,1568,10,15,37,3,10,10,0,0.0,0,0.0,2.2018195282213093,2.3710678622717363,73,8.294430703350567,24.883292110051702,0.0,2,0.6666666666666666,0.3333333333333333,Uد,32,1,0.3,0.2,0.0,0.5,1.5,0.0
11,96,1569,6,12,29,4,6,6,0,0.0,0,0.0,2.4004367559793245,2.6460903640117626,39,7.634638554332575,30.5385542173303,0.0,4,1.0,0.0,Iن,1293,1,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,2.0,0.5
11,97,1570,10,16,45,5,10,10,0,0.0,0,0.0,1.9810490801681546,2.2355284469075487,19,9.027814257259214,45.13907128629607,0.0,4,0.8,0.1,Iد,103,1,0.7,0.1,0.0,0.2,1.6,0.2
11,98,1571,9,17,45,9,9,9,0,0.0,2,0.2222222222222222,1.9114540863554832,1.863322860120456,11,9.259003822469039,83.33103440222135,0.0,6,0.6666666666666666,0.1111111111111111,Uد,32,1,0.6666666666666666,0.3333333333333333,0.0,0.0,1.8888888888888888,0.1111111111111111
11,99,1572,9,15,41,7,9,9,0,0.0,2,0.2222222222222222,1.6772420162617485,1.863322860120456,2,10.037039478275144,70.259276347926,0.2857142857142857,6,0.8571428571428571,0.047619047619047616,Uد,32,1,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.6666666666666667,0.14285714285714285
11,100,1573,9,14,36,5,9,9,0,0.0,0,0.0,1.806962255794718,1.7558748556724915,6,9.606118170095055,48.03059085047527,0.0,5,1.0,0.0,Iد,103,1,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,1.5555555555555556,0.0
11,101,1574,24,38,94,15,24,24,0,0.0,1,0.041666666666666664,2.3899102317919514,2.444044795918076,4,7.669606910772122,115.04410366158183,0.06666666666666667,13,0.8666666666666667,0.01904761904761905,Iب,30,1,0.375,0.25,0.041666666666666664,0.3333333333333333,1.5833333333333333,0.13333333333333333
11,102,1575,12,18,43,8,11,12,0,0.0,0,0.0,2.304695107678809,2.436162647040756,57,7.9526854256728825,63.62148340538306,0.0,6,0.75,0.10714285714285714,Iد,103,1,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,1.5,0.0
11,103,1576,16,22,57,9,15,16,0,0.0,0,0.0,2.3951967411682276,2.3979400086720375,124,7.6520455067511834,68.86840956076065,0.0,8,0.8888888888888888,0.027777777777777776,Uد,32,1,0.5,0.0625,0.3125,0.125,1.375,0.0
11,104,1577,5,8,20,3,5,5,0,0.0,1,0.2,1.9673342971169099,1.7558748556724915,56,9.073373780392428,27.220121341177286,0.0,3,1.0,0.0,Uد,32,1,0.4,0.2,0.0,0.4,1.6,0.3333333333333333
11,105,1578,10,15,36,7,10,10,0,0.0,1,0.1,1.8693023298008915,2.0086001717619175,2,9.39902892681659,65.79320248771613,0.14285714285714285,7,1.0,0.0,Iد,103,1,0.5,0.2,0.0,0.3,1.5,0.14285714285714285
11,106,1579,9,16,37,4,8,9,0,0.0,0,0.0,1.0362835565903736,0.7781512503836436,2,12.166257393113213,48.66502957245285,0.5,4,1.0,0.0,Iق,10,1,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,1.7777777777777777,0.0
11,107,1580,15,22,54,9,15,15,0,0.0,0,0.0,2.337743627026507,2.5809249756756194,9,7.8429006207573355,70.58610558681602,0.0,8,0.8888888888888888,0.027777777777777776,Iد,103,1,0.4,0.2,0.2,0.2,1.4666666666666666,0.1111111111111111
11,108,1581,18,27,72,11,18,18,0,0.0,2,0.1111111111111111,1.8257896274479377,2.187520720836463,2,9.543574995247338,104.97932494772073,0.18181818181818182,11,1.0,0.0,Uذ,1,1,0.4444444444444444,0.16666666666666666,0.1111111111111111,0.2777777777777778,1.5,0.0
11,109,1582,20,30,78,11,21,21,0,0.0,2,0.09523809523809523,2.0737082458423113,2.187520720836463,10,8.72000717155741,95.92007888713152,0.0,9,0.8181818181818182,0.05454545454545454,Uص,2,1,0.3333333333333333,0.19047619047619047,0.09523809523809523,0.38095238095238093,1.5,0.09090909090909091
11,110,1583,18,32,72,10,18,18,0,0.0,0,0.0,2.103189180975824,1.9894324921738284,15,8.62207362487384,86.2207362487384,0.0,10,1.0,0.0,Iب,30,1,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,1.7777777777777777,0.3
11,111,1584,10,19,42,6,10,10,0,0.0,0,0.0,2.369286617768255,2.5563025007672873,52,7.738117073615552,46.42870244169331,0.0,5,0.8333333333333334,0.06666666666666667,Iر,178,1,0.4,0.2,0.1,0.3,1.9,0.16666666666666666
11,112,1585,12,22,46,6,12,12,0,0.0,0,0.0,2.2451906153625747,2.282356698110587,39,8.150355070470193,48.90213042282115,0.0,6,1.0,0.0,Iر,178,1,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.3333333333333333,1.8333333333333333,0.16666666666666666
11,113,1586,17,26,66,8,16,17,0,0.0,0,0.0,2.1688758614135737,2.2432294084423243,4,8.403867195667795,67.23093756534236,0.125,8,1.0,0.0,Uن,1751,1,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.4117647058823529,1.5294117647058822,0.0
11,114,1587,14,24,64,11,14,14,0,0.0,0,0.0,2.005719092464315,2.0530784434834195,10,8.945862250311382,98.40448475342521,0.0,10,0.9090909090909091,0.01818181818181818,Iن,1293,1,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.14285714285714285,1.7142857142857142,0.18181818181818182
11,115,1588,7,10,29,5,7,7,0,0.0,0,0.0,2.1578119854863616,2.03342375548695,10,8.440620595948747,42.20310297974373,0.0,5,1.0,0.0,Iن,1293,1,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,1.4285714285714286,0.4
11,116,1589,26,41,111,15,27,27,0,0.0,0,0.0,2.0823848270736884,1.9242792860618816,8,8.691184192597325,130.36776288895987,0.0,14,0.9333333333333333,0.009523809523809525,Iن,1293,1,0.2962962962962963,0.25925925925925924,0.1111111111111111,0.3333333333333333,1.5769230769230769,0.26666666666666666
11,117,1590,8,15,35,7,8,8,0,0.0,0,0.0,2.3685730605963116,2.255272505103306,57,7.740487459232339,54.18341221462637,0.0,7,1.0,0.0,Uن,1751,1,0.625,0.25,0.0,0.125,1.875,0.2857142857142857
11,118,1591,10,16,41,8,10,10,0,0.0,0,0.0,2.204918271245415,2.2429103817654124,10,8.284136901839954,66.27309521471963,0.0,8,1.0,0.0,Iن,1293,1,0.5,0.3,0.0,0.2,1.6,0.125
11,119,1592,15,26,61,10,15,15,0,0.0,0,0.0,2.2544639102762827,2.3426065499976785,22,8.119549851564168,81.19549851564167,0.0,9,0.9,0.022222222222222223,Iن,1293,1,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,1.7333333333333334,0.0
11,120,1593,17,29,69,11,16,17,0,0.0,0,0.0,2.103302806208975,2.444044795918076,16,8.62169617001955,94.83865787021506,0.0,11,1.0,0.0,Iن,1293,1,0.47058823529411764,0.17647058823529413,0.17647058823529413,0.17647058823529413,1.7058823529411764,0.18181818181818182
11,121,1594,9,15,40,5,9,9,0,0.0,0,0.0,2.8871283647960153,2.9439888750737717,360,6.01788402545848,30.0894201272924,0.0,4,0.8,0.1,Uن,1751,1,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.6666666666666667,0.2
11,122,1595,3,6,18,2,3,3,0,0.0,0,0.0,2.110589710299249,2.110589710299249,129,8.597489598597319,17.194979197194638,0.0,1,0.5,1.0,Uن,1751,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.0,1.0
11,123,1596,16,34,70,12,17,17,0,0.0,0,0.0,2.403469007811978,2.4978175972987753,35,7.62456563177891,91.49478758134691,0.0,12,1.0,0.0,Uن,1751,1,0.47058823529411764,0.23529411764705882,0.058823529411764705,0.23529411764705882,2.125,0.08333333333333333
12,1,1597,5,7,21,3,4,5,0,0.0,0,0.0,2.6014519116120547,2.582063362911709,319,6.966880661338053,20.90064198401416,0.0,3,1.0,0.0,Iن,1293,1,0.6,0.0,0.2,0.2,1.4,0.3333333333333333
12,2,1598,6,11,30,4,6,6,0,0.0,0,0.0,1.8609922633387495,1.817339376089341,22,9.42663437006756,37.70653748027024,0.0,4,1.0,0.0,Uن,1751,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.8333333333333333,0.25
12,3,1599,16,27,64,8,15,16,0,0.0,0,0.0,2.029256461153341,1.9182886374203245,30,8.867672803983584,70.94138243186867,0.0,7,0.875,0.03571428571428571,Iن,1293,1,0.3125,0.1875,0.1875,0.3125,1.6875,0.125
12,4,1600,15,28,61,11,14,15,0,0.0,0,0.0,1.943415525784095,1.9637878273455553,5,9.152830218878092,100.68113240765902,0.09090909090909091,9,0.8181818181818182,0.03636363636363636,Iن,1293,1,0.6,0.2,0.06666666666666667,0.13333333333333333,1.8666666666666667,0.0
12,5,1601,15,25,60,11,14,15,0,0.0,0,0.0,2.1126650318951903,1.9867717342662448,30,8.590595529481835,94.49655082430019,0.0,10,0.9090909090909091,0.01818181818181818,Iن,1293,1,0.5333333333333333,0.2,0.06666666666666667,0.2,1.6666666666666667,0.09090909090909091
12,6,1602,25,41,105,14,25,25,0,0.0,0,0.0,2.1879625261820963,2.230448921378274,12,8.340462667735542,116.76647734829758,0.0,10,0.7142857142857143,0.04395604395604396,Iم,551,1,0.52,0.16,0.04,0.28,1.64,0.35714285714285715
12,7,1603,7,12,30,4,7,7,0,0.0,0,0.0,2.4544847766261553,2.3463265366054786,96,7.455094916072816,29.820379664291263,0.0,4,1.0,0.0,Iن,1293,1,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,1.7142857142857142,0.0
12,8,1604,15,24,56,8,14,15,0,0.0,0,0.0,2.1288630961736743,2.0681858617461617,5,8.536786724672346,68.29429379737877,0.125,7,0.875,0.03571428571428571,Iن,1293,1,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.3333333333333333,1.6,0.125
12,9,1605,14,22,58,10,13,14,1,0.1,1,0.07692307692307693,2.089048744571779,2.2428607132407903,1,8.669047137838408,86.69047137838407,0.1,10,1.0,0.0,Iن,1293,1,0.5,0.2857142857142857,0.07142857142857142,0.14285714285714285,1.5714285714285714,0.0
12,10,1606,16,25,66,11,16,16,0,0.0,0,0.0,2.0048671563603677,2.164352855784437,2,8.948692320790133,98.43561552869147,0.18181818181818182,10,0.9090909090909091,0.01818181818181818,Iن,1293,1,0.4375,0.3125,0.0,0.25,1.5625,0.18181818181818182
12,11,1607,11,20,41,4,9,11,0,0.0,0,0.0,2.3405378090611015,2.5060873684099665,13,7.833618548954386,31.334474195817545,0.0,4,1.0,0.0,Uن,1751,1,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,1.8181818181818181,0.0
12,12,1608,8,15,33,5,7,8,1,0.2,1,0.14285714285714285,1.371744003983582,1.3010299956639813,1,11.051881908194229,55.25940954097115,0.2,5,1.0,0.0,Uن,1751,1,0.25,0.375,0.125,0.25,1.875,0.2
12,13,1609,13,23,53,7,11,13,0,0.0,0,0.0,1.8227868495277906,1.7481880270062005,3,9.553550007582983,66.87485005308088,0.14285714285714285,7,1.0,0.0,Uن,1751,1,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.3076923076923077,1.7692307692307692,0.0
12,14,1610,9,16,37,5,8,9,0,0.0,0,0.0,1.6524928521513593,1.8129133566428555,3,10.119254421858425,50.59627210929212,0.4,5,1.0,0.0,Uن,1751,1,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,1.7777777777777777,0.0
12,15,1611,17,35,75,9,15,17,0,0.0,0,0.0,1.841084593294048,1.8920946026904804,2,9.4927662184928,85.4348959664352,0.1111111111111111,9,1.0,0.0,Uن,1751,1,0.17647058823529413,0.35294117647058826,0.17647058823529413,0.29411764705882354,2.0588235294117645,0.3333333333333333
12,16,1612,4,8,19,4,4,4,0,0.0,0,0.0,1.6258641833391831,1.6071569487121997,7,10.207712944915043,40.83085177966017,0.0,4,1.0,0.0,Uن,1751,1,0.5,0.5,0.0,0.0,2.0,0.0
12,17,1613,18,34,77,12,16,18,0,0.0,0,0.0,2.0995212032591475,2.052806179843393,3,8.63425838310229,103.61110059722749,0.08333333333333333,12,1.0,0.0,Iن,1293,1,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.8888888888888888,0.16666666666666666
12,18,1614,18,28,72,13,17,18,0,0.0,0,0.0,1.85199646815219,2.012837224705172,4,9.456517754833644,122.93473081283739,0.07692307692307693,13,1.0,0.0,Uن,1751,1,0.5,0.2222222222222222,0.1111111111111111,0.16666666666666666,1.5555555555555556,0.15384615384615385
12,19,1615,16,29,74,14,16,16,0,0.0,1,0.0625,1.9073020363666497,1.8666788939627927,4,9.27279663397832,129.8191528756965,0.14285714285714285,13,0.9285714285714286,0.01098901098901099,Uن,1751,1,0.5,0.375,0.125,0.0,1.8125,0.21428571428571427
12,20,1616,9,17,40,7,9,9,2,0.2857142857142857,2,0.2222222222222222,1.202954472223673,1.2787536009528289,1,11.612588595870355,81.28812017109249,0.2857142857142857,7,1.0,0.0,Iن,1293,1,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,1.8888888888888888,0.0
12,21,1617,32,54,138,21,32,32,0,0.0,0,0.0,2.0412376870439877,2.0086001717619175,5,8.827872033086253,185.38531269481132,0.047619047619047616,20,0.9523809523809523,0.004761904761904762,Uن,1751,1,0.40625,0.28125,0.0625,0.25,1.6875,0.2857142857142857
12,22,1618,9,17,43,7,9,9,0,0.0,0,0.0,2.321146306291967,2.287801729930226,77,7.898035726805262,55.28625008763684,0.0,7,1.0,0.0,Iن,1293,1,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.8888888888888888,0.2857142857142857
12,23,1619,23,36,88,15,21,23,2,0.13333333333333333,2,0.09523809523809523,1.9748135615394788,2.1702617153949575,1,9.048528201778005,135.72792302667008,0.13333333333333333,14,0.9333333333333333,0.009523809523809525,Uن,1751,1,0.34782608695652173,0.30434782608695654,0.13043478260869565,0.21739130434782608,1.565217391304348,0.26666666666666666
12,24,1620,19,34,75,10,17,19,0,0.0,0,0.0,1.7329418280518154,1.4842414742769674,8,9.852008708609784,98.52008708609783,0.0,9,0.9,0.022222222222222223,Iن,1293,1,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.3157894736842105,1.7894736842105263,0.1
12,25,1621,23,34,89,16,23,23,0,0.0,0,0.0,1.647454552592547,1.6058272002765912,3,10.135991290713301,162.17586065141282,0.125,15,0.9375,0.008333333333333333,Iم,551,1,0.43478260869565216,0.2608695652173913,0.08695652173913043,0.21739130434782608,1.4782608695652173,0.1875
12,26,1622,19,27,66,12,17,19,0,0.0,0,0.0,2.176801583727685,2.2041199826559246,5,8.377538516040271,100.53046219248326,0.08333333333333333,11,0.9166666666666666,0.015151515151515152,Iن,1293,1,0.3157894736842105,0.3157894736842105,0.10526315789473684,0.2631578947368421,1.4210526315789473,0.08333333333333333
12,27,1623,10,15,35,6,9,10,0,0.0,0,0.0,1.8173615896582662,1.9168921873282394,5,9.57157233076562,57.42943398459372,0.16666666666666666,6,1.0,0.0,Iن,1293,1,0.3,0.3,0.1,0.3,1.5,0.0
12,28,1624,13,18,43,8,13,13,0,0.0,0,0.0,1.758478372547948,1.5937603604182315,5,9.767178144001738,78.1374251520139,0.125,7,0.875,0.03571428571428571,Iم,551,1,0.38461538461538464,0.23076923076923078,0.0,0.38461538461538464,1.3846153846153846,0.0
12,29,1625,10,17,41,5,10,10,0,0.0,0,0.0,2.068669007360677,1.8976270912904414,22,8.73674715944639,43.68373579723195,0.0,5,1.0,0.0,Iن,1293,1,0.3,0.3,0.1,0.3,1.7,0.4
12,30,1626,18,27,71,13,18,18,1,0.07692307692307693,1,0.05555555555555555,1.9501918782667735,2.0755469613925306,1,9.130319663185023,118.6941556214053,0.07692307692307693,13,1.0,0.0,Iن,1293,1,0.5,0.2222222222222222,0.0,0.2777777777777778,1.5,0.15384615384615385
12,31,1627,32,53,130,21,31,32,0,0.0,3,0.0967741935483871,2.1317028793573543,2.2068258760318495,2,8.527353169131093,179.07441655175293,0.047619047619047616,20,0.9523809523809523,0.004761904761904762,Iم,551,1,0.34375,0.3125,0.09375,0.25,1.65625,0.2857142857142857
12,32,1628,19,38,83,10,19,19,0,0.0,1,0.05263157894736842,1.9904597349495645,2.101842735440954,12,8.99655273874956,89.96552738749561,0.0,10,1.0,0.0,Iن,1293,1,0.10526315789473684,0.42105263157894735,0.15789473684210525,0.3157894736842105,2.0,0.2
12,33,1629,17,30,67,10,18,18,0,0.0,1,0.05555555555555555,1.9632036530830657,1.7608958248195616,3,9.087095482858434,90.87095482858435,0.1,10,1.0,0.0,Iن,1293,1,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.3888888888888889,1.7647058823529411,0.0
12,34,1630,10,19,41,6,8,10,0,0.0,0,0.0,2.1407522382390063,1.9503200919913,30,8.497291849621414,50.98375109772849,0.0,6,1.0,0.0,Iم,551,1,0.4,0.2,0.2,0.2,1.9,0.16666666666666666
12,35,1631,11,17,37,6,10,11,0,0.0,0,0.0,1.9306026755212162,1.957567953311006,12,9.195393586141934,55.17236151685161,0.0,6,1.0,0.0,Iن,1293,1,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.2727272727272727,1.5454545454545454,0.0
12,36,1632,27,46,115,21,27,27,1,0.047619047619047616,2,0.07407407407407407,1.8719048549750859,2.037426497940624,1,9.39038352532278,197.1980540317784,0.09523809523809523,18,0.8571428571428571,0.01904761904761905,Iن,1293,1,0.4074074074074074,0.37037037037037035,0.0,0.2222222222222222,1.7037037037037037,0.14285714285714285
12,37,1633,26,44,111,17,25,27,0,0.0,0,0.0,2.502193803902744,2.720159303405957,18,7.2966089579829685,124.04235228571046,0.0,16,0.9411764705882353,0.007352941176470588,Uن,1751,1,0.2962962962962963,0.2962962962962963,0.14814814814814814,0.25925925925925924,1.6923076923076923,0.23529411764705882
12,38,1634,26,39,103,13,25,26,0,0.0,0,0.0,2.4177936805532423,2.2355284469075487,18,7.576980098949637,98.50074128634527,0.0,11,0.8461538461538461,0.02564102564102564,Uن,1751,1,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.3076923076923077,1.5,0.15384615384615385
12,39,1635,9,15,43,8,9,9,0,0.0,1,0.1111111111111111,2.0617842192262255,1.9220521153487566,10,8.75961793057757,70.07694344462055,0.0,8,1.0,0.0,Aر,71,1,0.8888888888888888,0.0,0.0,0.1111111111111111,1.6666666666666667,0.125
12,40,1636,32,48,127,17,31,33,0,0.0,0,0.0,2.4889245896558125,2.439332693830263,39,7.3406883335869315,124.79170167097783,0.0,14,0.8235294117647058,0.022058823529411766,Uن,1751,1,0.3333333333333333,0.18181818181818182,0.12121212121212122,0.36363636363636365,1.5,0.11764705882352941
12,41,1637,19,34,84,14,19,19,0,0.0,0,0.0,1.7001267537162525,1.6308692736762689,7,9.961018025980906,139.45425236373268,0.0,14,1.0,0.0,Aن,65,1,0.47368421052631576,0.2631578947368421,0.05263157894736842,0.21052631578947367,1.7894736842105263,0.07142857142857142
12,42,1638,18,30,69,14,18,18,0,0.0,1,0.05555555555555555,2.0378529712217666,1.9343809791060251,7,8.839115815669299,123.74762141937018,0.0,12,0.8571428571428571,0.02197802197802198,Iن,1293,1,0.4444444444444444,0.2777777777777778,0.05555555555555555,0.2222222222222222,1.6666666666666667,0.07142857142857142
12,43,1639,24,39,100,20,24,24,0,0.0,1,0.041666666666666664,1.647867578705182,1.4471580313422192,2,10.134619247665817,202.69238495331635,0.2,16,0.8,0.031578947368421054,Uن,1751,1,0.625,0.25,0.0,0.125,1.625,0.05
12,44,1640,8,13,37,6,7,8,0,0.0,0,0.0,1.9199166305620692,1.7763341080560968,3,9.230891859114955,55.38535115468973,0.16666666666666666,5,0.8333333333333334,0.06666666666666667,Iن,1293,1,0.625,0.125,0.125,0.125,1.625,0.16666666666666666
12,45,1641,11,20,50,8,10,11,0,0.0,1,0.1,2.402124547179777,2.3007583918250054,84,7.629031833325488,61.032254666603905,0.0,8,1.0,0.0,Uن,1751,1,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.18181818181818182,1.8181818181818181,0.5
12,46,1642,22,31,93,16,22,22,0,0.0,0,0.0,1.480084520324586,1.4471580313422192,2,10.691982503146445,171.07172005034312,0.25,14,0.875,0.025,Uن,1751,1,0.6363636363636364,0.18181818181818182,0.0,0.18181818181818182,1.4090909090909092,0.0625
12,47,1643,14,23,57,10,15,15,0,0.0,3,0.2,1.495707431890214,1.3740940135031003,5,10.640084314292647,106.40084314292646,0.1,10,1.0,0.0,Uن,1751,1,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.2,1.6428571428571428,0.0
12,48,1644,15,20,53,8,15,16,0,0.0,0,0.0,1.9276440303157842,1.9447068820213544,18,9.205221992772664,73.64177594218131,0.0,8,1.0,0.0,Uن,1751,1,0.25,0.25,0.25,0.25,1.3333333333333333,0.25
12,49,1645,11,16,39,6,11,11,0,0.0,1,0.09090909090909091,1.6246549590666672,1.6626551858555305,4,10.211729900998934,61.2703794059936,0.3333333333333333,6,1.0,0.0,Uن,1751,1,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.36363636363636365,1.4545454545454546,0.16666666666666666
12,50,1646,22,39,88,16,21,22,0,0.0,0,0.0,2.329604055368233,2.3789560081436147,4,7.8699396925293055,125.91903508046889,0.0625,14,0.875,0.016666666666666666,Iم,551,1,0.4090909090909091,0.3181818181818182,0.13636363636363635,0.13636363636363635,1.7727272727272727,0.0625
12,51,1647,29,46,105,17,28,29,1,0.058823529411764705,1,0.03571428571428571,2.193528373768624,2.2227164711475833,1,8.321973322265993,141.47354647852188,0.11764705882352941,13,0.7647058823529411,0.03676470588235294,Iن,1293,1,0.3793103448275862,0.2413793103448276,0.06896551724137931,0.3103448275862069,1.5862068965517242,0.11764705882352941
12,52,1648,12,19,47,7,12,12,0,0.0,0,0.0,2.088085918666091,1.7781512503836436,16,8.672245576264997,60.70571903385498,0.0,6,0.8571428571428571,0.047619047619047616,Iن,1293,1,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,1.5833333333333333,0.0
12,53,1649,15,23,54,10,15,15,0,0.0,1,0.06666666666666667,2.4469029779161877,2.4742162640762553,31,7.4802811062172365,74.80281106217237,0.0,7,0.7,0.06666666666666667,Iم,551,1,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,1.5333333333333334,0.1
12,54,1650,14,27,61,10,13,14,0,0.0,1,0.07692307692307693,2.417286148374849,2.5408356436454618,18,7.5786660843521005,75.786660843521,0.0,9,0.9,0.022222222222222223,Iن,1293,1,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.21428571428571427,1.9285714285714286,0.2
12,55,1651,8,11,33,6,8,8,0,0.0,0,0.0,2.3546106784636813,2.601388512091212,13,7.786869488710276,46.721216932261655,0.0,6,1.0,0.0,Iم,551,1,0.5,0.25,0.0,0.25,1.375,0.0
12,56,1652,17,27,72,11,17,17,0,0.0,0,0.0,1.982639515472287,2.03342375548695,10,9.022530945539316,99.24784040093247,0.0,10,0.9090909090909091,0.01818181818181818,Iن,1293,1,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.23529411764705882,1.588235294117647,0.45454545454545453
12,57,1653,7,15,36,6,7,7,0,0.0,0,0.0,2.537040536134427,2.4047798573176338,108,7.180850619167525,43.08510371500515,0.0,6,1.0,0.0,Uن,1751,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,2.142857142857143,0.3333333333333333
12,58,1654,9,17,39,5,7,9,0,0.0,0,0.0,1.9879972676312918,1.9822712330395684,37,9.004732878116874,45.02366439058437,0.0,5,1.0,0.0,Uن,1751,1,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.8888888888888888,0.2
12,59,1655,17,32,72,11,15,17,0,0.0,0,0.0,1.9571676384208585,2.0681858617461617,4,9.107146689545973,100.1786135850057,0.18181818181818182,10,0.9090909090909091,0.01818181818181818,Iن,1293,1,0.35294117647058826,0.29411764705882354,0.11764705882352941,0.23529411764705882,1.8823529411764706,0.2727272727272727
12,60,1656,10,20,35,4,8,10,0,0.0,0,0.0,2.0572899043915185,2.1427336452300287,16,8.774547721294253,35.09819088517701,0.0,4,1.0,0.0,Uن,1751,1,0.1,0.2,0.2,0.5,2.0,0.0
12,61,1657,6,13,27,4,6,6,0,0.0,0,0.0,2.376976119936426,2.11922378857056,108,7.712573100327406,30.850292401309623,0.0,4,1.0,0.0,Uن,1751,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,2.1666666666666665,0.25
12,62,1658,14,27,72,9,14,14,0,0.0,0,0.0,1.8595256615534899,2.0170333392987803,4,9.431506315742027,84.88355684167824,0.1111111111111111,9,1.0,0.0,Uن,1751,1,0.2857142857142857,0.35714285714285715,0.0,0.35714285714285715,1.9285714285714286,0.1111111111111111
12,63,1659,16,31,69,10,15,16,0,0.0,0,0.0,1.9363968371236435,1.9996522861691743,16,9.176145797928514,91.76145797928514,0.0,8,0.8,0.044444444444444446,Uن,1751,1,0.3125,0.3125,0.0625,0.3125,1.9375,0.2
12,64,1660,17,26,65,10,16,17,0,0.0,0,0.0,2.6025734822275193,2.530199698203082,44,6.963154884400142,69.63154884400141,0.0,8,0.8,0.044444444444444446,Iن,1293,1,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.35294117647058826,1.5294117647058822,0.0
