surah	verse	A	D	DISPUTE	A_resid	D_resid	DISPUTE_resid	len_char	len_word	n_hapax	rarity	ar-tafsir-al-tabari	ar-tafseer-al-qurtubi	ar-tafsir-ibn-kathir	ar-tafsir-al-baghawi	ar-tafseer-tanwir-al-miqbas	ar-tafseer-al-saddi	ar-tafsir-al-wasit	ar-tafsir-muyassar
6	1	0.904596	0.066108	0.670553	1.435942	-0.582727	0.982152	84	15	0	7.334296	0.887348	0.964320	0.856719	0.939625	0.923268	0.770205	0.988374	0.906911
6	2	0.856368	0.085732	0.704469	1.051154	-0.705746	0.952153	66	16	0	9.389781	0.879410	0.899695	0.748717	0.894403	0.887668	0.830420	0.970253	0.740378
6	3	0.515324	0.206182	0.693771	0.009131	-0.194905	1.176971	65	13	0	7.621063	0.350305	0.592848	0.695398	0.579298	0.271007	0.484445	0.432970	0.716325
6	4	0.423158	0.241461	0.336319	-0.012333	0.058236	-1.113970	52	11	0	6.785916	0.317591	0.357761	0.246713	0.333307	0.680003	0.495109	0.197563	0.757216
6	5	0.457034	0.284277	0.530949	-0.207822	0.470040	0.405084	66	13	0	7.555242	0.370350	0.217768	0.386867	0.371472	0.572643	0.791613	0.197563	0.747996
6	6	0.816208	0.162624	0.726175	-0.172163	0.396404	0.509340	168	31	0	9.173756	0.691629	0.783435	0.617463	0.837476	0.940908	0.789849	0.917174	0.951732
6	7	0.633559	0.137247	0.336319	0.041218	-0.693148	-1.653174	81	16	0	8.771497	0.637027	0.613053	0.470815	0.701251	0.711915	0.586033	0.839801	0.508579
6	8	0.645486	0.223942	0.385137	0.406320	0.050956	-0.738483	67	14	0	7.676831	0.663326	0.347418	0.369949	0.614176	0.872755	0.864256	0.684012	0.747996
6	9	0.665380	0.116802	0.394621	0.662102	-1.093062	-0.658419	52	9	0	8.976599	0.776379	0.630452	0.631976	0.696921	0.603752	0.588679	0.530468	0.864416
6	10	0.523954	0.354915	0.463186	-0.151685	0.942653	-0.189336	68	13	0	8.961213	0.501283	0.262588	0.157713	0.439064	0.779506	0.524134	0.739978	0.787364
6	11	0.461845	0.124258	0.399100	0.061574	-1.103028	-0.390999	50	10	0	7.778467	0.428480	0.308130	0.253528	0.461033	0.434493	0.525657	0.761786	0.521648
6	12	0.876543	0.099944	0.621335	0.654921	-0.109026	0.454954	132	29	0	6.970617	0.942832	0.786722	0.735327	0.914288	0.966084	0.897290	0.844291	0.925513
6	13	0.536191	0.160920	0.676681	0.237988	-0.720072	1.144377	49	11	0	8.264369	0.415491	0.477149	0.423108	0.575048	0.602870	0.834509	0.386145	0.575208
6	14	0.761446	0.138771	0.561670	0.174466	-0.245360	0.185061	119	26	0	7.380742	0.808772	0.625321	0.693634	0.648252	0.951972	0.756174	0.749519	0.857922
6	15	0.247805	0.239717	0.336319	-0.569279	0.392104	-1.078937	37	9	0	7.487929	0.189625	0.086995	0.020767	0.173188	0.377566	0.179923	0.432729	0.521648
6	16	0.398342	0.212877	0.447918	-0.264967	-0.157809	-0.095659	46	10	0	8.808547	0.555965	0.403704	0.212716	0.502245	0.421584	0.179923	0.577774	0.332826
6	17	0.609575	0.251042	0.397336	0.024311	0.284517	-0.786527	74	18	0	8.263470	0.486770	0.549711	0.449006	0.822081	0.753608	0.470574	0.727149	0.617704
6	18	0.483112	0.163667	0.455638	0.143273	-0.750614	-0.046091	40	8	0	9.555484	0.403784	0.389753	0.417816	0.478512	0.648493	0.535760	0.129891	0.860888
6	19	0.883329	0.116902	0.527295	0.200942	0.312884	-0.271870	185	43	0	7.065309	0.865378	0.748477	0.706783	0.914529	0.948926	0.983403	0.933691	0.965443
6	20	0.675954	0.242142	0.574785	0.340222	0.319982	0.453177	82	14	0	7.956035	0.713759	0.396809	0.455340	0.601748	0.698044	0.786241	0.870430	0.885263
6	21	0.395516	0.163286	0.426956	-0.545319	-0.462795	-0.308087	69	15	0	7.588590	0.444275	0.203817	0.321360	0.338037	0.321039	0.488534	0.205099	0.841966
6	22	0.473300	0.184493	0.542186	-0.190731	-0.359010	0.407889	68	12	0	7.963454	0.414128	0.377325	0.300273	0.442351	0.838278	0.260985	0.644484	0.508579
6	23	0.636085	0.253989	0.566205	0.780674	0.173012	0.895586	54	12	0	6.130902	0.813182	0.741902	0.733804	0.833708	0.778143	0.159076	0.551395	0.477470
6	24	0.483102	0.195839	0.566412	0.049431	-0.361050	0.650539	52	11	0	7.941549	0.850786	0.807649	0.191068	0.394323	0.396248	0.346135	0.385664	0.492944
6	25	0.851227	0.069415	0.643155	-0.021200	-0.548636	0.131017	170	35	0	8.517361	0.892479	0.805564	0.624759	0.845173	0.941309	0.863294	0.872274	0.964962
6	26	0.695358	0.256334	0.527903	0.486838	0.360071	0.139998	59	12	0	10.204541	0.891838	0.876764	0.736209	0.832024	0.461434	0.361289	0.774615	0.628688
6	27	0.663847	0.335812	0.539265	0.258245	1.015520	0.306834	84	17	0	7.462298	0.881254	0.828015	0.376844	0.742303	0.636145	0.495109	0.499198	0.851908
6	28	0.665511	0.193032	0.505005	0.163544	-0.106976	-0.022701	77	17	0	8.797588	0.571119	0.719532	0.800834	0.726588	0.665010	0.495109	0.475465	0.870430
6	29	0.364797	0.092507	0.336319	-0.236321	-1.350562	-1.196578	47	9	0	7.760016	0.511145	0.362412	0.377967	0.294339	0.309333	0.240619	0.458467	0.364096
6	30	0.493916	0.065827	0.526265	-0.544490	-1.568783	0.167048	100	22	0	7.061145	0.386626	0.432328	0.325529	0.602790	0.416613	0.425994	0.425192	0.936257
6	31	0.808160	0.102490	0.586479	-0.022528	-0.403033	-0.049041	141	29	0	9.183781	0.868505	0.856158	0.763069	0.863454	0.929041	0.612973	0.812380	0.759702
6	32	0.656761	0.140435	0.454137	0.159109	-0.647878	-0.367361	76	15	0	9.176654	0.651539	0.845574	0.126443	0.690266	0.911241	0.670943	0.600866	0.757216
6	33	0.746562	0.190447	0.478203	0.662558	0.024887	0.028337	81	15	0	7.363882	0.866982	0.289609	0.902261	0.822242	0.945558	0.570799	0.851507	0.723541
6	34	0.702484	0.183992	0.440919	-0.042987	0.051772	-0.573567	115	24	0	7.839668	0.644564	0.737973	0.613614	0.674070	0.854073	0.319355	0.809734	0.966485
6	35	0.734686	0.241421	0.401448	-0.182474	0.722261	-0.964824	145	30	0	7.518511	0.863935	0.647210	0.602870	0.702293	0.918377	0.688743	0.497835	0.956222
6	36	0.586694	0.296424	0.440919	0.235133	0.542154	-0.225059	63	12	0	8.180759	0.678480	0.421183	0.415731	0.371472	0.690747	0.843489	0.479715	0.792736
6	37	0.646518	0.321460	0.378138	0.228237	0.924267	-0.861755	87	20	0	6.461063	0.537845	0.411321	0.567431	0.322803	0.951812	0.926956	0.659397	0.794580
6	38	0.868365	0.069215	0.738294	0.600341	-0.671818	0.847740	107	24	0	9.123919	0.917656	0.919419	0.887668	0.877245	0.966886	0.890715	0.763791	0.723541
6	39	0.566960	0.165390	0.414277	-0.227410	-0.409755	-0.597594	89	18	0	7.950825	0.591966	0.439464	0.576331	0.356318	0.829939	0.593730	0.457024	0.690908
6	40	0.663075	0.260343	0.461262	0.498112	0.406308	0.046694	76	15	0	6.680992	0.772530	0.730757	0.451331	0.696921	0.926475	0.441950	0.522290	0.762348
6	41	0.455701	0.244047	0.439155	-0.231317	0.108243	-0.272848	57	12	0	8.661795	0.372354	0.309012	0.245430	0.345574	0.688101	0.574808	0.512829	0.597498
6	42	0.516948	0.279686	0.336319	-0.075015	0.413728	-1.503575	67	11	0	8.810240	0.592367	0.767559	0.228111	0.322803	0.628287	0.421023	0.403624	0.771809
6	43	0.508339	0.097298	0.414231	-0.331427	-1.247273	-0.631025	76	14	0	9.117144	0.629169	0.461434	0.613214	0.487251	0.494067	0.356479	0.552117	0.472979
6	44	0.753237	0.068574	0.511970	0.174742	-1.239755	-0.197145	98	20	0	9.341651	0.919901	0.774856	0.769003	0.744869	0.797146	0.453656	0.724503	0.841966
6	45	0.423709	0.251102	0.439155	-0.062793	0.128490	-0.022988	52	10	0	7.430698	0.555083	0.443954	0.003127	0.592287	0.685375	0.366020	0.180324	0.563502
6	46	0.747815	0.132176	0.664105	0.133803	-0.377469	0.633963	114	24	0	7.824890	0.818874	0.732360	0.648974	0.705741	0.904827	0.715763	0.617704	0.838278
6	47	0.453887	0.193313	0.378138	-0.295925	-0.251644	-0.875484	69	14	0	7.640537	0.494788	0.293698	0.398012	0.327534	0.594852	0.447883	0.323364	0.750962
6	48	0.438502	0.120309	0.336319	-0.551319	-0.925697	-1.530588	80	16	0	7.910142	0.408515	0.388631	0.442992	0.297947	0.447643	0.602149	0.229233	0.690908
6	49	0.268010	0.169620	0.378138	-0.623127	-0.227983	-0.663905	50	8	0	7.710966	0.447001	0.176956	0.231639	0.150257	0.283996	0.121632	0.313502	0.419099
6	50	0.770516	0.228372	0.436440	-0.036013	0.704339	-0.755404	136	31	0	7.754330	0.711434	0.615218	0.581062	0.722097	0.940106	0.907633	0.735648	0.950930
6	51	0.591214	0.080941	0.533893	-0.156037	-1.400156	0.109509	83	18	0	8.518880	0.585953	0.596777	0.528544	0.571520	0.523733	0.642800	0.515795	0.764593
6	52	0.920281	0.075008	0.753917	0.756413	-0.071701	0.837012	131	26	0	8.899699	0.981960	0.923108	0.894724	0.956142	0.986610	0.927598	0.825930	0.866180
6	53	0.800062	0.230316	0.443680	0.807813	0.585363	-0.258035	87	16	0	7.386260	0.656270	0.576171	0.869387	0.886466	0.944917	0.881735	0.666854	0.918698
6	54	0.820237	0.027782	0.688319	0.252673	-1.625988	0.666565	138	29	0	7.503956	0.857200	0.839080	0.853512	0.837075	0.893842	0.842367	0.467126	0.971697
6	55	0.537875	0.214220	0.538887	0.554578	-0.318663	0.635688	40	6	0	8.301080	0.686899	0.686498	0.377245	0.754169	0.677518	0.504089	0.070237	0.546344
6	56	0.559914	0.312500	0.540376	-0.357694	0.867464	0.185071	98	23	0	7.395909	0.441068	0.516998	0.003127	0.400096	0.883258	0.701411	0.869067	0.664288
6	57	0.781170	0.099844	0.660313	0.315752	-0.678191	0.664021	106	26	0	7.578164	0.748477	0.789047	0.462235	0.766758	0.941068	0.861851	0.817351	0.862572
6	58	0.554803	0.216044	0.513459	0.083765	-0.054952	0.315405	74	15	0	7.062430	0.619869	0.299230	0.792255	0.340523	0.482842	0.539929	0.719051	0.644724
6	59	0.907733	0.063783	0.766334	0.370378	-0.275599	0.716249	149	34	0	9.286468	0.815507	0.947643	0.855356	0.895767	0.954859	0.925112	0.971536	0.896087
6	60	0.766357	0.114176	0.426956	0.101161	-0.520453	-0.786502	118	23	0	8.646741	0.841966	0.692672	0.776379	0.524695	0.818393	0.730677	0.833146	0.912925
6	61	0.779416	0.086574	0.615172	0.423545	-0.930471	0.395361	89	18	0	9.130936	0.860568	0.799310	0.672707	0.743345	0.689865	0.792816	0.874840	0.801876
6	62	0.556146	0.309233	0.563869	0.121510	0.616863	0.513260	61	13	0	8.124606	0.406992	0.295301	0.788647	0.691469	0.429522	0.913807	0.518281	0.405148
6	63	0.646959	0.091786	0.477057	-0.018809	-1.153916	-0.268627	89	17	0	8.816799	0.611690	0.567591	0.635423	0.688021	0.705741	0.664288	0.538326	0.764593
6	64	0.400036	0.130172	0.401448	-0.131633	-0.987265	-0.295525	45	10	0	7.847021	0.344452	0.378768	0.137588	0.530789	0.451491	0.331222	0.598621	0.427357
6	65	0.892519	0.091806	0.738076	0.499974	-0.045399	0.706276	133	28	0	9.177183	0.989978	0.888149	0.995269	0.932168	0.871151	0.805805	0.775577	0.882056
6	66	0.413977	0.228532	0.538463	0.021497	-0.094282	0.671566	42	10	0	7.437772	0.558130	0.299230	0.414609	0.303720	0.522130	0.244788	0.391357	0.577854
6	67	0.340272	0.155168	0.378138	0.036432	-0.764169	-0.472093	27	6	0	7.892125	0.394403	0.299711	0.261466	0.577213	0.297867	0.150257	0.259702	0.481559
6	68	0.796745	0.191910	0.597773	0.133373	0.440459	0.124051	127	24	0	8.931378	0.805725	0.912203	0.651860	0.558531	0.942191	0.822482	0.931446	0.749519
6	69	0.686377	0.071921	0.564762	0.726036	-1.582851	0.633228	58	12	0	7.608706	0.716084	0.532473	0.607601	0.700369	0.783916	0.768521	0.673829	0.708226
6	70	0.876734	0.151720	0.754662	-0.283057	0.768449	0.413028	225	48	0	9.175364	0.945558	0.781190	0.700930	0.814304	0.957585	0.958226	0.884782	0.971296
6	71	0.894474	0.062280	0.471914	-0.079510	-0.354978	-1.029210	202	41	1	7.656067	0.907874	0.818714	0.876764	0.813182	0.910119	0.967768	0.892880	0.968489
6	72	0.412033	0.274695	0.525875	-0.118474	0.312908	0.463269	47	9	0	8.250424	0.598861	0.391517	0.143682	0.251443	0.878207	0.346135	0.201251	0.485167
6	73	0.882457	0.119007	0.860247	0.575937	0.179715	1.471063	139	29	0	7.496981	0.932409	0.834108	0.993505	0.904025	0.911802	0.693634	0.804522	0.985648
6	74	0.765425	0.194195	0.826824	0.759555	0.088400	1.731057	75	16	0	7.403812	0.864897	0.832826	0.886867	0.705260	0.960632	0.478833	0.805083	0.588999
6	75	0.691699	0.310075	0.603695	0.874722	0.722852	0.879954	58	9	0	7.489626	0.954859	0.799150	0.811979	0.843169	0.752486	0.396969	0.443072	0.531911
6	76	0.800022	0.205661	0.630349	0.729012	0.321289	0.590860	72	17	0	8.922684	0.943954	0.865860	0.442992	0.991742	0.938502	0.749519	0.688262	0.779346
6	77	0.447302	0.150216	0.394621	-0.664895	-0.542387	-0.872295	88	19	0	7.844229	0.332184	0.396167	0.119468	0.522611	0.448765	0.463037	0.553720	0.742463
6	78	0.467778	0.220855	0.440919	-0.647045	0.088365	-0.498206	84	19	0	8.619437	0.326090	0.415811	0.216886	0.465202	0.542415	0.352229	0.784638	0.638951
6	79	0.542636	0.164669	0.450678	-0.083023	-0.557283	-0.292843	66	13	0	9.138391	0.563823	0.479233	0.918297	0.137428	0.788406	0.565346	0.388069	0.500481
6	80	0.765234	0.187720	0.336319	0.127692	0.278550	-1.750591	124	29	0	7.211604	0.676155	0.645847	0.728833	0.830019	0.936578	0.577453	0.877886	0.849102
6	81	0.597328	0.302538	0.399100	-0.403193	0.882781	-0.894923	118	24	0	7.584179	0.740779	0.324166	0.543457	0.474904	0.711353	0.385744	0.799952	0.798268
6	82	0.731799	0.270827	0.618242	0.935577	0.531632	0.936443	62	11	0	7.197765	0.972498	0.407312	0.943153	0.688021	0.878608	0.685055	0.839240	0.440507
6	83	0.674501	0.141537	0.548039	0.343797	-0.623591	0.337249	75	16	0	7.930955	0.773974	0.585231	0.448284	0.631174	0.707104	0.756976	0.839240	0.654025
6	84	0.794600	0.183671	0.477069	0.155144	0.358061	-0.457002	128	25	0	8.391218	0.680324	0.795141	0.916854	0.735087	0.901139	0.925112	0.527181	0.875962
6	85	0.526690	0.455681	0.662180	0.500213	1.292746	1.276523	42	8	0	7.583580	0.664128	0.747434	0.736931	0.522611	0.287524	0.231158	0.750802	0.272931
6	86	0.575028	0.334630	0.553468	0.543007	0.706873	0.709379	53	9	0	7.276399	0.755212	0.051155	0.606398	0.466645	0.983403	0.717447	0.750802	0.269163
6	87	0.375892	0.188482	0.336319	-0.601489	-0.215672	-1.515043	66	10	0	9.115835	0.454137	0.340843	0.198044	0.487251	0.251203	0.290972	0.281511	0.703175
6	88	0.410610	0.200128	0.336319	-0.549255	-0.100581	-1.415464	76	17	0	7.216191	0.378448	0.195398	0.532633	0.316870	0.476588	0.280789	0.499759	0.604394
6	89	0.660820	0.298769	0.550777	0.081065	0.831678	0.258765	99	18	0	7.553391	0.846937	0.387508	0.602309	0.650738	0.848701	0.280789	0.733884	0.935696
6	90	0.765725	0.199888	0.552747	0.526220	0.218102	0.291740	87	19	0	7.661082	0.706623	0.794339	0.683852	0.514272	0.975385	0.872755	0.672867	0.905709
6	91	0.923238	0.056587	0.820741	0.186520	-0.074179	0.898190	224	49	0	7.741651	0.948605	0.828977	0.844772	0.919099	0.982601	0.926956	0.944115	0.990779
6	92	0.747244	0.196420	0.421367	-0.019577	0.306172	-0.824841	127	24	0	8.359797	0.770927	0.456462	0.673669	0.631174	0.933852	0.760343	0.908355	0.843169
6	93	0.932108	0.056887	0.703072	0.192378	0.111202	0.326062	253	51	0	7.479165	0.956944	0.927277	0.796745	0.936738	0.983563	0.988855	0.893602	0.973140
6	94	0.888771	0.094231	0.720964	0.233030	0.048283	0.486464	160	31	0	9.419037	0.931607	0.828736	0.847739	0.785038	0.959750	0.909798	0.893441	0.954057
6	95	0.798479	0.182409	0.646889	0.178088	0.147355	0.196205	93	21	1	8.962830	0.826411	0.554201	0.662765	0.720093	0.862492	0.936097	0.953576	0.872194
6	96	0.831422	0.092567	0.653762	0.921208	-0.716256	0.697213	75	13	0	9.353868	0.897771	0.799872	0.807489	0.661321	0.821119	0.954378	0.810135	0.899294
6	97	0.571510	0.296464	0.460116	-0.209243	0.678886	-0.312037	86	17	0	8.384869	0.536802	0.319115	0.404506	0.604554	0.764833	0.856479	0.405308	0.680484
6	98	0.802788	0.093269	0.723174	0.759494	-0.837688	1.021742	73	14	0	9.602733	0.955340	0.616661	0.638951	0.853512	0.824166	0.807569	0.874198	0.851908
6	99	0.938893	0.044039	0.772313	-0.226111	-0.148454	-0.026282	234	46	2	9.925599	0.950208	0.961594	0.819997	0.871793	0.964641	0.986770	0.971216	0.984926
6	100	0.833457	0.113975	0.600041	0.803297	-0.407139	0.437994	86	17	0	8.416766	0.823845	0.764833	0.848220	0.727389	0.960792	0.751924	0.855837	0.934814
6	101	0.616601	0.242162	0.336319	-0.075424	0.305602	-1.598849	88	21	0	7.632410	0.522130	0.436818	0.585712	0.318954	0.786562	0.856479	0.697723	0.728432
6	102	0.526359	0.270466	0.336319	-0.062820	0.396173	-1.323610	74	19	0	6.577953	0.449166	0.259622	0.393361	0.807248	0.567832	0.906751	0.255452	0.571440
6	103	0.873898	0.134742	0.786287	1.398813	-0.116886	1.414696	53	10	0	10.560505	0.959189	0.921584	0.953416	0.825289	0.938663	0.890475	0.754570	0.747996
6	104	0.644413	0.254470	0.401448	0.095376	0.376193	-0.691907	79	18	0	8.294791	0.743505	0.541774	0.472659	0.614176	0.885343	0.358082	0.606078	0.933691
6	105	0.782112	0.094973	0.669534	1.299341	-1.085380	1.219994	51	8	0	7.758112	0.897450	0.855115	0.892800	0.836434	0.736129	0.358082	0.803239	0.877646
6	106	0.373948	0.218249	0.336319	-0.522585	0.038189	-1.340161	60	15	0	7.471774	0.436498	0.174631	0.357040	0.211995	0.682970	0.358082	0.248717	0.521648
6	107	0.496863	0.150377	0.397336	-0.161761	-0.688741	-0.621058	69	15	0	7.623300	0.467126	0.316068	0.475946	0.407232	0.781911	0.358082	0.415090	0.753448
6	108	0.880352	0.075349	0.530388	0.638286	-0.433960	-0.072899	129	26	0	7.782917	0.866822	0.745911	0.863855	0.918938	0.979875	0.820157	0.956302	0.890956
6	109	0.903414	0.076932	0.749267	1.011805	-0.269629	1.128490	114	23	0	7.310058	0.917495	0.931286	0.862171	0.951010	0.973140	0.903303	0.850625	0.838278
6	110	0.702975	0.098741	0.557890	0.401039	-1.083121	0.257578	72	13	0	9.552631	0.766437	0.617543	0.722338	0.758820	0.886225	0.676796	0.512267	0.683371
6	111	0.761025	0.137067	0.766219	0.183757	-0.268188	1.143104	123	23	0	7.511114	0.838679	0.693794	0.714320	0.678400	0.823124	0.676796	0.802197	0.860888
6	112	0.860167	0.081603	0.624416	0.501297	-0.483776	0.300623	121	25	0	8.538668	0.927919	0.832665	0.949246	0.888470	0.876924	0.674952	0.824246	0.906911
6	113	0.650557	0.121252	0.456336	0.151049	-0.907995	-0.411654	73	12	0	10.811691	0.730035	0.683050	0.505773	0.594452	0.574246	0.943794	0.601668	0.571440
6	114	0.747855	0.268060	0.616375	0.068512	0.910811	0.399099	131	25	0	7.395587	0.618265	0.540250	0.547867	0.783275	0.931446	0.792255	0.852710	0.916774
6	115	0.619087	0.164088	0.542449	0.260324	-0.541864	0.318578	62	13	0	8.756929	0.687861	0.463598	0.506334	0.627566	0.950048	0.588679	0.474583	0.654025
6	116	0.591164	0.139292	0.479669	-0.150881	-0.684279	-0.165207	82	19	0	8.318230	0.536482	0.412203	0.426074	0.625802	0.968489	0.693634	0.537364	0.529266
6	117	0.512518	0.181948	0.508568	0.293427	-0.507026	0.510665	51	12	0	6.816473	0.694195	0.474904	0.109124	0.500882	0.707745	0.605597	0.616501	0.391196
6	118	0.496753	0.323184	0.455638	0.384407	0.599649	0.279440	49	10	0	6.493442	0.403784	0.337797	0.301716	0.401780	0.821440	0.819436	0.596135	0.291934
6	119	0.798288	0.074828	0.509255	-0.021235	-0.790098	-0.320866	149	32	0	7.832966	0.855757	0.718970	0.504250	0.817672	0.904025	0.819436	0.823605	0.942591
6	120	0.589831	0.317351	0.541980	-0.020059	0.764931	0.163764	72	13	0	9.730961	0.820478	0.321199	0.636466	0.775818	0.555885	0.816549	0.274455	0.517800
6	121	0.945408	0.042876	0.855894	1.216225	-0.317396	1.463169	119	22	0	8.278886	0.969933	0.940587	0.988855	0.910760	0.933531	0.973060	0.881094	0.965443
6	122	0.840653	0.120390	0.822104	0.463885	-0.122554	1.330846	125	25	0	7.810196	0.898813	0.675994	0.805564	0.875481	0.897611	0.916453	0.714641	0.940667
6	123	0.700750	0.173388	0.517685	0.241022	-0.199786	0.000503	85	16	0	8.875953	0.735407	0.514352	0.808611	0.708627	0.940587	0.416533	0.807489	0.674391
6	124	0.867413	0.146248	0.639719	0.430172	0.433558	0.409340	150	31	0	7.211424	0.704538	0.745269	0.935776	0.807248	0.948605	0.943233	0.918377	0.936257
6	125	0.887027	0.081142	0.731444	0.414684	-0.225992	0.677864	141	30	0	8.771230	0.981639	0.875802	0.946681	0.911161	0.939144	0.836915	0.737332	0.867543
6	126	0.404015	0.155188	0.530216	-0.149203	-0.691129	0.546644	51	10	0	7.558052	0.523573	0.180003	0.509862	0.379009	0.500401	0.352229	0.333627	0.453416
6	127	0.539108	0.316128	0.490275	0.266131	0.611523	0.302223	54	12	0	7.424569	0.422947	0.246472	0.408836	0.733964	0.789929	0.740298	0.455500	0.514913
6	128	0.898673	0.123717	0.750378	0.206814	0.556667	0.650869	192	39	0	8.003430	0.821440	0.769804	0.842607	0.901620	0.977951	0.963679	0.960151	0.952133
6	129	0.668487	0.116301	0.650188	0.941186	-1.159584	1.163690	45	8	0	7.730099	0.610648	0.613695	0.723861	0.745350	0.680003	0.818473	0.647290	0.508579
6	130	0.858373	0.101026	0.678274	0.215372	-0.089679	0.457252	165	30	0	7.903194	0.829538	0.815026	0.860969	0.825770	0.966565	0.691790	0.909958	0.967367
6	131	0.626824	0.096997	0.436440	0.646648	-1.394411	-0.118671	47	10	0	8.077997	0.603191	0.385103	0.711193	0.658595	0.769003	0.691790	0.606719	0.588999
6	132	0.480206	0.232140	0.439155	0.113658	-0.082586	-0.094295	47	10	0	8.120388	0.257777	0.431286	0.535119	0.382537	0.728592	0.782633	0.238534	0.485167
6	133	0.677528	0.228011	0.446154	0.120738	0.279569	-0.406275	90	19	0	8.056156	0.745991	0.381815	0.672065	0.511386	0.859124	0.879250	0.591244	0.779346
6	134	0.364787	0.316349	0.336319	-0.152820	0.626990	-1.208885	35	8	0	8.595548	0.218890	0.270125	0.544820	0.289368	0.735487	0.150257	0.187700	0.521648
6	135	0.762057	0.138671	0.440919	0.460471	-0.345705	-0.357005	97	21	0	7.113794	0.650577	0.576572	0.777822	0.716084	0.907874	0.835792	0.846135	0.785600
6	136	0.869628	0.065827	0.487045	0.198798	-0.506784	-0.530609	164	34	0	7.957260	0.888149	0.800273	0.816309	0.847739	0.920863	0.970815	0.835231	0.877646
6	137	0.850856	0.151119	0.560364	0.480521	0.255056	0.003542	119	22	0	8.880793	0.837636	0.912364	0.712716	0.858162	0.981639	0.775257	0.767960	0.961113
6	138	0.814885	0.149375	0.513046	0.103246	0.158711	-0.331455	144	27	0	8.460655	0.934654	0.711113	0.766357	0.719051	0.898172	0.822803	0.761225	0.905709
6	139	0.803991	0.061037	0.652192	0.236151	-1.080734	0.454113	122	25	0	8.342734	0.895526	0.780067	0.702293	0.826491	0.842607	0.762749	0.834830	0.787364
6	140	0.743165	0.121512	0.336319	0.242558	-0.562384	-1.696570	104	21	0	7.818037	0.769243	0.734044	0.688983	0.606960	0.894323	0.675513	0.680164	0.896087
6	141	0.966585	0.039970	0.960002	0.693731	0.279330	1.758749	183	35	0	10.167193	0.992543	0.993345	0.936418	0.939945	0.979073	0.984846	0.949086	0.957425
6	142	0.728452	0.227229	0.725053	0.229801	0.369925	0.947269	89	18	0	8.984316	0.853352	0.790170	0.844211	0.471857	0.830099	0.651780	0.521729	0.864416
6	143	0.834179	0.184032	0.537158	-0.184971	0.445696	-0.724789	134	26	2	9.596989	0.888470	0.870510	0.732441	0.784157	0.968008	0.951010	0.487251	0.991581
6	144	0.737773	0.233263	0.443439	-0.756900	0.877563	-1.042912	214	44	0	8.216340	0.717207	0.365539	0.436658	0.868906	0.839320	0.797226	0.914609	0.962716
6	145	0.958347	0.043958	0.840420	0.653905	0.127911	0.954573	168	40	0	9.212810	0.934173	0.987572	0.924872	0.948124	0.942351	0.993345	0.953175	0.983162
6	146	0.890695	0.061478	0.768544	-0.062777	-0.515523	0.306947	155	31	1	10.842967	0.930164	0.930324	0.939304	0.876764	0.844612	0.791052	0.897290	0.916052
6	147	0.468770	0.235287	0.439155	-0.180853	0.063249	-0.215805	63	13	0	7.862674	0.554522	0.266116	0.590763	0.245029	0.390555	0.570799	0.365298	0.767078
6	148	0.854735	0.143341	0.458547	-0.014080	0.442617	-0.793052	184	40	0	7.803128	0.828897	0.535520	0.736209	0.938021	0.955981	0.929602	0.946761	0.966886
6	149	0.599322	0.196741	0.336319	0.715259	-0.399238	-1.115384	45	9	0	7.341160	0.521328	0.555164	0.574808	0.303720	0.634862	0.929602	0.860728	0.414368
6	150	0.717948	0.255312	0.590076	-0.307183	0.800192	0.095864	148	29	0	7.998058	0.709108	0.625321	0.391036	0.550112	0.804442	0.859285	0.869468	0.934814
6	151	0.957745	0.042174	0.886489	0.350239	0.214414	1.100795	237	50	0	8.698984	0.896007	0.948284	0.976828	0.906270	0.974102	0.973942	0.997194	0.989336
6	152	0.931386	0.090904	0.814934	0.297587	0.535567	0.787869	193	40	0	9.139490	0.929201	0.884140	0.872434	0.880372	0.979394	0.972338	0.946520	0.986690
6	153	0.865850	0.119909	0.669923	0.840251	-0.089284	0.692904	95	19	0	8.518637	0.863775	0.968970	0.945558	0.827854	0.924391	0.805805	0.811097	0.779346
6	154	0.799010	0.053279	0.711686	0.708501	-1.418900	1.069321	91	17	0	7.600650	0.897130	0.728752	0.596777	0.843890	0.833627	0.855035	0.814945	0.821921
6	155	0.450279	0.438121	0.416201	0.046784	1.294703	-0.219280	51	8	0	8.049583	0.409557	0.169580	0.857842	0.228432	0.392720	0.676796	0.210231	0.657072
6	156	0.588839	0.169179	0.530216	0.070068	-0.453674	0.237479	74	14	0	8.236920	0.793377	0.346456	0.507056	0.649375	0.728913	0.620590	0.479153	0.585792
6	157	0.718028	0.158515	0.336319	-0.578573	0.069369	-2.077161	184	38	0	7.650137	0.755532	0.289609	0.783916	0.595734	0.736530	0.941870	0.687941	0.953095
6	158	0.953967	0.028384	0.780949	0.839916	-0.301379	0.965148	178	39	0	7.084473	0.972178	0.959349	0.984525	0.940587	0.982761	0.983884	0.840523	0.967928
6	159	0.829448	0.109906	0.871277	0.702983	-0.417806	1.762745	97	20	0	7.763405	0.921584	0.746472	0.843329	0.930164	0.860006	0.765795	0.803640	0.764593
6	160	0.715543	0.353853	0.547902	0.361568	1.207299	0.234871	81	17	0	8.279828	0.924391	0.720173	0.941389	0.856960	0.780949	0.475946	0.527662	0.496873
