surah	verse	A	D	DISPUTE	A_resid	D_resid	DISPUTE_resid	len_char	len_word	n_hapax	rarity	ar-tafsir-al-tabari	ar-tafseer-al-qurtubi	ar-tafsir-ibn-kathir	ar-tafsir-al-baghawi	ar-tafseer-tanwir-al-miqbas	ar-tafseer-al-saddi	ar-tafsir-al-wasit	ar-tafsir-muyassar
83	17	0.309553	0.243726	0.428171	0.076378	0.119528	0.359627	31	7	0	5.831954	0.886386	0.061818	0.065266	0.153223	0.252886	0.737091	0.151860	0.167896
83	18	0.416313	0.532192	0.487790	0.161717	1.688844	0.349011	29	6	0	9.126485	0.051074	0.810536	0.565827	0.665170	0.620029	0.006334	0.496392	0.115138
83	19	0.065707	0.093329	0.336319	-1.590187	0.932309	-1.008603	18	4	0	10.115085	0.141998	0.111289	0.066870	0.018682	0.046344	0.006334	0.019003	0.115138
83	20	0.198956	0.307709	0.436440	0.371958	0.636488	0.554102	10	2	0	10.657529	0.330741	0.414368	0.084830	0.552838	0.044179	0.006334	0.043217	0.115138
83	21	0.129801	0.178360	0.336319	-0.235421	0.357094	-0.591145	14	2	0	8.655272	0.066790	0.259622	0.026139	0.237251	0.053640	0.229233	0.050593	0.115138
83	22	0.106649	0.129911	0.336319	-1.056364	0.331419	-0.986611	19	4	0	9.544075	0.255853	0.154586	0.026139	0.019965	0.209509	0.059092	0.042495	0.085552
83	23	0.223841	0.078476	0.563594	-0.168282	-1.435476	0.930371	18	3	0	10.942139	0.279025	0.225305	0.505452	0.209509	0.174391	0.164769	0.146729	0.085552
83	24	0.259331	0.139553	0.336319	-0.446658	-0.673105	-1.219414	26	5	0	10.326484	0.608724	0.211915	0.155388	0.508579	0.179442	0.205099	0.119949	0.085552
83	25	0.302357	0.268321	0.469990	-0.329953	0.121081	-0.107569	19	4	1	13.060765	0.797707	0.296103	0.503608	0.296103	0.299792	0.066950	0.073044	0.085552
83	26	0.515354	0.342648	0.494605	0.321563	0.654064	0.247135	39	7	0	9.560411	0.197563	0.731318	0.605597	0.781190	0.641036	0.679763	0.400818	0.085552
83	27	0.339220	0.409157	0.436440	0.056900	0.821444	-0.280369	15	3	1	14.816236	0.717527	0.483162	0.147049	0.713839	0.347579	0.003929	0.215122	0.085552
83	28	0.258559	0.189384	0.443439	-0.207642	-0.257861	0.158237	22	4	0	9.644473	0.562219	0.328656	0.114336	0.147611	0.219211	0.282152	0.328736	0.085552
83	29	0.344211	0.170281	0.336319	-0.285747	-0.486923	-1.214928	43	8	0	8.211989	0.240378	0.304121	0.115539	0.449326	0.801555	0.209349	0.387428	0.245991
83	30	0.231779	0.200249	0.462464	-0.763438	-0.108922	-0.224113	22	4	1	13.044075	0.084589	0.402341	0.053400	0.262508	0.527822	0.101427	0.176155	0.245991
83	31	0.265074	0.089641	0.401448	-0.537311	-1.205517	-0.310915	36	6	0	9.103405	0.324246	0.284718	0.223300	0.183130	0.456543	0.106879	0.295783	0.245991
83	32	0.204258	0.193513	0.336319	-0.499137	0.177760	-0.852162	32	6	0	6.713767	0.065587	0.098861	0.024775	0.264352	0.395767	0.343169	0.195558	0.245991
83	33	0.230376	0.080581	0.336319	-0.257978	-1.337844	-0.946392	23	4	0	8.377594	0.122434	0.032152	0.426074	0.211995	0.265154	0.253929	0.285279	0.245991
83	34	0.357260	0.303780	0.336319	-0.010774	0.518034	-1.069817	35	6	0	7.908817	0.101427	0.549952	0.104073	0.692030	0.502405	0.337476	0.324727	0.245991
83	35	0.188452	0.170502	0.336319	-0.404494	-0.105984	-0.998369	18	3	0	10.942139	0.612652	0.042976	0.163727	0.123396	0.048589	0.132457	0.004250	0.379570
83	36	0.354053	0.069556	0.416659	0.065370	-1.825567	0.029402	29	6	0	7.848896	0.337556	0.355276	0.215763	0.309573	0.419179	0.393762	0.421745	0.379570
84	1	0.222318	0.105055	0.336319	0.068320	-1.161163	-0.774547	16	3	0	8.918216	0.035760	0.255051	0.658355	0.087155	0.213037	0.222258	0.168778	0.138149
84	2	0.328827	0.257236	0.336319	0.733302	-0.097172	-0.554261	16	3	0	7.350727	0.665571	0.469933	0.243906	0.221135	0.475786	0.193233	0.222899	0.138149
84	3	0.257407	0.149956	0.336319	0.370694	-0.861386	-0.679257	14	3	0	8.684405	0.360327	0.305645	0.482200	0.225866	0.188262	0.314144	0.044660	0.138149
84	4	0.175924	0.153444	0.416659	-0.575898	-0.142941	0.049920	19	4	0	9.610127	0.250882	0.348140	0.076652	0.123396	0.154987	0.307970	0.007216	0.138149
84	5	0.293337	0.465362	0.671917	0.589483	1.301147	1.890686	16	3	0	7.350727	0.561337	0.646328	0.043938	0.479955	0.461835	0.007938	0.007216	0.138149
84	6	0.459650	0.119287	0.477676	-0.098892	-1.176084	-0.006908	45	9	0	10.463442	0.442912	0.502085	0.606398	0.425353	0.286001	0.359445	0.627646	0.427357
84	7	0.124399	0.057930	0.336319	-1.012413	-0.766381	-0.926533	25	5	0	7.752776	0.026379	0.041774	0.045141	0.069115	0.585471	0.091084	0.110167	0.026058
84	8	0.448074	0.447542	0.409134	0.579655	1.076540	-0.040871	22	4	0	9.276783	0.759862	0.301956	0.794339	0.671183	0.583547	0.267800	0.179843	0.026058
84	9	0.261566	0.222158	0.378138	-0.134055	0.011674	-0.467451	22	4	0	8.995239	0.152903	0.240539	0.310696	0.202213	0.584509	0.080180	0.495430	0.026058
84	10	0.190918	0.151359	0.399100	-0.785719	-0.130215	-0.253335	28	6	0	8.533537	0.297466	0.255773	0.072563	0.333307	0.224022	0.055885	0.159397	0.128929
84	11	0.137298	0.117162	0.336319	-0.580536	-0.289612	-0.882497	15	3	0	10.583793	0.182569	0.031110	0.014673	0.267720	0.108563	0.103191	0.261626	0.128929
84	12	0.196590	0.271608	0.385137	0.243680	0.422541	-0.016147	11	2	0	11.162825	0.318233	0.413005	0.006495	0.471857	0.123557	0.085311	0.025337	0.128929
84	13	0.139142	0.029686	0.336319	-0.867795	-1.504386	-0.909587	22	5	0	7.979055	0.155629	0.259622	0.098942	0.132777	0.140956	0.046665	0.149615	0.128929
84	14	0.242704	0.211353	0.336319	-0.246641	-0.072134	-1.063062	17	5	0	10.704235	0.504410	0.677999	0.120991	0.075369	0.259782	0.014753	0.159397	0.128929
84	15	0.186438	0.095233	0.401448	-0.418531	-0.809992	0.209279	23	6	0	6.413063	0.146248	0.210231	0.112572	0.209509	0.325529	0.108884	0.249599	0.128929
84	16	0.437951	0.220734	0.681034	0.843158	-0.575234	1.547474	15	3	0	11.356804	0.435776	0.825850	0.685936	0.413085	0.334349	0.082104	0.481639	0.244869
84	17	0.422336	0.375581	0.576824	0.830857	0.519798	1.068546	14	3	0	11.846936	0.809413	0.761225	0.456543	0.547306	0.166212	0.037043	0.356078	0.244869
84	18	0.285079	0.086253	0.336319	0.179052	-1.651378	-1.009915	15	3	0	12.731273	0.590202	0.267880	0.325529	0.251443	0.204458	0.076732	0.319516	0.244869
84	19	0.737211	0.292656	0.749026	1.566731	0.316097	1.623356	18	4	0	12.973087	0.857040	0.903865	0.928480	0.898733	0.861851	0.589561	0.613294	0.244869
84	20	0.211293	0.212636	0.378138	0.190731	0.046591	0.091558	17	4	0	5.828997	0.169820	0.150257	0.049391	0.078817	0.548188	0.007938	0.460712	0.225225
84	21	0.362432	0.462416	0.336319	-0.144709	1.436149	-1.231042	33	7	0	9.127908	0.077614	0.732601	0.108242	0.754650	0.523172	0.114737	0.363214	0.225225
84	22	0.166082	0.157352	0.378138	-0.402286	-0.017422	-0.161433	21	4	0	7.020854	0.070879	0.145767	0.045943	0.059573	0.359365	0.195959	0.225946	0.225225
84	23	0.208186	0.141357	0.336319	-0.181792	-0.518362	-0.765277	20	4	0	7.601150	0.403223	0.311097	0.033515	0.123396	0.198685	0.121632	0.248717	0.225225
84	24	0.091886	0.072663	0.336319	-0.878625	-0.191649	-0.741434	17	3	0	8.370595	0.042335	0.045061	0.063823	0.017880	0.092287	0.191309	0.057168	0.225225
84	25	0.370891	0.261746	0.514776	-0.296591	0.287570	0.397803	49	9	0	8.185386	0.331462	0.493505	0.585712	0.147611	0.604795	0.314144	0.264673	0.225225
85	1	0.365860	0.282373	0.525142	0.505899	0.094517	0.798128	18	3	0	9.918216	0.582184	0.510022	0.680164	0.026139	0.315908	0.256575	0.342848	0.213037
85	2	0.301886	0.356398	0.504696	0.884812	0.572542	1.169620	14	2	0	7.658625	0.556687	0.109365	0.817351	0.043938	0.413647	0.223541	0.037524	0.213037
85	3	0.608102	0.451511	0.787054	2.073414	0.769398	2.505777	12	2	0	8.286789	0.862332	0.884702	0.817351	0.933050	0.484205	0.096536	0.573605	0.213037
85	4	0.610538	0.492884	0.842344	1.412859	1.198338	2.289838	17	3	0	10.605616	0.929843	0.516357	0.227389	0.994468	0.854795	0.716645	0.431767	0.213037
85	5	0.188983	0.096296	0.426956	-0.248132	-0.989623	0.218103	16	3	0	10.079045	0.177598	0.270125	0.142158	0.371472	0.093650	0.146248	0.097579	0.213037
85	6	0.294830	0.068874	0.497595	0.145454	-1.912406	0.600788	16	4	0	10.654521	0.287284	0.981639	0.035920	0.216485	0.220173	0.146248	0.257858	0.213037
85	7	0.262007	0.246272	0.501936	-0.325690	0.318874	0.595178	32	6	0	7.656539	0.127405	0.154586	0.158435	0.398012	0.401058	0.146248	0.497274	0.213037
85	8	0.271137	0.134682	0.446429	-0.657937	-0.605095	0.014808	48	9	0	7.965410	0.221296	0.203817	0.158435	0.394323	0.304763	0.146248	0.527181	0.213037
85	9	0.362913	0.365980	0.471147	-0.237647	1.036250	0.300097	51	11	0	6.825008	0.185856	0.086193	0.991260	0.129169	0.201491	0.569115	0.527181	0.213037
85	10	0.525778	0.102129	0.537707	-0.183295	-1.200674	0.260873	78	14	0	8.156537	0.511546	0.511225	0.350225	0.573845	0.775096	0.438342	0.568473	0.477470
85	11	0.294329	0.152702	0.420966	-1.153503	-0.279650	-0.537424	80	15	0	8.486941	0.322803	0.216886	0.188663	0.478512	0.272851	0.354314	0.133419	0.387187
85	12	0.202143	0.111029	0.336319	-0.206060	-0.915255	-0.844452	16	4	0	8.965053	0.176636	0.262588	0.206462	0.269644	0.146648	0.331222	0.155548	0.068393
85	13	0.214490	0.171324	0.409134	-0.291925	-0.312149	-0.028163	17	4	0	10.666632	0.523012	0.203817	0.084830	0.150257	0.431928	0.091084	0.162604	0.068393
85	14	0.289960	0.262027	0.462785	0.297545	0.098032	0.518193	17	3	0	9.244544	0.191068	0.434333	0.120991	0.348380	0.227951	0.903704	0.024856	0.068393
85	15	0.272921	0.309393	0.485258	0.165667	0.479357	0.538801	15	3	0	12.086520	0.271648	0.453175	0.178961	0.483323	0.194836	0.499198	0.033836	0.068393
85	16	0.196951	0.183471	0.443680	0.117740	-0.224232	0.598480	13	3	0	8.626546	0.108002	0.358724	0.279266	0.109525	0.115058	0.332665	0.203977	0.068393
85	17	0.177498	0.154005	0.336319	-0.532821	-0.157507	-0.957898	19	4	0	9.232527	0.234686	0.072242	0.257216	0.183130	0.345173	0.065106	0.091004	0.171424
85	18	0.141697	0.130352	0.336319	0.482591	-0.416276	0.016067	11	2	0	0.000000	0.109846	0.087636	0.257216	0.043938	0.343650	0.065106	0.054763	0.171424
85	19	0.151489	0.072522	0.336319	-0.667765	-0.844762	-0.778662	23	5	0	7.020854	0.175273	0.244548	0.028784	0.245029	0.141838	0.150257	0.054763	0.171424
85	20	0.127676	0.131114	0.378138	-0.839611	0.099536	-0.371445	20	4	0	8.513848	0.028063	0.109365	0.046665	0.221135	0.152261	0.237733	0.054763	0.171424
85	21	0.143922	0.062680	0.378138	-0.701571	-1.070966	-0.470671	15	4	0	11.379001	0.171584	0.125802	0.012668	0.158836	0.285439	0.057729	0.167896	0.171424
85	22	0.524064	0.503187	0.598060	1.351917	1.070173	1.255344	12	3	0	11.586520	0.525176	0.754169	0.795221	0.794580	0.710471	0.290972	0.150497	0.171424
86	1	0.370670	0.439705	0.416659	0.872930	0.931577	0.316899	15	2	0	9.592177	0.335712	0.792736	0.676395	0.612813	0.227149	0.002646	0.243345	0.074567
86	2	0.146879	0.119347	0.336319	-0.880667	-0.244000	-1.116701	19	4	0	11.450011	0.132697	0.123557	0.293297	0.022290	0.063903	0.002646	0.462075	0.074567
86	3	0.293888	0.287584	0.613649	0.566889	0.115807	1.318993	12	2	0	13.258497	0.438983	0.282473	0.145125	0.409317	0.545061	0.374359	0.081222	0.074567
86	4	0.416333	0.463578	0.553503	0.355112	1.260584	0.862323	24	6	0	8.196377	0.607040	0.641838	0.143682	0.677518	0.455981	0.154987	0.575048	0.074567
86	5	0.219993	0.089039	0.336319	-0.242692	-1.190193	-0.904101	21	4	0	8.395701	0.101427	0.209429	0.248797	0.139833	0.162043	0.048749	0.691709	0.157954
86	6	0.280578	0.326632	0.336319	-0.131415	0.514043	-1.280409	15	4	1	10.940322	0.105356	0.427598	0.090603	0.430404	0.382617	0.016998	0.633098	0.157954
86	7	0.616321	0.195598	0.547947	0.961174	-0.544199	0.677467	26	5	0	9.609244	0.751042	0.845815	0.692351	0.435856	0.771568	0.602149	0.673829	0.157954
86	8	0.448765	0.286963	0.630326	0.787759	0.028640	1.345337	18	4	0	8.736300	0.728271	0.480677	0.423990	0.622514	0.242704	0.338999	0.595013	0.157954
86	9	0.379841	0.279426	0.462464	0.712236	-0.006005	0.554018	16	3	0	9.152338	0.344452	0.832104	0.272771	0.656270	0.132216	0.419580	0.173348	0.207986
86	10	0.222759	0.091284	0.440919	-0.505509	-1.110978	0.095992	22	6	0	9.260668	0.338919	0.276139	0.203335	0.233964	0.068714	0.153143	0.299872	0.207986
86	11	0.257156	0.189725	0.450266	0.284849	-0.389242	0.585648	17	3	0	7.971673	0.592126	0.455420	0.276700	0.249439	0.237572	0.156350	0.032072	0.057569
86	12	0.196811	0.092227	0.479359	-0.190877	-1.092219	0.592831	16	3	0	10.023441	0.542656	0.275176	0.143682	0.120510	0.095093	0.156350	0.183451	0.057569
86	13	0.141106	0.132717	0.450953	-0.060646	-0.276894	0.846250	12	3	0	7.520650	0.234124	0.328656	0.050593	0.163246	0.083066	0.038246	0.173348	0.057569
86	14	0.116742	0.174190	0.336319	-1.063634	0.393507	-1.390963	13	3	1	15.608717	0.211434	0.116341	0.014112	0.041533	0.226267	0.227470	0.039208	0.057569
86	15	0.154205	0.203295	0.336319	-0.492714	0.423683	-0.906930	16	3	0	10.479434	0.035760	0.074166	0.045141	0.216485	0.098942	0.032713	0.395526	0.334910
86	16	0.185125	0.215623	0.401448	0.293300	0.017130	0.339847	10	2	0	10.479434	0.026379	0.184493	0.003127	0.103352	0.329618	0.209349	0.289769	0.334910
86	17	0.352229	0.073404	0.336319	0.034577	-1.793382	-1.170867	26	4	0	10.254829	0.340122	0.653143	0.268040	0.329939	0.410600	0.191309	0.289769	0.334910
87	1	0.630833	0.338619	0.663509	1.548853	0.404270	1.643760	18	4	0	7.817934	0.651139	0.874038	0.904426	0.801074	0.871552	0.244788	0.629811	0.069836
87	2	0.160620	0.212015	0.416659	-0.099300	0.333353	0.439024	13	3	0	8.407244	0.023573	0.263711	0.046665	0.271248	0.482521	0.055885	0.071520	0.069836
87	3	0.461784	0.376864	0.575586	1.287057	0.464097	1.409458	14	3	0	7.934629	0.385183	0.758980	0.429362	0.675353	0.585151	0.076732	0.713679	0.069836
87	4	0.204859	0.168818	0.336319	-0.198053	-0.289929	-0.922094	17	3	0	10.193855	0.207745	0.115619	0.032553	0.173188	0.235808	0.419580	0.384541	0.069836
87	5	0.378738	0.278524	0.523195	0.582097	-0.023486	0.744211	15	3	0	12.130507	0.701732	0.640314	0.382537	0.276299	0.460953	0.080180	0.418056	0.069836
87	6	0.336594	0.195157	0.503081	0.558138	-0.635340	0.796325	15	3	0	9.633074	0.383579	0.389753	0.135183	0.072322	0.538406	0.263951	0.640394	0.269163
87	7	0.476698	0.186117	0.623843	0.227364	-0.521514	1.035581	41	10	0	7.744237	0.450208	0.773813	0.445077	0.648252	0.548829	0.251203	0.427037	0.269163
87	8	0.347719	0.392780	0.477447	0.880735	0.667339	0.764957	13	2	0	10.149285	0.052197	0.244548	0.122755	0.586674	0.741902	0.169259	0.538326	0.326090
87	9	0.423679	0.223340	0.479440	0.699875	-0.431513	0.633384	19	4	0	8.267548	0.176074	0.440186	0.290651	0.338037	0.268521	0.463037	0.768201	0.644724
87	10	0.171925	0.204358	0.378138	-0.057273	0.167241	-0.114826	13	3	0	8.721323	0.043858	0.278303	0.071119	0.057569	0.611610	0.237733	0.042495	0.032713
87	11	0.114937	0.121632	0.440919	-0.583988	-0.041267	0.351744	15	2	0	11.294039	0.237973	0.100144	0.003127	0.139833	0.184413	0.054843	0.166453	0.032713
87	12	0.072122	0.062280	0.336319	-1.523986	0.249696	-1.005399	22	4	0	9.083822	0.039529	0.093249	0.003127	0.163246	0.120670	0.054843	0.069596	0.032713
87	13	0.309173	0.176315	0.577511	-0.054307	-0.509512	0.989618	24	6	0	8.163775	0.188983	0.324166	0.823525	0.092367	0.392078	0.314144	0.305404	0.032713
87	14	0.387308	0.336915	0.523676	0.592035	0.390918	0.808317	15	4	0	10.006431	0.645125	0.793217	0.095013	0.466645	0.476588	0.096536	0.315106	0.210231
87	15	0.472879	0.298188	0.617887	1.107616	0.055479	1.538728	17	4	0	7.276350	0.407312	0.620430	0.763631	0.823445	0.416052	0.452293	0.089641	0.210231
87	16	0.321781	0.382797	0.397336	0.053110	0.989084	-0.258084	23	4	0	9.284996	0.253127	0.528464	0.093650	0.550112	0.679041	0.129490	0.158275	0.182088
87	17	0.333547	0.224142	0.385137	0.501133	-0.328161	-0.148996	17	3	0	8.951113	0.363454	0.309012	0.740699	0.488374	0.087797	0.346135	0.158275	0.174631
87	18	0.358413	0.290491	0.420542	0.029517	0.325311	-0.118618	23	5	0	10.319059	0.470654	0.353672	0.864096	0.435856	0.352710	0.134461	0.095253	0.160600
87	19	0.436347	0.401219	0.475580	0.679328	0.736614	0.381672	17	3	0	12.438792	0.401379	0.651379	0.791693	0.684253	0.415250	0.290972	0.095253	0.160600
88	1	0.364547	0.283435	0.506403	0.336011	0.171783	0.650585	20	4	0	9.232527	0.484766	0.492864	0.638470	0.158836	0.380693	0.217607	0.382537	0.160600
88	2	0.205971	0.285800	0.378138	-0.150847	0.661730	-0.376176	16	3	0	10.422284	0.160359	0.345414	0.060856	0.078817	0.405228	0.151539	0.404266	0.041292
88	3	0.459730	0.454779	0.525291	1.557302	0.739847	1.240665	11	2	0	8.862790	0.356238	0.821600	0.568393	0.757858	0.074567	0.718249	0.339641	0.041292
88	4	0.195869	0.168618	0.465477	-0.183161	-0.269525	0.499421	15	3	0	10.665806	0.179843	0.626283	0.073685	0.369227	0.169019	0.044259	0.063342	0.041292
88	5	0.230166	0.225024	0.447918	-0.137579	0.050352	0.290830	16	4	0	10.330001	0.477630	0.314705	0.069436	0.322803	0.109606	0.175914	0.329939	0.041292
88	6	0.434704	0.536903	0.541602	0.223110	1.646865	0.579858	24	6	0	10.588485	0.660119	0.876123	0.522691	0.804121	0.322883	0.193233	0.057168	0.041292
88	7	0.224072	0.258720	0.440919	-0.699299	0.540749	-0.114870	23	6	0	12.104799	0.063021	0.288486	0.041613	0.400096	0.112171	0.193233	0.652662	0.041292
88	8	0.176616	0.122855	0.336319	-0.228918	-0.596474	-0.772719	16	3	0	8.901374	0.084108	0.060375	0.160600	0.137428	0.479634	0.153143	0.322322	0.015314
88	9	0.103742	0.082324	0.385137	-0.435604	-0.432936	0.010631	12	2	0	10.060359	0.059974	0.175513	0.038406	0.120510	0.084028	0.212155	0.124038	0.015314
88	10	0.113705	0.093710	0.378138	-0.405521	-0.405953	-0.078574	12	3	0	8.718549	0.006254	0.110487	0.031671	0.013230	0.107842	0.537765	0.087075	0.015314
88	11	0.368736	0.328997	0.415834	0.365975	0.455481	0.020255	18	4	0	10.113310	0.584108	0.547867	0.250561	0.443634	0.605196	0.343169	0.160038	0.015314
88	12	0.110117	0.113715	0.397336	-0.639329	-0.071202	0.019620	14	3	0	9.597533	0.014352	0.118265	0.398894	0.014352	0.146167	0.122996	0.050593	0.015314
88	13	0.171584	0.130893	0.385137	-0.328350	-0.469487	-0.214072	15	3	0	10.450011	0.180965	0.066469	0.159397	0.360087	0.344933	0.146248	0.099262	0.015314
88	14	0.093960	0.059453	0.336319	-0.695173	-0.601631	-0.816921	13	2	0	12.258497	0.127405	0.097178	0.053400	0.115298	0.060696	0.212155	0.070237	0.015314
88	15	0.149004	0.146689	0.385137	-0.234530	-0.195137	-0.131834	13	2	0	11.801362	0.295943	0.269083	0.096937	0.150257	0.060696	0.214962	0.088839	0.015314
88	16	0.316208	0.230977	0.474961	0.636169	-0.370827	0.601490	13	2	0	12.438792	0.239096	0.395205	0.620029	0.260183	0.554522	0.098942	0.346376	0.015314
88	17	0.483924	0.377786	0.492658	0.342021	0.811879	0.308425	30	6	0	9.858933	0.406992	0.810215	0.424872	0.832024	0.414288	0.173428	0.698445	0.111129
88	18	0.186097	0.087416	0.378138	-0.495432	-0.970338	-0.427239	20	4	0	9.006494	0.095253	0.044419	0.172065	0.112572	0.725706	0.173428	0.054201	0.111129
88	19	0.195628	0.069255	0.336319	-0.517058	-1.311007	-1.050045	20	4	0	10.031186	0.212155	0.122114	0.111289	0.089320	0.725706	0.162524	0.030789	0.111129
88	20	0.444656	0.581683	0.378138	0.348193	1.668419	-0.838052	19	4	1	10.534163	0.164128	0.564945	0.855997	0.299631	0.725305	0.754330	0.081783	0.111129
88	21	0.147801	0.120791	0.336319	-0.473179	-0.293960	-0.688421	18	4	0	7.418892	0.143361	0.049070	0.087075	0.055083	0.253207	0.134461	0.278063	0.182088
88	22	0.339992	0.208086	0.336319	0.469645	-0.495238	-0.901420	16	3	0	10.370850	0.623236	0.304121	0.567992	0.147611	0.395767	0.252165	0.246953	0.182088
88	23	0.114366	0.075529	0.336319	-0.572660	-0.556873	-0.586146	16	4	0	7.161640	0.302117	0.039448	0.122755	0.164929	0.101748	0.053079	0.071520	0.059333
88	24	0.188572	0.239336	0.378138	-0.333245	0.601900	-0.172315	25	4	0	6.635159	0.051074	0.501123	0.451331	0.245029	0.082505	0.046665	0.071520	0.059333
88	25	0.215262	0.251263	0.477676	-0.092049	0.285236	0.519595	15	3	0	11.521254	0.274455	0.339160	0.104073	0.366260	0.353993	0.054201	0.211995	0.017960
88	26	0.099513	0.074407	0.336319	-1.027091	-0.266056	-0.889532	18	4	0	8.840533	0.071600	0.004811	0.131976	0.115298	0.114897	0.134461	0.205099	0.017960
89	1	0.443684	0.221757	0.718776	1.805185	-0.920124	2.247555	6	1	0	11.023754	0.364657	0.578175	0.627486	0.469291	0.455180	0.665250	0.370109	0.019323
89	2	0.464891	0.265054	0.553033	1.634206	-0.504322	1.360976	9	2	0	9.969492	0.664849	0.526299	0.689865	0.525898	0.627245	0.255292	0.410359	0.019323
89	3	0.609355	0.440627	0.821703	1.737246	0.775315	2.316100	13	2	0	12.339137	0.861209	0.881575	0.933210	0.902903	0.511386	0.255292	0.509942	0.019323
89	4	0.437921	0.414448	0.528154	0.935444	0.720977	0.883942	14	3	0	10.846936	0.623877	0.766677	0.644323	0.707184	0.323445	0.136626	0.281911	0.019323
89	5	0.403774	0.378448	0.544901	0.184317	0.793558	0.632990	21	6	0	10.890361	0.652582	0.554201	0.501203	0.469291	0.219211	0.143762	0.670622	0.019323
89	6	0.359114	0.472899	0.336319	0.166542	1.385158	-0.983622	23	6	0	8.128437	0.106960	0.690507	0.552357	0.284557	0.692992	0.048749	0.380452	0.116341
89	7	0.458447	0.560616	0.617314	0.921274	1.512123	1.201002	14	3	0	12.801362	0.834910	0.805404	0.508499	0.772049	0.289288	0.086835	0.254250	0.116341
89	8	0.552387	0.328135	0.622125	0.689232	0.485992	1.039878	28	6	0	9.049813	0.495991	0.771408	0.918618	0.715683	0.338037	0.422627	0.640394	0.116341
89	9	0.436277	0.170281	0.439155	0.105102	-0.729524	-0.183836	30	5	0	12.076654	0.659798	0.598621	0.523813	0.484606	0.426235	0.111129	0.475786	0.210231
89	10	0.425192	0.328235	0.600282	0.564773	0.331494	0.951717	17	3	0	14.023754	0.644323	0.335311	0.520205	0.964320	0.093008	0.106879	0.475786	0.261706
89	11	0.125351	0.122494	0.336319	-1.036119	0.039620	-1.102696	20	4	0	10.842052	0.117463	0.064625	0.014673	0.166533	0.353432	0.198926	0.012588	0.074567
89	12	0.091695	0.113474	0.336319	-1.046735	0.397923	-0.877357	19	3	0	9.094937	0.045301	0.146648	0.038406	0.019965	0.245350	0.149134	0.014192	0.074567
89	13	0.299641	0.326872	0.426956	-0.404991	0.621208	-0.368117	22	5	1	10.408317	0.412203	0.577133	0.082425	0.405709	0.376844	0.069195	0.399054	0.074567
89	14	0.400557	0.416573	0.532564	0.773286	0.841547	0.943567	16	3	0	9.347917	0.527582	0.671905	0.800834	0.582264	0.252165	0.069195	0.225946	0.074567
89	15	0.343770	0.202955	0.464228	-0.571845	-0.065246	0.019979	59	11	0	8.020036	0.229153	0.232200	0.313182	0.262508	0.500882	0.253929	0.523332	0.434974
89	16	0.479504	0.412564	0.504456	0.079931	1.150620	0.324524	49	10	0	8.171753	0.450208	0.618906	0.107040	0.578015	0.964320	0.094452	0.742463	0.280629
89	17	0.589641	0.215743	0.555954	0.766401	-0.380796	0.637640	25	6	0	10.569641	0.544981	0.530148	0.652261	0.740619	0.891196	0.730035	0.477309	0.150577
89	18	0.305344	0.191750	0.385137	-0.309018	-0.308901	-0.626791	27	5	0	11.182567	0.400337	0.262588	0.084830	0.297947	0.419179	0.234205	0.593089	0.150577
89	19	0.341094	0.409317	0.401448	0.047934	1.087123	-0.220385	23	4	0	10.442304	0.647771	0.662203	0.090603	0.512588	0.270446	0.096536	0.298028	0.150577
89	20	0.253448	0.162765	0.447918	-0.477990	-0.602524	-0.147474	20	4	1	10.717223	0.588919	0.311738	0.025417	0.233964	0.118425	0.295382	0.303159	0.150577
89	21	0.417405	0.226487	0.525245	0.094498	-0.243421	0.430759	25	6	0	11.291045	0.289929	0.523332	0.203335	0.489737	0.816148	0.250000	0.487893	0.278865
89	22	0.496522	0.144704	0.589274	0.662888	-1.118037	0.989255	23	5	0	8.937359	0.887989	0.497354	0.523332	0.432248	0.607922	0.302357	0.442110	0.278865
89	23	0.424892	0.259802	0.336319	-0.195454	0.224921	-1.346270	53	10	0	8.355031	0.480276	0.608483	0.621953	0.514272	0.213037	0.275497	0.406751	0.278865
89	24	0.293798	0.246131	0.401448	-0.015519	0.134780	0.007452	25	5	0	7.655919	0.424711	0.222338	0.480597	0.211995	0.134221	0.529987	0.124038	0.222498
89	25	0.227039	0.267800	0.401448	-0.315229	0.575000	0.003343	24	5	0	7.776899	0.574166	0.624359	0.045141	0.031430	0.055404	0.067672	0.182008	0.236129
89	26	0.374369	0.404566	0.459750	0.386656	0.892149	0.322365	18	4	0	10.080611	0.571761	0.606559	0.128768	0.625802	0.486369	0.157553	0.182008	0.236129
89	27	0.365108	0.488675	0.606639	0.197485	1.422948	1.042979	23	4	0	9.648913	0.749679	0.773813	0.035920	0.620109	0.185776	0.195959	0.261626	0.097979
89	28	0.362171	0.378528	0.576881	0.163313	0.905499	0.974854	25	5	0	8.354535	0.381334	0.250641	0.127405	0.879891	0.850305	0.252165	0.057649	0.097979
89	29	0.127045	0.217267	0.458547	-0.421481	0.788972	0.684023	15	3	0	8.068433	0.241742	0.279025	0.012668	0.271248	0.065747	0.038246	0.009702	0.097979
89	30	0.328245	0.504310	0.513459	1.107214	1.219198	1.242620	11	2	0	8.294551	0.578416	0.016597	0.877486	0.614176	0.230837	0.038246	0.172226	0.097979
